app,msgid,context,locations,comments,ct_app,po_translation,runtime_translation,effective_translation,proposed_translation,domain,priority,a1_status,a1_reviewer,a1_notes,a2_status,a2_reviewer,a2_notes,a3_status,a3_reviewer,a3_notes,qa_flags,cross_app_conflict,release_status,references
erpnext,No records found in the Invoices table,,,,erpnext,,,,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,"Opening Invoice has rounding adjustment of {0}.<br><br> '{1}' account is required to post these values. Please set it in Company: {2}.<br><br> Or, '{3}' can be enabled to not post any rounding adjustment.",,,,erpnext,,,,,accounts,missing,,,,,,,,,,placeholder_mismatch;html_imbalance,,Pending,
erpnext,Sales Invoice Trends,,,,erpnext,اتجاهات فاتورة المبيعات,,اتجاهات فاتورة المبيعات,,accounts,pending,,,,,,,,,,,,Approved,
frappe,Changing any setting will reflect on all the email accounts associated with this domain.,,,,frappe,,,,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Show Ledger View,,,,erpnext,,إظهار عرض دفتر الأستاذ,إظهار عرض دفتر الأستاذ,,accounts,missing,,,,,,,,,,,,Pending,
frappe,A download link with your data will be sent to the email address associated with your account.,,,,frappe,,,,,accounts,missing,,,,,,,,,,,,Pending,
frappe,Your account has been locked and will resume after {0} seconds,,,,frappe,تم قفل حسابك وسيتم استئنافه بعد {0} ثانية,,تم قفل حسابك وسيتم استئنافه بعد {0} ثانية,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Advance Payment Status,,,,erpnext,,حالة الدفعة المقدمة,حالة الدفعة المقدمة,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,"If enabled, the system will use the inventory account set in the Item Master or Item Group or Brand. Otherwise, it will use the inventory account set in the Warehouse.",,,,erpnext,,,,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,"If this checkbox is checked, paid amount will be splitted and allocated as per the amounts in payment schedule against each payment term",,,,erpnext,إذا تم تحديد مربع الاختيار هذا ، فسيتم تقسيم المبلغ المدفوع وتخصيصه وفقًا للمبالغ الموجودة في جدول الدفع مقابل كل مصطلح دفع,,إذا تم تحديد مربع الاختيار هذا ، فسيتم تقسيم المبلغ المدفوع وتخصيصه وفقًا للمبالغ الموجودة في جدول الدفع مقابل كل مصطلح دفع,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Cost Center Allocation Percentages,,,,erpnext,,نسب تخصيص مركز التكلفة,نسب تخصيص مركز التكلفة,,accounts,missing,,,,,,,,,,,,Pending,
frappe,Delete Account,,,,frappe,,,,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Account for Change Amount,,,,erpnext,حساب لتغيير المبلغ,,حساب لتغيير المبلغ,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Account Value,,,,erpnext,قيمة الحساب,,قيمة الحساب,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Another Budget record '{0}' already exists against {1} '{2}' and account '{3}' with overlapping fiscal years.,,,,erpnext,,,,,accounts,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,"If enabled, ledger entries will be posted for change amount in POS transactions",,,,erpnext,,,,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Sales Invoice Reference,,,,erpnext,,مرجع فاتورة المبيعات,مرجع فاتورة المبيعات,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Against Income Account,,,,erpnext,مقابل حساب الدخل,,مقابل حساب الدخل,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Bank/Cash Account,,,,erpnext,,حساب البنك/النقدية,حساب البنك/النقدية,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Partial Payment in POS Transactions are not allowed.,,,,erpnext,,الدفع الجزئي في معاملات نقطة البيع غير مسموح.,الدفع الجزئي في معاملات نقطة البيع غير مسموح.,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Cashier Closing Payments,,,,erpnext,مدفوعات إغلاق أمين الصندوق,,مدفوعات إغلاق أمين الصندوق,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Periodic Entry Difference Account,,,,erpnext,,حساب فرق القيد الدوري,حساب فرق القيد الدوري,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Incorrect number of General Ledger Entries found. You might have selected a wrong Account in the transaction.,,,,erpnext,تم العثور على عدد غير صحيح من إدخالات دفتر الأستاذ العام. ربما تكون قد حددت حسابا خاطئا في المعاملة.,,تم العثور على عدد غير صحيح من إدخالات دفتر الأستاذ العام. ربما تكون قد حددت حسابا خاطئا في المعاملة.,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Against Sales Invoice Item,,,,erpnext,مقابل بند فاتورة المبيعات,,مقابل بند فاتورة المبيعات,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Create Journal Entries,,,,erpnext,,إنشاء قيود يومية,إنشاء قيود يومية,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Select Accounting Dimension.,,,,erpnext,,حدد بُعدا محاسبيا.,حدد بُعدا محاسبيا.,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Series for Asset Depreciation Entry (Journal Entry),,,,erpnext,سلسلة دخول الأصول (دخول دفتر اليومية),,سلسلة دخول الأصول (دخول دفتر اليومية),,accounts,pending,,,,,,,,,,,,Approved,
erpnext,From Voucher No,,,,erpnext,,من رقم السند,من رقم السند,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,"At row #{0}: you have selected the Difference Account {1}, which is a Cost of Goods Sold type account. Please select a different account",,,,erpnext,,,,,accounts,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Account Data,,,,erpnext,,بيانات الحساب,بيانات الحساب,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Warehouse not found against the account {0},,,,erpnext,لم يتم العثور على المستودع مقابل الحساب {0},,لم يتم العثور على المستودع مقابل الحساب {0},,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Unreconcile Payment Entries,,,,erpnext,,قيود إلغاء تسوية الدفع,قيود إلغاء تسوية الدفع,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Merge Similar Account Heads,,,,erpnext,,دمج رؤوس الحسابات المتشابهة,دمج رؤوس الحسابات المتشابهة,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Maximum Payment Amount,,,,erpnext,,أقصى مبلغ دفع,أقصى مبلغ دفع,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Row {0}: Expense Head changed to {1} because expense is booked against this account in Purchase Receipt {2},,,,erpnext,,,,,accounts,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Book Deferred Entries Via Journal Entry,,,,erpnext,كتاب مؤجل إدخالات عن طريق إدخال دفتر اليومية,,كتاب مؤجل إدخالات عن طريق إدخال دفتر اليومية,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Cost of Goods Sold Account in Items Table,,,,erpnext,,,,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,POS Invoice,,,,erpnext,فاتورة نقاط البيع,,فاتورة نقاط البيع,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Include Payment (POS),,,,erpnext,تشمل الدفع (POS),,تشمل الدفع (POS),,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Create Inter Company Journal Entry,,,,erpnext,إنشاء Inter Journal Journal Entry,,إنشاء Inter Journal Journal Entry,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Include Payment,,,,erpnext,,تضمين الدفع,تضمين الدفع,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Please ensure {} account is a Balance Sheet account.,,,,erpnext,,,,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Account {0} does not exists,,,,erpnext,الحساب {0} غير موجود,,الحساب {0} غير موجود,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Make Purchase Invoice,,,,erpnext,إنشاء فاتورة شراء,,إنشاء فاتورة شراء,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Please set default cost of goods sold account in company {0} for booking rounding gain and loss during stock transfer,,,,erpnext,,,,,accounts,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Show Group Accounts,,,,erpnext,,إظهار الحسابات المجمعة,إظهار الحسابات المجمعة,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,General Ledger,Warehouse,,,erpnext,دفتر الأستاذ العام,,دفتر الأستاذ العام,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Transaction currency must be same as Payment Gateway currency,,,,erpnext,يجب أن تكون العملة المعاملة نفس العملة بوابة الدفع,,يجب أن تكون العملة المعاملة نفس العملة بوابة الدفع,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Row #{0} (Payment Table): Amount must be positive,,,,erpnext,الصف رقم {0} (جدول الدفع): يجب أن يكون المبلغ موجبا,,الصف رقم {0} (جدول الدفع): يجب أن يكون المبلغ موجبا,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Use <strong>Python</strong> filters to get Accounts,,,,erpnext,,,,,accounts,missing,,,,,,,,,,html_imbalance,,Pending,
erpnext,Attach custom Chart of Accounts file,,,,erpnext,إرفاق ملف مخطط الحسابات المخصص,,إرفاق ملف مخطط الحسابات المخصص,,accounts,pending,,,,,,,,,,,,Approved,
frappe,"<h4>Email Reply Example</h4>

<pre>Order Overdue

Transaction {{ name }} has exceeded Due Date. Please take necessary action.

Details

- Customer: {{ customer }}
- Amount: {{ grand_total }}
</pre>

<h4>How to get fieldnames</h4>

<p>The fieldnames you can use in your email template are the fields in the document from which you are sending the email. You can find out the fields of any documents via Setup &gt; Customize Form View and selecting the document type (e.g. Sales Invoice)</p>

<h4>Templating</h4>

<p>Templates are compiled using the Jinja Templating Language. To learn more about Jinja, <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">read this documentation.</a></p>
",,,,frappe,"<h4>مثال على الرد بالبريد الإلكتروني</h4>

<pre>طلب متأخر

تجاوزت المعاملة {{ name }} تاريخ الاستحقاق. يرجى اتخاذ الإجراء اللازم.

التفاصيل

- العميل: {{ customer }}
- المبلغ: {{ grand_total }}
</pre>

<h4>كيفية الحصول على أسماء الحقول</h4>

<p>أسماء الحقول التي يمكنك استخدامها في قالب البريد الإلكتروني هي الحقول الموجودة في المستند الذي ترسل منه البريد الإلكتروني. يمكنك معرفة حقول أي مستند من خلال الإعداد &gt; تخصيص طريقة عرض النموذج واختيار نوع المستند (مثلا: فاتورة المبيعات)</p>

<h4>القوالب</h4>

<p>يتم تجميع القوالب باستخدام لغة Jinja Templating Language. لمعرفة المزيد عن Jinja، <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">اقرأ هذه التوثيقات</a>.</p>
",,"<h4>مثال على الرد بالبريد الإلكتروني</h4>

<pre>طلب متأخر

تجاوزت المعاملة {{ name }} تاريخ الاستحقاق. يرجى اتخاذ الإجراء اللازم.

التفاصيل

- العميل: {{ customer }}
- المبلغ: {{ grand_total }}
</pre>

<h4>كيفية الحصول على أسماء الحقول</h4>

<p>أسماء الحقول التي يمكنك استخدامها في قالب البريد الإلكتروني هي الحقول الموجودة في المستند الذي ترسل منه البريد الإلكتروني. يمكنك معرفة حقول أي مستند من خلال الإعداد &gt; تخصيص طريقة عرض النموذج واختيار نوع المستند (مثلا: فاتورة المبيعات)</p>

<h4>القوالب</h4>

<p>يتم تجميع القوالب باستخدام لغة Jinja Templating Language. لمعرفة المزيد عن Jinja، <a class=""strong"" href=""http://jinja.pocoo.org/docs/dev/templates/"">اقرأ هذه التوثيقات</a>.</p>
",,accounts,pending,,,,,,,,,,whitespace,,Approved,
erpnext,Set default inventory account for perpetual inventory,,,,erpnext,تعيين حساب المخزون الافتراضي للمخزون الدائم,,تعيين حساب المخزون الافتراضي للمخزون الدائم,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Budget Limit Exceeded,,,,erpnext,,تم تجاوز حد الميزانية,تم تجاوز حد الميزانية,,accounts,missing,,,,,,,,,,,,Pending,
construction,Total Budgeted Cost,,,,construction,إجمالي التكلفة التقديرية,إجمالي التكلفة المدرجة بالموازنة,إجمالي التكلفة المدرجة بالموازنة,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Ledgers,,,,erpnext,,دفاتر الأستاذ,دفاتر الأستاذ,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Closing Account Head,,,,erpnext,اقفال حساب المركز الرئيسي,,اقفال حساب المركز الرئيسي,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Could not detect the Company for updating Bank Accounts,,,,erpnext,,,,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Account {0} should be of type Expense,,,,erpnext,,,,,accounts,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,"<h3>Print Format Help</h3>
<hr>
<h4>Introduction</h4>
<p>Print Formats are rendered on the server side using the Jinja Templating Language. All forms have access to the <code>doc</code> object which contains information about the document that is being formatted. You can also access common utilities via the <code>frappe</code> module.</p>
<p>For styling, the Boostrap CSS framework is provided and you can enjoy the full range of classes.</p>
<hr>
<h4>References</h4>
<ol>
	<li><a href=""http://jinja.pocoo.org/docs/templates/"" target=""_blank"">Jinja Templating Language</a></li>
	<li><a href=""http://getbootstrap.com"" target=""_blank"">Bootstrap CSS Framework</a></li>
</ol>
<hr>
<h4>Example</h4>
<pre><code>&lt;h3&gt;{{ doc.select_print_heading or ""Invoice"" }}&lt;/h3&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;Customer Name&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.customer_name }}&lt;/div&gt;
&lt;/div&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;Date&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.get_formatted(""invoice_date"") }}&lt;/div&gt;
&lt;/div&gt;
&lt;table class=""table table-bordered""&gt;
	&lt;tbody&gt;
		&lt;tr&gt;
			&lt;th&gt;Sr&lt;/th&gt;
			&lt;th&gt;Item Name&lt;/th&gt;
			&lt;th&gt;Description&lt;/th&gt;
			&lt;th class=""text-right""&gt;Qty&lt;/th&gt;
			&lt;th class=""text-right""&gt;Rate&lt;/th&gt;
			&lt;th class=""text-right""&gt;Amount&lt;/th&gt;
		&lt;/tr&gt;
		{%- for row in doc.items -%}
		&lt;tr&gt;
			&lt;td style=""width: 3%;""&gt;{{ row.idx }}&lt;/td&gt;
			&lt;td style=""width: 20%;""&gt;
				{{ row.item_name }}
				{% if row.item_code != row.item_name -%}
				&lt;br&gt;Item Code: {{ row.item_code}}
				{%- endif %}
			&lt;/td&gt;
			&lt;td style=""width: 37%;""&gt;
				&lt;div style=""border: 0px;""&gt;{{ row.description }}&lt;/div&gt;&lt;/td&gt;
			&lt;td style=""width: 10%; text-align: right;""&gt;{{ row.qty }} {{ row.uom or row.stock_uom }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""rate"", doc) }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""amount"", doc) }}&lt;/td&gt;
		&lt;/tr&gt;
		{%- endfor -%}
	&lt;/tbody&gt;
&lt;/table&gt;</code></pre>
<hr>
<h4>Common Functions</h4>
<table class=""table table-bordered"">
	<tbody>
		<tr>
			<td style=""width: 30%;""><code>doc.get_formatted(""[fieldname]"", [parent_doc])</code></td>
			<td>Get document value formatted as Date, Currency, etc. Pass parent <code>doc</code> for currency type fields.</td>
		</tr>
		<tr>
			<td style=""width: 30%;""><code>frappe.db.get_value(""[doctype]"", ""[name]"", ""fieldname"")</code></td>
			<td>Get value from another document.</td>
		</tr>
	</tbody>
</table>
",,,,frappe,,,,,accounts,missing,,,,,,,,,,placeholder_mismatch;html_imbalance;whitespace,,Pending,
erpnext,Chart Of Accounts,,,,erpnext,,,دليل الحسابات,,accounts,missing,,,,,,,,,,,,Deprecated,
erpnext,Purchase Invoices,,,,erpnext,فواتير الشراء,,فواتير الشراء,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Payment Gateway Account,,,,erpnext,دفع حساب البوابة,,دفع حساب البوابة,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Process Period Closing Voucher,,,,erpnext,,معالجة سند إغلاق الفترة,معالجة سند إغلاق الفترة,,accounts,missing,,,,,,,,,,,,Pending,
frappe,"As per your request, your account and data on {0} associated with email {1} has been permanently deleted",,,,frappe,,,,,accounts,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Payment Gateway,,,,erpnext,بوابة الدفع,,بوابة الدفع,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Account {0} cannot be converted to Group as it is already set as {1} for {2}.,,,,erpnext,,,,,accounts,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Certificate Details,,,,erpnext,تفاصيل الشهادة,,تفاصيل الشهادة,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Individual Stock Ledger Entry cannot be cancelled.,,,,erpnext,,,,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,"The system will create a Sales Invoice or a POS Invoice from the POS interface based on this setting. For high-volume transactions, it is recommended to use POS Invoice.",,,,erpnext,,,,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Asset scrapped via Journal Entry {0},,,,erpnext,ألغت الأصول عن طريق قيد اليومية {0}\n<br>\n Asset scrapped via Journal Entry {0},,ألغت الأصول عن طريق قيد اليومية {0}\n<br>\n Asset scrapped via Journal Entry {0},,accounts,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,Helps you distribute the Budget/Target across months if you have seasonality in your business.,,,,erpnext,,,,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,"Account balance already in Credit, you are not allowed to set 'Balance Must Be' as 'Debit'",,,,erpnext,"رصيد الحساب بالفعل دائن ، لا يسمح لك لتعيين ' الرصيد يجب ان يكون ' ك ' مدين '\n<br>\nAccount balance already in Credit, you are not allowed to set 'Balance Must Be' as 'Debit'",,"رصيد الحساب بالفعل دائن ، لا يسمح لك لتعيين ' الرصيد يجب ان يكون ' ك ' مدين '\n<br>\nAccount balance already in Credit, you are not allowed to set 'Balance Must Be' as 'Debit'",,accounts,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,Please select Bank Account,,,,erpnext,,يرجى تحديد الحساب البنكي,يرجى تحديد الحساب البنكي,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Deferred Accounting,,,,erpnext,,المحاسبة المؤجلة,المحاسبة المؤجلة,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Row #{0} (Payment Table): Amount must be negative,,,,erpnext,الصف # {0} (جدول الدفع): يجب أن يكون المبلغ سلبيًا,,الصف # {0} (جدول الدفع): يجب أن يكون المبلغ سلبيًا,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,You can add the original invoice {} manually to proceed.,,,,erpnext,,,,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Account {0} is disabled.,,,,erpnext,,,,,accounts,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Payment Terms Template Detail,,,,erpnext,شروط الدفع تفاصيل قالب,,شروط الدفع تفاصيل قالب,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Show Payment Schedule in Print,,,,erpnext,عرض جدول الدفع في الطباعة,,عرض جدول الدفع في الطباعة,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Dependant SLE Voucher Detail No,,,,erpnext,,,,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Merge with Existing Account,,,,erpnext,دمج مع حساب موجود,,دمج مع حساب موجود,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Only applies for Normal Payments,,,,erpnext,,,,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Default Operating Cost Account,,,,erpnext,,حساب تكلفة التشغيل الافتراضي,حساب تكلفة التشغيل الافتراضي,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Automatically Process Deferred Accounting Entry,,,,erpnext,معالجة الإدخال المؤجل للمحاسبة تلقائيًا,,معالجة الإدخال المؤجل للمحاسبة تلقائيًا,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Sales Invoice does not have Payments,,,,erpnext,,,,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Setting Account Type helps in selecting this Account in transactions.,,,,erpnext,تحديد نوع الحساب يساعد في تحديد هذا الحساب في المعاملات.,,تحديد نوع الحساب يساعد في تحديد هذا الحساب في المعاملات.,,accounts,pending,,,,,,,,,,,,Approved,
frappe,Accounts User,,,,frappe,,,,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Payment Request,,,,erpnext,طلب الدفع من قبل المورد,,طلب الدفع من قبل المورد,,accounts,pending,,,,,,,,,,,,Approved,
frappe,No Email Accounts Assigned,,,,frappe,,,,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Round Off Cost Center,,,,erpnext,مركز التكلفة الخاص بالتقريب,,مركز التكلفة الخاص بالتقريب,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Payment Reconciliation,,,,erpnext,دفع المصالحة,,دفع المصالحة,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Total Invoiced Amount,,,,erpnext,إجمالي مبلغ الفاتورة,,إجمالي مبلغ الفاتورة,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,{0} against Sales Invoice {1},,,,erpnext,{0} مقابل فاتورة المبيعات {1},,{0} مقابل فاتورة المبيعات {1},,accounts,pending,,,,,,,,,,,,Approved,
erpnext,The parent account {0} does not exists in the uploaded template,,,,erpnext,الحساب الأصل {0} غير موجود في القالب الذي تم تحميله,,الحساب الأصل {0} غير موجود في القالب الذي تم تحميله,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Redemption Account,,,,erpnext,حساب الاسترداد,,حساب الاسترداد,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,"If set, the system does not use the user's Email or the standard outgoing Email account for sending request for quotations.",,,,erpnext,,,,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Please enter parent cost center,,,,erpnext,الرجاء إدخال مركز تكلفة الأب,,الرجاء إدخال مركز تكلفة الأب,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Gain/Loss Account on Asset Disposal,,,,erpnext,حساب الربح / الخسارة الخاص بالتخلص من الأصول,,حساب الربح / الخسارة الخاص بالتخلص من الأصول,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Temporary Opening Account,,,,erpnext,حساب الافتتاح المؤقت,,حساب الافتتاح المؤقت,,accounts,pending,,,,,,,,,,,,Approved,
frappe,Invalid Credentials for Email Account: {0},,,,frappe,,,,,accounts,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Duplicate Sales Invoices found,,,,erpnext,,تم العثور على فواتير مبيعات مكررة,تم العثور على فواتير مبيعات مكررة,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Mode of Payment,,,,erpnext,طريقة الدفع,,طريقة الدفع,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,"If checked, the tax amount will be considered as already included in the Paid Amount in Payment Entry",,,,erpnext,,,,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Accounts Payable,,,,erpnext,الحسابات الدائنة,,الحسابات الدائنة,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Payment Request for {0},,,,erpnext,طلب الدفع ل {0},,طلب الدفع ل {0},,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Target Fixed Asset Account,,,,erpnext,,حساب الأصل الثابت الهدف,حساب الأصل الثابت الهدف,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Account Category,,,,erpnext,,فئة الحساب,فئة الحساب,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,The selected change account {} doesn't belongs to Company {}.,,,,erpnext,حساب التغيير المحدد {} لا ينتمي إلى الشركة {}.,,حساب التغيير المحدد {} لا ينتمي إلى الشركة {}.,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,References {0} of type {1} had no outstanding amount left before submitting the Payment Entry. Now they have a negative outstanding amount.,,,,erpnext,,,,,accounts,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Is Advance,,,,erpnext,هل مقدم,,هل مقدم,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Periodic Accounting Entry,,,,erpnext,,قيد محاسبة دوري,قيد محاسبة دوري,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Paid To Account Type,,,,erpnext,,نوع الحساب المدفوع إليه,نوع الحساب المدفوع إليه,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Cannot convert Cost Center to ledger as it has child nodes,,,,erpnext,لا يمكن تحويل مركز التكلفة إلى حساب دفتر الأستاذ لانه مرتبط بعقدة فرعية,,لا يمكن تحويل مركز التكلفة إلى حساب دفتر الأستاذ لانه مرتبط بعقدة فرعية,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Current Invoice End Date,,,,erpnext,تاريخ انتهاء الفاتورة الحالي,,تاريخ انتهاء الفاتورة الحالي,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Allow Material Transfer from Purchase Receipt to Purchase Invoice,,,,erpnext,السماح بنقل المواد من إيصال الشراء إلى فاتورة الشراء,,السماح بنقل المواد من إيصال الشراء إلى فاتورة الشراء,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Action if Annual Budget Exceeded on PO,,,,erpnext,الإجراء إذا تجاوزت الميزانية السنوية على أمر الشراء,,الإجراء إذا تجاوزت الميزانية السنوية على أمر الشراء,,accounts,pending,,,,,,,,,,,,Approved,
frappe,Automatic Linking can be activated only for one Email Account.,,,,frappe,يمكن تنشيط الربط التلقائي فقط لحساب بريد إلكتروني واحد.,,يمكن تنشيط الربط التلقائي فقط لحساب بريد إلكتروني واحد.,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Invoice ID,,,,erpnext,,معرف الفاتورة,معرف الفاتورة,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Account Balance,,,,erpnext,رصيد حسابك,,رصيد حسابك,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Categorize by Account,,,,erpnext,,تصنيف حسب الحساب,تصنيف حسب الحساب,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Voucher Type,,,,erpnext,نوع السند,,نوع السند,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,New Sales Invoice,,,,erpnext,فاتورة مبيعات جديدة,,فاتورة مبيعات جديدة,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Please convert the parent account in corresponding child company to a group account.,,,,erpnext,الرجاء تحويل الحساب الرئيسي في الشركة الفرعية المقابلة إلى حساب مجموعة.,,الرجاء تحويل الحساب الرئيسي في الشركة الفرعية المقابلة إلى حساب مجموعة.,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,You have unsaved changes. Do you want to save the invoice?,,,,erpnext,,,,,accounts,missing,,,,,,,,,,,,Pending,
frappe,No Permitted Charts,,,,frappe,لا توجد مخططات مسموح بها,,لا توجد مخططات مسموح بها,,accounts,pending,,,,,,,,,,,,Approved,
erpnext,Create Payment Entry,,,,erpnext,إنشاء إدخال الدفع,,إنشاء إدخال الدفع,,accounts,pending,,,,,,,,,,,,Approved,
frappe,Account,,,,frappe,,الحساب,الحساب,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,"If enabled, additional ledger entries will be made for discounts in a separate Discount Account",,,,erpnext,,,,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Cost Center {} is a group cost center and group cost centers cannot be used in transactions,,,,erpnext,,,,,accounts,missing,,,,,,,,,,,,Pending,
erpnext,Allow multi-currency invoices against single party account ,,,,erpnext,,,,,accounts,missing,,,,,,,,,,whitespace,,Pending,
erpnext,{0} is not a company bank account,,,,erpnext,{0} ليس حسابًا مصرفيًا للشركة,,{0} ليس حسابًا مصرفيًا للشركة,,accounts,pending,,,,,,,,,,,,Approved,
