app,msgid,context,locations,comments,ct_app,po_translation,runtime_translation,effective_translation,proposed_translation,domain,priority,a1_status,a1_reviewer,a1_notes,a2_status,a2_reviewer,a2_notes,a3_status,a3_reviewer,a3_notes,qa_flags,cross_app_conflict,release_status,references
erpnext,Applicable on Material Request,,,,erpnext,ينطبق على طلب المواد,,ينطبق على طلب المواد,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Item Lead Time,,,,erpnext,,مدة توريد الصنف,مدة توريد الصنف,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,No Stock Available Currently,,,,erpnext,,لا يوجد مخزون متاح حاليا,لا يوجد مخزون متاح حاليا,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Stock cannot be updated against Purchase Receipt {0},,,,erpnext,لا يمكن تحديث المخزون مقابل إيصال الشراء {0}\n<br>\nStock cannot be updated against Purchase Receipt {0},,لا يمكن تحديث المخزون مقابل إيصال الشراء {0}\n<br>\nStock cannot be updated against Purchase Receipt {0},,inventory,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,Current Stock,,,,erpnext,المخزون الحالية,,المخزون الحالية,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"'Inspection Required before Delivery' has disabled for the item {0}, no need to create the QI",,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Duplicate Stock Closing Entry,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Distinct Item and Warehouse,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,"Default tax templates for sales, purchase and items are created.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Finished Goods Item,,,,erpnext,,صنف المنتجات النهائية,صنف المنتجات النهائية,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Items to Be Repost,,,,erpnext,,الأصناف المطلوب إعادة ترحيلها,الأصناف المطلوب إعادة ترحيلها,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,"Item Price appears multiple times based on Price List, Supplier/Customer, Currency, Item, Batch, UOM, Qty, and Dates.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Asset Category is mandatory for Fixed Asset item,,,,erpnext,فئة الموجودات إلزامية لبنود الموجودات الثابتة\n<br>\nAsset Category is mandatory for Fixed Asset item,,فئة الموجودات إلزامية لبنود الموجودات الثابتة\n<br>\nAsset Category is mandatory for Fixed Asset item,,inventory,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,Source Warehouse Address,,,,erpnext,عنوان مستودع المصدر,,عنوان مستودع المصدر,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Select Items for Quality Inspection,,,,erpnext,,تحديد أصناف لفحص الجودة,تحديد أصناف لفحص الجودة,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Row #{0}: Item {1} is not a Serialized/Batched Item. It cannot have a Serial No/Batch No against it.,,,,erpnext,الصف # {0}: العنصر {1} ليس عنصرًا تسلسليًا / مُجمَّع. لا يمكن أن يكون له رقم مسلسل / لا دفعة ضده.,,الصف # {0}: العنصر {1} ليس عنصرًا تسلسليًا / مُجمَّع. لا يمكن أن يكون له رقم مسلسل / لا دفعة ضده.,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Capital Stock,,,,erpnext,رأس المال,,رأس المال,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Report Line Items,,,,erpnext,,بنود التقرير,بنود التقرير,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Show Barcode Field in Stock Transactions,,,,erpnext,,إظهار حقل الباركود في معاملات المخزون,إظهار حقل الباركود في معاملات المخزون,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Stock Reservation Entries created,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,"If enabled, the Scrap Item generated against a Finished Good will also be added in the Stock Entry when delivering that Finished Good.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
construction,Item,,,,construction,بند,الصنف,الصنف,,inventory,pending,,,,,,,,,,,1,Approved,
erpnext,Is Phantom Item,,,,erpnext,,صنف وهمي,صنف وهمي,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Row #{0}: The warehouse {1} is not a child warehouse of a group warehouse {2},,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Allow Multiple Material Consumption,,,,erpnext,السماح باستهلاك المواد المتعددة,,السماح باستهلاك المواد المتعددة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Valuation rate for customer provided items has been set to zero.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Row #{0}: Quality Inspection {1} was rejected for item {2},,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Skip Material Transfer to WIP Warehouse,,,,erpnext,تخطي نقل المواد إلى مستودع WIP,,تخطي نقل المواد إلى مستودع WIP,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Freeze Stocks Older Than (Days),,,,erpnext,تجميد المخزونات أقدم من (أيام),,تجميد المخزونات أقدم من (أيام),,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Customer's Item Code,,,,erpnext,كود صنف العميل,,كود صنف العميل,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Set targets Item Group-wise for this Sales Person.,,,,erpnext,تحديد أهداف المجموعة السلعة الحكيم لهذا الشخص المبيعات.,,تحديد أهداف المجموعة السلعة الحكيم لهذا الشخص المبيعات.,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Against Delivery Note Item,,,,erpnext,ضد بند مذكرة التسليم,,ضد بند مذكرة التسليم,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Stock Entry Type,,,,erpnext,نوع إدخال الأسهم,,نوع إدخال الأسهم,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Row #{idx}: Please enter a location for the asset item {item_code}.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,At row {0}: Batch No is mandatory for Item {1},,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,You cannot repost item valuation before {},,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Stock Adjustment,,,,erpnext,تسوية المخزون,,تسوية المخزون,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Sets 'Accepted Warehouse' in each row of the Items table.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Purchase Date,,,,erpnext,تاريخ الشراء,,تاريخ الشراء,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Territory Target Variance Based On Item Group,,,,erpnext,التباين المستهدف للمنطقة بناءً على مجموعة العناصر,,التباين المستهدف للمنطقة بناءً على مجموعة العناصر,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Row #{0}: Rejected Qty cannot be set for Scrap Item {1}.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,"If this item has variants, then it cannot be selected in sales orders etc.",,,,erpnext,إذا كان هذا البند لديها بدائل، فإنه لا يمكن اختيارها في أوامر البيع الخ,,إذا كان هذا البند لديها بدائل، فإنه لا يمكن اختيارها في أوامر البيع الخ,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Purchase Receipt Detail,,,,erpnext,شراء إيصال التفاصيل,,شراء إيصال التفاصيل,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Service Item {0} is disabled.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Delivery warehouse required for stock item {0},,,,erpnext,مستودع التسليم مطلوب للبند المستودعي {0}\n<br>\nDelivery warehouse required for stock item {0},,مستودع التسليم مطلوب للبند المستودعي {0}\n<br>\nDelivery warehouse required for stock item {0},,inventory,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,Default Finished Goods Warehouse,,,,erpnext,المخزن الافتراضي للبضائع التامة الصنع,,المخزن الافتراضي للبضائع التامة الصنع,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Inventory Dimension,,,,erpnext,,بُعد المخزون,بُعد المخزون,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Raw Materials to Customer,,,,erpnext,,مواد خام إلى العميل,مواد خام إلى العميل,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Sub Assemblies & Raw Materials,,,,erpnext,,التجميعات الفرعية والمواد الخام,التجميعات الفرعية والمواد الخام,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Item is removed since no serial / batch no selected.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,"This will be appended to the Item Code of the variant. For example, if your abbreviation is ""SM"", and the item code is ""T-SHIRT"", the item code of the variant will be ""T-SHIRT-SM""",,,,erpnext,"سيتم إلحاق هذا إلى بند رمز للمتغير. على سبيل المثال، إذا اختصار الخاص بك هو ""SM""، ورمز البند هو ""T-SHIRT""، رمز العنصر المتغير سيكون ""T-SHIRT-SM""",,"سيتم إلحاق هذا إلى بند رمز للمتغير. على سبيل المثال، إذا اختصار الخاص بك هو ""SM""، ورمز البند هو ""T-SHIRT""، رمز العنصر المتغير سيكون ""T-SHIRT-SM""",,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Item to be manufactured or repacked,,,,erpnext,الصنف الذي سيتم تصنيعه أو إعادة تعبئته,,الصنف الذي سيتم تصنيعه أو إعادة تعبئته,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,(E) Balance Stock Value in Queue,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Select Alternate Item,,,,erpnext,اختر البند البديل,,اختر البند البديل,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Duplicate item group found in the item group table,,,,erpnext,تم العثور علي مجموعه عناصر مكرره في جدول مجموعه الأصناف\n<br>\nDuplicate item group found in the item group table,,تم العثور علي مجموعه عناصر مكرره في جدول مجموعه الأصناف\n<br>\nDuplicate item group found in the item group table,,inventory,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,Item Locations,,,,erpnext,مواقع البند,,مواقع البند,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Get Items from Open Material Requests,,,,erpnext,الحصول على عناصر من طلبات فتح المواد,,الحصول على عناصر من طلبات فتح المواد,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Available Qty at Source Warehouse,,,,erpnext,الكمية المتاحة في مستودع المصدر,,الكمية المتاحة في مستودع المصدر,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Stock Reservation can only be created against {0}.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Reserving Stock...,,,,erpnext,,جار حجز المخزون...,جار حجز المخزون...,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,You are not authorized to make/edit Stock Transactions for Item {0} under warehouse {1} before this time.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Please enable Applicable on Purchase Order and Applicable on Booking Actual Expenses,,,,erpnext,يرجى تمكين Applicable على أمر الشراء والتطبيق على المصروفات الفعلية للحجز,,يرجى تمكين Applicable على أمر الشراء والتطبيق على المصروفات الفعلية للحجز,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Stock Assets,,,,erpnext,اصول المخزون,,اصول المخزون,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Supplier Item,,,,erpnext,,عنصر المورد,عنصر المورد,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,BOM {0} does not belong to Item {1},,,,erpnext,قائمة المواد {0} لا تنتمي إلى الصنف {1},,قائمة المواد {0} لا تنتمي إلى الصنف {1},,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Incorrect Stock Value Report,,,,erpnext,,تقرير قيمة المخزون غير الصحيحة,تقرير قيمة المخزون غير الصحيحة,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Raw materials consumed qty will be validated based on FG BOM required qty,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,No item available for transfer.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,"<table class=""table table-bordered table-condensed"">
<thead>
  <tr>
         <th class=""table-sr"" style=""width: 50%;"">Child Document</th>
         <th class=""table-sr"" style=""width: 50%;"">Non Child Document</th>
   </tr>
</thead>
<tbody>
<tr>
         <td>
                  <p> To access parent document field use parent.fieldname and to access child table document field use doc.fieldname </p>

         </td>
         <td>
                    <p>To access document field use doc.fieldname </p>
         </td>
</tr>
<tr>
        <td>
                   <p><b>Example: </b> parent.doctype == ""Stock Entry"" and doc.item_code == ""Test"" </p>

        </td>
         <td>
                   <p><b>Example: </b> doc.doctype == ""Stock Entry"" and doc.purpose == ""Manufacture""</p>    
          </td>
</tr>

</tbody>
</table>






",,,,erpnext,,,,,inventory,missing,,,,,,,,,,html_imbalance;whitespace,,Pending,
erpnext,Default Unit of Measure for Item {0} cannot be changed directly because you have already made some transaction(s) with another UOM. You need to either cancel the linked documents or create a new Item.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Ignore Empty Stock,,,,erpnext,,تجاهل المخزون الفارغ,تجاهل المخزون الفارغ,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,"Row #{0}: Item {1} has been picked, please reserve stock from the Pick List.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,"If yes, then this warehouse will be used to store rejected materials",,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Row #{0}: Qty should be less than or equal to Available Qty to Reserve (Actual Qty - Reserved Qty) {1} for Iem {2} against Batch {3} in Warehouse {4}.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Customer Items,,,,erpnext,منتجات العميل,,منتجات العميل,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Master Production Schedule Item,,,,erpnext,,عنصر خطة الإنتاج الرئيسية,عنصر خطة الإنتاج الرئيسية,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Cannot find Item or Warehouse with this Barcode,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Transfer From Warehouses,,,,erpnext,,النقل من المستودعات,النقل من المستودعات,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,"If enabled, the system will use the moving average valuation method to calculate the valuation rate for the batched items and will not consider the individual batch-wise incoming rate.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Customer's Purchase Order,,,,erpnext,طلب شراء الزبون,,طلب شراء الزبون,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,At least one warehouse is mandatory,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Exploded Items,,,,erpnext,العناصر المتفجرة,,العناصر المتفجرة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,If enabled then system won't override the picked qty / batches / serial numbers / warehouse.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,"{0} Retain Sample is based on batch, please check Has Batch No to retain sample of item",,,,erpnext,{0} يعتمد الاحتفاظ بالعينة على الدُفعة ، يُرجى تحديد &quot;رقم الدُفعة&quot; للاحتفاظ بعينة من العنصر,,{0} يعتمد الاحتفاظ بالعينة على الدُفعة ، يُرجى تحديد &quot;رقم الدُفعة&quot; للاحتفاظ بعينة من العنصر,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Set Warehouse,,,,erpnext,,تعيين المستودع,تعيين المستودع,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Allowed Items,,,,erpnext,,الأصناف المسموحة,الأصناف المسموحة,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,(Purchase Order + Material Request + Actual Expense),,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Purchase,,,,erpnext,الشراء,شراء,شراء,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Serial & Batch Item Settings,,,,erpnext,,إعدادات الأصناف التسلسلية والدفعات,إعدادات الأصناف التسلسلية والدفعات,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Row #{0}: Cannot delete item {1} which has already been delivered,,,,erpnext,الصف # {0}: لا يمكن حذف العنصر {1} الذي تم تسليمه بالفعل,,الصف # {0}: لا يمكن حذف العنصر {1} الذي تم تسليمه بالفعل,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Warehouse cannot be changed for Serial No.,,,,erpnext,المستودع لا يمكن ان يكون متغير لرقم تسلسلى.\n<br>\nWarehouse cannot be changed for Serial No.,,المستودع لا يمكن ان يكون متغير لرقم تسلسلى.\n<br>\nWarehouse cannot be changed for Serial No.,,inventory,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,Item Variant Details,,,,erpnext,الصنف تفاصيل متغير,,الصنف تفاصيل متغير,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,{0} units of {1} are required in {2} with the inventory dimension: {3} on {4} {5} for {6} to complete the transaction.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Purchase Receipt Trends,,,,erpnext,شراء اتجاهات الإيصال,,شراء اتجاهات الإيصال,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Purchase Order Item Supplied,,,,erpnext,الأصناف المزوده بامر الشراء,,الأصناف المزوده بامر الشراء,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"All the required items (raw materials) will be fetched from BOM and populated in this table. Here you can also change the Source Warehouse for any item. And during the production, you can track transferred raw materials from this table.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Customer Warehouse {0} does not belong to Customer {1}.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Row #{0}: Customer Provided Item {1} is not a part of Work Order {2},,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Add Items,,,,erpnext,إضافة بنود,,إضافة بنود,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Row #{0}: Cannot delete item {1} which has already been billed.,,,,erpnext,الصف # {0}: لا يمكن حذف العنصر {1} الذي تم تحرير فاتورة به بالفعل.,,الصف # {0}: لا يمكن حذف العنصر {1} الذي تم تحرير فاتورة به بالفعل.,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Customer Provided Item Cost,,,,erpnext,,تكلفة الصنف المقدم من العميل,تكلفة الصنف المقدم من العميل,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Item Description,,,,erpnext,وصف الصنف,,وصف الصنف,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Asset Movement Item,,,,erpnext,بند حركة الأصول,,بند حركة الأصول,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Auto Reserve Stock,,,,erpnext,,حجز المخزون تلقائيا,حجز المخزون تلقائيا,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Source Warehouse is mandatory for the Item {0}.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,An Item Group is a way to classify items based on types.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Items to Order and Receive,,,,erpnext,,أصناف للطلب والاستلام,أصناف للطلب والاستلام,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Item Variants updated,,,,erpnext,تم تحديث متغيرات العنصر,,تم تحديث متغيرات العنصر,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Item Code > Item Group > Brand,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,BOM does not contain any stock item,,,,erpnext,فاتورة الموارد لا تحتوي على أي صنف مخزون,,فاتورة الموارد لا تحتوي على أي صنف مخزون,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Item Group wise Discount,,,,erpnext,,خصم حسب مجموعة الأصناف,خصم حسب مجموعة الأصناف,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,All items have already been transferred for this Work Order.,,,,erpnext,جميع الإصناف تم نقلها لأمر العمل,,جميع الإصناف تم نقلها لأمر العمل,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Default Material Request Type,,,,erpnext,النوع الافتراضي لـ مستند 'طلب مواد',,النوع الافتراضي لـ مستند 'طلب مواد',,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Is Stock Item,,,,erpnext,,صنف مخزني,صنف مخزني,,inventory,missing,,,,,,,,,,,,Pending,
erpnext, Skip Material Transfer,,,,erpnext,,,,,inventory,missing,,,,,,,,,,whitespace,,Pending,
erpnext,Stock Expenses,,,,erpnext,مصاريف المخزون,,مصاريف المخزون,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Purchase Order already created for all Sales Order items,,,,erpnext,تم إنشاء أمر الشراء بالفعل لجميع بنود أوامر المبيعات,,تم إنشاء أمر الشراء بالفعل لجميع بنود أوامر المبيعات,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Rate of Stock UOM,,,,erpnext,,سعر وحدة قياس المخزون,سعر وحدة قياس المخزون,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Items Required,,,,erpnext,العناصر المطلوبة,,العناصر المطلوبة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Warn Purchase Orders,,,,erpnext,تحذير أوامر الشراء,,تحذير أوامر الشراء,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Scrap Items,,,,erpnext,الخردة الأصناف,,الخردة الأصناف,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Is Free Item,,,,erpnext,هو البند الحرة,,هو البند الحرة,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"Row #{0}: Item {1} in warehouse {2}: Available {3}, Needed {4}.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Item {0} must be a Non-Stock Item,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,"The percentage you are allowed to bill more against the amount ordered. For example, if the order value is $100 for an item and tolerance is set as 10%, then you are allowed to bill up to $110 ",,,,erpnext,,,,,inventory,missing,,,,,,,,,,whitespace,,Pending,
erpnext,"Row #{0}: Source, Target Warehouse and Inventory Dimensions cannot be the exact same for Material Transfer",,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Supplier Group Item,,,,erpnext,,عنصر مجموعة الموردين,عنصر مجموعة الموردين,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Unreserve Stock,,,,erpnext,,إلغاء حجز المخزون,إلغاء حجز المخزون,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Show Items,,,,erpnext,إظهار العناصر,,إظهار العناصر,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Update Stock,,,,erpnext,تحديث المخزون,,تحديث المخزون,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Scrap date cannot be before purchase date,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,"Successfully changed Stock UOM, please redefine conversion factors for new UOM.",,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Cannot create a pick list for Sales Order {0} because it has reserved stock. Please unreserve the stock in order to create a pick list.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Raw Material Value,,,,erpnext,,قيمة المادة الخام,قيمة المادة الخام,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Stock not available for Item {0} in Warehouse {1}.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Material Returned from WIP,,,,erpnext,,مواد مرتجعة من تحت التشغيل,مواد مرتجعة من تحت التشغيل,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Work Order cannot be raised against a Item Template,,,,erpnext,لا يمكن رفع أمر العمل مقابل قالب العنصر,,لا يمكن رفع أمر العمل مقابل قالب العنصر,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,BOM Item,,,,erpnext,صنف قائمة المواد,,صنف قائمة المواد,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Cannot find Item with this Barcode,,,,erpnext,لا يمكن العثور على عنصر بهذا الرمز الشريطي,,لا يمكن العثور على عنصر بهذا الرمز الشريطي,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Please set Parent Row No for item {0},,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Stock Value by Item Group,,,,erpnext,,قيمة المخزون حسب مجموعة الأصناف,قيمة المخزون حسب مجموعة الأصناف,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Perpetual inventory required for the company {0} to view this report.,,,,erpnext,المخزون الدائم المطلوب للشركة {0} لمشاهدة هذا التقرير.,,المخزون الدائم المطلوب للشركة {0} لمشاهدة هذا التقرير.,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Row {0}: Please select an valid BOM for Item {1}.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,Items,,,,frappe,الاصناف,الأصناف,الأصناف,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,"Example: ABCD.#####. If series is set and Batch No is not mentioned in transactions, then automatic batch number will be created based on this series. If you always want to explicitly mention Batch No for this item, leave this blank. Note: this setting will take priority over the Naming Series Prefix in Stock Settings.",,,,erpnext,مثال: ABCD. #####. إذا تم ضبط المسلسل ولم يتم ذكر رقم الدفعة في المعاملات ، فسيتم إنشاء رقم الدفعة تلقائيًا استنادًا إلى هذه السلسلة. إذا كنت تريد دائمًا الإشارة صراحة إلى Batch No لهذا العنصر ، فاترك هذا فارغًا. ملاحظة: سيأخذ هذا الإعداد الأولوية على بادئة Naming Series في إعدادات المخزون.,,مثال: ABCD. #####. إذا تم ضبط المسلسل ولم يتم ذكر رقم الدفعة في المعاملات ، فسيتم إنشاء رقم الدفعة تلقائيًا استنادًا إلى هذه السلسلة. إذا كنت تريد دائمًا الإشارة صراحة إلى Batch No لهذا العنصر ، فاترك هذا فارغًا. ملاحظة: سيأخذ هذا الإعداد الأولوية على بادئة Naming Series في إعدادات المخزون.,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Also you can't switch back to FIFO after setting the valuation method to Moving Average for this item.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Sub assembly item references are missing. Please fetch the sub assemblies and raw materials again.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,,,Pending,
erpnext,Not allow to set alternative item for the item {0},,,,erpnext,لا تسمح بتعيين عنصر بديل للعنصر {0},,لا تسمح بتعيين عنصر بديل للعنصر {0},,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Items rate has been updated to zero as Allow Zero Valuation Rate is checked for the following items: {0},,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Row #{0}: Finished Good Item Qty can not be zero,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Additional Material Transfer,,,,erpnext,,نقل مواد إضافية,نقل مواد إضافية,,inventory,missing,,,,,,,,,,,,Pending,
frappe,Item Type,,,,frappe,نوع العنصر,نوع البند,نوع البند,,inventory,pending,,,,,,,,,,,,Approved,
erpnext,Row {0}: Delivery Warehouse cannot be same as Customer Warehouse for Item {1}.,,,,erpnext,,,,,inventory,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Item Price Stock,,,,erpnext,سعر صنف المخزون,,سعر صنف المخزون,,inventory,pending,,,,,,,,,,,,Approved,
