app,msgid,context,locations,comments,ct_app,po_translation,runtime_translation,effective_translation,proposed_translation,domain,priority,a1_status,a1_reviewer,a1_notes,a2_status,a2_reviewer,a2_notes,a3_status,a3_reviewer,a3_notes,qa_flags,cross_app_conflict,release_status,references
erpnext,Automatically Create New Batch,,,,erpnext,إنشاء دفعة جديدة تلقائيا,,إنشاء دفعة جديدة تلقائيا,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Successfully updated {0} record.,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,"I guess you don't have access to any workspace yet, but you can create one just for yourself. Click on the <b>Create Workspace</b> button to create one.<br>",,,,frappe,,,,,core-actions,missing,,,,,,,,,,html_imbalance,,Pending,
frappe,Show Error,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Email is mandatory to create User Email,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Save Report,,,,frappe,احفظ التقرير,,احفظ التقرير,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,"Successfully imported {0} record out of {1}. Click on Export Errored Rows, fix the errors and import again.",,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,Cannot edit a standard report. Please duplicate and create a new report,,,,frappe,لا يمكنك التعديل على التقارير القياسية. يرجى نسخ التقريرالقياسي و  التعديل على النسخة الجديدة,,لا يمكنك التعديل على التقارير القياسية. يرجى نسخ التقريرالقياسي و  التعديل على النسخة الجديدة,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Delete all the Transactions for this Company,,,,erpnext,حذف كل المعاملات المتعلقة بالشركة\n<br>\nDelete all the Transactions for this Company,,حذف كل المعاملات المتعلقة بالشركة\n<br>\nDelete all the Transactions for this Company,,core-actions,pending,,,,,,,,,,html_imbalance,,Approved,
construction,Not permitted to delete this document,,,,construction,غير مسموح بحذف هذا المستند,غير مسموح بحذف هذا المستند,غير مسموح بحذف هذا المستند,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Only Send Records Updated in Last X Hours,,,,frappe,فقط إرسال السجلات التي تم تحديثها في آخر X ساعات,,فقط إرسال السجلات التي تم تحديثها في آخر X ساعات,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Failed to parse MT940 format. Error: {0},,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,Cannot delete standard link. You can hide it if you want,,,,frappe,لا يمكن حذف الارتباط القياسي. يمكنك إخفاء ذلك إذا كنت تريد,,لا يمكن حذف الارتباط القياسي. يمكنك إخفاء ذلك إذا كنت تريد,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Failed to complete setup,,,,frappe,فشل في إكمال الإعداد,,فشل في إكمال الإعداد,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,"If checked, we will create demo data for you to explore the system. This demo data can be erased later.",,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Create missing customer or supplier.,,,,erpnext,إنشاء العملاء أو المورد المفقودين.,,إنشاء العملاء أو المورد المفقودين.,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Failed to change password.,,,,frappe,فشل تغيير كلمة المرور.,,فشل تغيير كلمة المرور.,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,failed,,,,frappe,باءت بالفشل,,باءت بالفشل,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,You do not have permissions to cancel all linked documents.,,,,frappe,ليس لديك أذونات لإلغاء كافة المستندات المرتبطة.,,ليس لديك أذونات لإلغاء كافة المستندات المرتبطة.,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Create Employee Records,,,,erpnext,إنشاء سجلات موظف,,إنشاء سجلات موظف,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Asset cancelled,,,,erpnext,,تم إلغاء الأصل,تم إلغاء الأصل,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Update Profile,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Error during caller information update,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Print Format Error,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Server failed to process this request because of a concurrent conflicting request. Please try again.,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Enable developer mode to create a standard Web Template,,,,frappe,قم بتمكين وضع المطور لإنشاء قالب ويب قياسي,,قم بتمكين وضع المطور لإنشاء قالب ويب قياسي,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Update Order,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,There was an error building this page,,,,frappe,كان هناك خطأ في بناء هذه الصفحة,,كان هناك خطأ في بناء هذه الصفحة,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,"{0}: Cannot set Submit, Cancel, Amend without Write",,,,frappe,{0} : لا يمكن تحديد تأكيد ، الغاء ، تعديل دون كتابة,,{0} : لا يمكن تحديد تأكيد ، الغاء ، تعديل دون كتابة,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Server Error,,,,frappe,خطأ في الخادم,,خطأ في الخادم,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,"Google Calendar - Could not create Calendar for {0}, error code {1}.",,,,frappe,تقويم Google - تعذر إنشاء تقويم لـ {0} ، رمز الخطأ {1}.,,تقويم Google - تعذر إنشاء تقويم لـ {0} ، رمز الخطأ {1}.,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Create POS Opening Entry,,,,erpnext,إنشاء مدخل فتح نقطة البيع,,إنشاء مدخل فتح نقطة البيع,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,New updates are available,,,,frappe,تحديثات جديدة متاحة,,تحديثات جديدة متاحة,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Auto Repeat created for this document,,,,frappe,تكرار تلقائي تم إنشاؤه لهذا المستند,,تكرار تلقائي تم إنشاؤه لهذا المستند,,core-actions,pending,,,,,,,,,,,,Approved,
construction,Modern Theme Settings saved successfully,,,,construction,تم حفظ إعدادات السمة الحديثة بنجاح,تم حفظ إعدادات السمة الحديثة بنجاح,تم حفظ إعدادات السمة الحديثة بنجاح,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,"If this is unchecked, direct GL entries will be created to book deferred revenue or expense",,,,erpnext,إذا لم يتم تحديد ذلك ، فسيتم إنشاء إدخالات دفتر الأستاذ العام المباشرة لحجز الإيرادات أو المصاريف المؤجلة,,إذا لم يتم تحديد ذلك ، فسيتم إنشاء إدخالات دفتر الأستاذ العام المباشرة لحجز الإيرادات أو المصاريف المؤجلة,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Error: {0} Row #{1}: Value missing for: {2},,,,frappe,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,Created,,,,frappe,أنشأ,تم الإنشاء,تم الإنشاء,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Error,Title of error message in web form,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Before Cancel,,,,frappe,قبل الإلغاء,,قبل الإلغاء,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Create User Email,,,,frappe,انشاء بريد إلكتروني,,انشاء بريد إلكتروني,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,View BOM Update Log,,,,erpnext,,عرض سجل تحديث قائمة المواد,عرض سجل تحديث قائمة المواد,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Printing failed,,,,frappe,فشلت الطباعة,,فشلت الطباعة,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Update Password,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Method is required to create a number card,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,To allow more reports update limit in System Settings.,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Frappe Mail OAuth Error,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,"Once submitted, submittable documents cannot be changed. They can only be Cancelled and Amended.",,,,frappe,بمجرد إرسالها ، لا يمكن تغيير المستندات المقدمة. يمكن إلغاؤها وتعديلها فقط.,,بمجرد إرسالها ، لا يمكن تغيير المستندات المقدمة. يمكن إلغاؤها وتعديلها فقط.,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Job: {0} has been triggered for processing failed transactions,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Don't Create Loyalty Points,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Show Cancelled Entries,,,,erpnext,إظهار الإدخالات الملغاة,,إظهار الإدخالات الملغاة,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Failed to render subject: {},,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Appointment Created Successfully,,,,erpnext,,تم إنشاء الموعد بنجاح,تم إنشاء الموعد بنجاح,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Error in Notification,,,,frappe,خطأ في الإخطار,,خطأ في الإخطار,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,on_update,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Are you sure you want to delete {0}?<p>This action will also delete all associated Common Code documents.</p>,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch;html_imbalance,,Pending,
erpnext,The following {0} were created: {1},,,,erpnext,تم إنشاء {0} التالية: {1},,تم إنشاء {0} التالية: {1},,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Create Address,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,{doctype} {name} is cancelled or closed.,,,,erpnext,{doctype} {name} تم إلغائه أو مغلق.,,{doctype} {name} تم إلغائه أو مغلق.,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Please save first,,,,erpnext,يرجى حفظ أولا,,يرجى حفظ أولا,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Please save the Sales Order before adding a delivery schedule.,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Cannot create private workspace of other users,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Bulk Operation Failed,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,{0} cannot be amended because it is not cancelled. Please cancel the document before creating an amendment.,,,,frappe,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,A driver must be set to submit.,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Some required Company details are missing. You don't have permission to update them. Please contact your System Manager.,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,PDF generation failed because of broken image links,,,,frappe,فشل الجيل PDF بسبب الروابط صورة مكسورة,,فشل الجيل PDF بسبب الروابط صورة مكسورة,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Please uncheck 'Show in Bucket View' to create Orders,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Failed,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Report {0} saved,,,,frappe,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,Please save the document before assignment,,,,frappe,الرجاء حفظ المستند قبل التعيين,,الرجاء حفظ المستند قبل التعيين,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,No failed logs,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Are you sure you want to save this document?,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Failed Emails,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,For example if you cancel and amend INV004 it will become a new document INV004-1. This helps you to keep track of each amendment.,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Cannot delete standard action. You can hide it if you want,,,,frappe,لا يمكن حذف الإجراء القياسي. يمكنك إخفاء ذلك إذا كنت تريد,,لا يمكن حذف الإجراء القياسي. يمكنك إخفاء ذلك إذا كنت تريد,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Are you sure you want to delete the tab? All the sections along with fields in the tab will be moved to the previous tab.,Confirmation dialog message,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,{0} is mandatory. Maybe Currency Exchange record is not created for {1} to {2},,,,erpnext,{0} إلزامي. ربما لم يتم إنشاء سجل صرف العملات من {1} إلى {2},,{0} إلزامي. ربما لم يتم إنشاء سجل صرف العملات من {1} إلى {2},,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Profile updated successfully.,,,,frappe,تم تحديث المَلف الشخصي بنجاح.,,تم تحديث المَلف الشخصي بنجاح.,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Update Existing Price List Rate,,,,erpnext,,تحديث سعر قائمة الأسعار الحالي,تحديث سعر قائمة الأسعار الحالي,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Cannot create a {0} against a child document: {1},,,,frappe,لا يمكن إنشاء {0} ضد مستند طفل: {1},لا يمكن إنشاء {0} لمستند فرعي: {1},لا يمكن إنشاء {0} لمستند فرعي: {1},,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,No POS Profile found. Please create a New POS Profile first,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Deleted Document,,,,frappe,المستند المحذوف,,المستند المحذوف,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Deleted DocType,,,,frappe,DocType المحذوفة,,DocType المحذوفة,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,PDF generation failed,,,,frappe,فشل توليد قوات الدفاع الشعبي,,فشل توليد قوات الدفاع الشعبي,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Create Quotation,,,,erpnext,إنشاء اقتباس,,إنشاء اقتباس,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Failed Logins (Last 30 days),,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Parsing Error,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,XMLHttpRequest Error,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Standard Reports cannot be deleted,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Plaid transactions sync error,,,,erpnext,خطأ في مزامنة المعاملات المنقوشة,,خطأ في مزامنة المعاملات المنقوشة,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,on_submit,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,New fiscal year created :- ,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,whitespace,,Pending,
frappe,Submit this document to complete this step.,,,,frappe,أرسل هذا المستند لإكمال هذه الخطوة.,,أرسل هذا المستند لإكمال هذه الخطوة.,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Aggregate Field is required to create a number card,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Save,,,,frappe,,حفظ,حفظ,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,"Error connecting to QZ Tray Application...<br><br> You need to have QZ Tray application installed and running, to use the Raw Print feature.<br><br><a target=""_blank"" href=""https://qz.io/download/"">Click here to Download and install QZ Tray</a>.<br> <a target=""_blank"" href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"">Click here to learn more about Raw Printing</a>.",,,,frappe,"خطأ في الاتصال بـ QZ Tray Application ... <br><br> تحتاج إلى تثبيت تطبيق QZ Tray وتشغيله لاستخدام ميزة Raw Print. <br><br> <a href=""https://qz.io/download/"" target=""_blank"">انقر هنا لتنزيل وتثبيت QZ Tray</a> . <br> <a href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"" target=""_blank"">انقر هنا لمعرفة المزيد عن الطباعة الخام</a> .",,"خطأ في الاتصال بـ QZ Tray Application ... <br><br> تحتاج إلى تثبيت تطبيق QZ Tray وتشغيله لاستخدام ميزة Raw Print. <br><br> <a href=""https://qz.io/download/"" target=""_blank"">انقر هنا لتنزيل وتثبيت QZ Tray</a> . <br> <a href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"" target=""_blank"">انقر هنا لمعرفة المزيد عن الطباعة الخام</a> .",,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Not allowed to print cancelled documents,,,,frappe,لا يسمح لطباعة الوثائق الملغاة,,لا يسمح لطباعة الوثائق الملغاة,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Please create Card first,,,,frappe,الرجاء إنشاء البطاقة أولاً,,الرجاء إنشاء البطاقة أولاً,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,{0} {1} is cancelled so the action cannot be completed,,,,erpnext,{0} {1} تم إلغاؤه لذلك لا يمكن إكمال الإجراء,,{0} {1} تم إلغاؤه لذلك لا يمكن إكمال الإجراء,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,POS Opening Entry - {0} is outdated. Please close the POS and create a new POS Opening Entry.,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,Save Anyway,,,,frappe,حفظ على أي حال,,حفظ على أي حال,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,The current POS opening entry is outdated. Please close it and create a new one.,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish.,,,,frappe,ضرورية لسجلات جديدة الحقول الإلزامية فقط. يمكنك حذف الأعمدة غير الإلزامية إذا كنت ترغب في ذلك.,,ضرورية لسجلات جديدة الحقول الإلزامية فقط. يمكنك حذف الأعمدة غير الإلزامية إذا كنت ترغب في ذلك.,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,This schedule was created when Asset {0} was scrapped.,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Create Workstation,,,,erpnext,,إنشاء محطة عمل,إنشاء محطة عمل,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Role Allowed to Create/Edit Back-dated Transactions,,,,erpnext,,الدور المسموح له بإنشاء/تعديل معاملات بتاريخ سابق,الدور المسموح له بإنشاء/تعديل معاملات بتاريخ سابق,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,"<p>In your <b>Email Template</b>, you can use the following special variables:
</p>
<ul>
        <li>
            <code>{{ update_password_link }}</code>: A link where your supplier can set a new password to log into your portal.
        </li>
        <li>
            <code>{{ portal_link }}</code>: A link to this RFQ in your supplier portal.
        </li>
        <li>
            <code>{{ supplier_name }}</code>: The company name of your supplier.
        </li>
        <li>
            <code>{{ contact.salutation }} {{ contact.last_name }}</code>: The contact person of your supplier.
        </li><li>
            <code>{{ user_fullname }}</code>: Your full name.
        </li>
    </ul>
<p></p>
<p>Apart from these, you can access all values in this RFQ, like <code>{{ message_for_supplier }}</code> or <code>{{ terms }}</code>.</p>",,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch;html_imbalance,,Pending,
erpnext,BOM Created,,,,erpnext,,تم إنشاء قائمة المواد,تم إنشاء قائمة المواد,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Older backups will be automatically deleted,,,,frappe,سيتم حذف النسخ الاحتياطية القديمة تلقائيا,,سيتم حذف النسخ الاحتياطية القديمة تلقائيا,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,"Successfully updated {0} records out of {1}. Click on Export Errored Rows, fix the errors and import again.",,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,Cancel Prepared Report,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,[Important] [ERPNext] Auto Reorder Errors,,,,erpnext,[هام] [ERPNext] إعادة ترتيب الأخطاء تلقائيًا,,[هام] [ERPNext] إعادة ترتيب الأخطاء تلقائيًا,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,New {0} {1} created,,,,frappe,تم إنشاء {0} {1} جديد,,تم إنشاء {0} {1} جديد,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Submit an Issue,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Login Failed please try again,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Update Billed Amount in Sales Order,,,,erpnext,تحديث مبلغ فاتورة في أمر المبيعات,,تحديث مبلغ فاتورة في أمر المبيعات,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,on_cancel,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Error evaluating the criteria formula,,,,erpnext,حدث خطأ أثناء تقييم صيغة المعايير,,حدث خطأ أثناء تقييم صيغة المعايير,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,delete,,,,frappe,حذف,,حذف,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,"You are only allowed to update order, do not remove or add apps.",,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Plaid Link Updated,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Enter the name of the bank or lending institution before submitting.,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Error {0}: {1},,,,frappe,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Cancelation Date,,,,erpnext,تاريخ الإلغاء,,تاريخ الإلغاء,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,This schedule was created when Asset {0} was repaired through Asset Repair {1}.,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Show Failed Logs,,,,erpnext,إظهار السجلات الفاشلة,,إظهار السجلات الفاشلة,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Filters saved,,,,frappe,مرشحات حفظ,,مرشحات حفظ,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Auto repeat failed. Please enable auto repeat after fixing the issues.,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Asset's depreciation schedule updated after Asset Shift Allocation {0},,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,subscription is already cancelled.,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,POS Opening Entry Cancellation Error,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
construction,System themes cannot be deleted. Deactivate them instead.,,,,construction,لا يمكن حذف سمات النظام. قم بإلغاء تنشيطها بدلا من ذلك.,لا يمكن حذف سمات النظام. قم بإلغاء تنشيطها بدلا من ذلك.,لا يمكن حذف سمات النظام. قم بإلغاء تنشيطها بدلا من ذلك.,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Please select only one row to create a Reposting Entry,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,The User record for this request has been auto-deleted due to inactivity by system admins.,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Submit on Creation,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Cannot Create Return,,,,erpnext,,لا يمكن إنشاء مرتجع,لا يمكن إنشاء مرتجع,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Quotation {0} is cancelled,,,,erpnext,العرض المسعر {0} تم إلغائه,,العرض المسعر {0} تم إلغائه,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Delete Section,Title of confirmation dialog,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Update from Frappe Cloud,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Failed to decrypt key {0},,,,frappe,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,The system is being updated. Please refresh again after a few moments.,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Create Timesheet,,,,erpnext,إنشاء الجدول الزمني,,إنشاء الجدول الزمني,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Cancelled,,,,frappe,,ملغى,ملغى,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,CANCELLED,,,,frappe,ملغي,,ملغي,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,"Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)",,,,frappe,الحقل الذي يمثل حالة سير العمل للصفقة (إذا حقل غير موجود، سيتم إنشاء حقل مخصص جديد مخفي),,الحقل الذي يمثل حالة سير العمل للصفقة (إذا حقل غير موجود، سيتم إنشاء حقل مخصص جديد مخفي),,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,BOM Update Initiated,,,,erpnext,,بدأ تحديث قائمة المواد,بدأ تحديث قائمة المواد,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Create {0} {1} ?,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Delete Bins,,,,erpnext,,حذف الحاويات,حذف الحاويات,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Update Amendment Naming,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Delete,Button in web form,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Kindly cancel the Manufacturing Entries first against the work order {0}.,,,,erpnext,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,"Field ""value"" is mandatory. Please specify value to be updated",,,,frappe,"حقل ""قيمة"" إلزامي. يرجى تحديد قيمة ليتم تحديثها",,"حقل ""قيمة"" إلزامي. يرجى تحديد قيمة ليتم تحديثها",,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Submit,Button in list view actions menu,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Do you want to cancel all linked documents?,,,,frappe,هل تريد إلغاء جميع الوثائق المرتبطة؟,,هل تريد إلغاء جميع الوثائق المرتبطة؟,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Update Hooks Resolution Order,,,,frappe,,,,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Create Grouped Asset,,,,erpnext,,إنشاء أصل مجمع,إنشاء أصل مجمع,,core-actions,missing,,,,,,,,,,,,Pending,
erpnext,Work Order cannot be created for following reason: <br> {0},,,,erpnext,لا يمكن إنشاء أمر العمل للسبب التالي:<br> {0},,لا يمكن إنشاء أمر العمل للسبب التالي:<br> {0},,core-actions,pending,,,,,,,,,,,,Approved,
frappe,"Unique ID assigned by the client developer used to identify the client software to be dynamically registered.
<br>
<b>Should remain same</b> across multiple versions or updates of the software.",,,,frappe,,,,,core-actions,missing,,,,,,,,,,html_imbalance,,Pending,
frappe,Cannot delete Home and Attachments folders,,,,frappe,لا يمكن حذف المجلدات الرئيسية والمرفقات,,لا يمكن حذف المجلدات الرئيسية والمرفقات,,core-actions,pending,,,,,,,,,,,,Approved,
frappe,Cancel,,,,frappe,إلغاء,إلغاء,إلغاء,,core-actions,pending,,,,,,,,,,,,Approved,
erpnext,Delete Dimension,,,,erpnext,,حذف البُعد,حذف البُعد,,core-actions,missing,,,,,,,,,,,,Pending,
frappe,Standard user type {0} can not be deleted.,,,,frappe,,,,,core-actions,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Submit your Quotation,,,,erpnext,,ترحيل عرض السعر,ترحيل عرض السعر,,core-actions,missing,,,,,,,,,,,,Pending,
