app,msgid,context,locations,comments,ct_app,po_translation,runtime_translation,effective_translation,proposed_translation,domain,priority,a1_status,a1_reviewer,a1_notes,a2_status,a2_reviewer,a2_notes,a3_status,a3_reviewer,a3_notes,qa_flags,cross_app_conflict,release_status,references
frappe,Rounding Method,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Send Document Print,,,,erpnext,,إرسال نسخة مطبوعة من المستند,إرسال نسخة مطبوعة من المستند,,technical,missing,,,,,,,,,,,,Pending,
erpnext,"Discounts to be applied in sequential ranges like buy 1 get 1, buy 2 get 2, buy 3 get 3 and so on",,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Please Set Priority,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Shipment,,,,erpnext,,الشحنة,الشحنة,,technical,missing,,,,,,,,,,,,Pending,
frappe,"Allowing DocType, DocType. Be careful!",,,,frappe,السماح DOCTYPE ، DOCTYPE . كن حذرا!,,السماح DOCTYPE ، DOCTYPE . كن حذرا!,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Request for,,,,erpnext,طلب ل,,طلب ل,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Job Worker Currency,,,,erpnext,,عملة منفذ العمل,عملة منفذ العمل,,technical,missing,,,,,,,,,,,,Pending,
frappe,Disable Auto Refresh,,,,frappe,تعطيل التحديث التلقائي,,تعطيل التحديث التلقائي,,technical,pending,,,,,,,,,,,,Approved,
erpnext,"{0} currently has a {1} Supplier Scorecard standing, and RFQs to this supplier should be issued with caution.",,,,erpnext,{0} لديه حاليا {1} بطاقة أداء بطاقة الموردين، ويجب أن يتم إصدار طلبات إعادة الشراء إلى هذا المورد بحذر.,,{0} لديه حاليا {1} بطاقة أداء بطاقة الموردين، ويجب أن يتم إصدار طلبات إعادة الشراء إلى هذا المورد بحذر.,,technical,pending,,,,,,,,,,,,Approved,
frappe,Print Documents,,,,frappe,طباعة الوثائق,,طباعة الوثائق,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Tax Category,,,,erpnext,الفئة الضريبية,,الفئة الضريبية,,technical,pending,,,,,,,,,,,,Approved,
frappe,Are you sure you want to generate a new report?,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Acceptance Criteria Value,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Communication Medium Type,,,,erpnext,الاتصالات المتوسطة النوع,,الاتصالات المتوسطة النوع,,technical,pending,,,,,,,,,,,,Approved,
construction,Title / Description,,,,construction,الوصف,,الوصف,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Service End Date,,,,erpnext,تاريخ انتهاء الخدمة,,تاريخ انتهاء الخدمة,,technical,pending,,,,,,,,,,,,Approved,
frappe,Invalid Values,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,For example: {} Open,,,,frappe,على سبيل المثال: {} فتح,,على سبيل المثال: {} فتح,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Adjustment Against,,,,erpnext,,تسوية مقابل,تسوية مقابل,,technical,missing,,,,,,,,,,,,Pending,
frappe,Workflow Transition Tasks,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,after,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,"For more information, {0}.",,,,frappe,لمزيد من المعلومات ، {0}.,,لمزيد من المعلومات ، {0}.,,technical,pending,,,,,,,,,,,,Approved,
frappe,Your invitation to join {0} has expired.,,,,frappe,,,,,technical,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,No Action,,,,erpnext,لا رد فعل,,لا رد فعل,,technical,pending,,,,,,,,,,,,Approved,
frappe,Request Method,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,{0} has already assigned default value for {1}.,,,,frappe,{0} قام بالفعل بتعيين القيمة الافتراضية لـ {1}.,,{0} قام بالفعل بتعيين القيمة الافتراضية لـ {1}.,,technical,pending,,,,,,,,,,,,Approved,
frappe,OAuth Authorization Code,,,,frappe,مصادقة رمز التفويض,,مصادقة رمز التفويض,,technical,pending,,,,,,,,,,,,Approved,
frappe,Notify by email,,,,frappe,إبلاغ عبر البريد الإلكتروني,,إبلاغ عبر البريد الإلكتروني,,technical,pending,,,,,,,,,,,,Approved,
frappe,"Repeats like ""aaa"" are easy to guess",,,,frappe,كما يكرر &quot;AAA&quot; من السهل تخمين,,كما يكرر &quot;AAA&quot; من السهل تخمين,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Discretionary Reason,,,,erpnext,,سبب تقديري,سبب تقديري,,technical,missing,,,,,,,,,,,,Pending,
frappe,Email Group Member,,,,frappe,أرسل عضو المجموعة,,أرسل عضو المجموعة,,technical,pending,,,,,,,,,,,,Approved,
frappe,Package Name,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Load All Criteria,,,,erpnext,تحميل جميع المعايير,,تحميل جميع المعايير,,technical,pending,,,,,,,,,,,,Approved,
frappe,"For example: If you want to include the document ID, use {0}",,,,frappe,على سبيل المثال: إذا كنت تريد تضمين الوثيقة ID، استخدم {0},,على سبيل المثال: إذا كنت تريد تضمين الوثيقة ID، استخدم {0},,technical,pending,,,,,,,,,,,,Approved,
erpnext,Allocated amount,,,,erpnext,المبلغ المخصص,,المبلغ المخصص,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Allow Or Restrict Dimension,,,,erpnext,,السماح بالبُعد أو تقييده,السماح بالبُعد أو تقييده,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Portal User,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Workflow Transition Task,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Offset Y,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Attachments,,,,frappe,,المرفقات,المرفقات,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Forum URL,,,,erpnext,رابط المنتدى,,رابط المنتدى,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Allowed To Transact With,,,,erpnext,سمح للاعتماد مع,,سمح للاعتماد مع,,technical,pending,,,,,,,,,,,,Approved,
frappe,"If not set, the currency precision will depend on number format",,,,frappe,إذا لم يتم تعيينها، فإن دقة العملة تعتمد على تنسيق الأرقام,,إذا لم يتم تعيينها، فإن دقة العملة تعتمد على تنسيق الأرقام,,technical,pending,,,,,,,,,,,,Approved,
frappe,"Clearing end date, as it cannot be in the past for published pages.",,,,frappe,تاريخ انتهاء المقاصة ، لأنه لا يمكن أن يكون في الماضي للصفحات المنشورة.,,تاريخ انتهاء المقاصة ، لأنه لا يمكن أن يكون في الماضي للصفحات المنشورة.,,technical,pending,,,,,,,,,,,,Approved,
frappe,Cron Format,,,,frappe,تنسيق كرون,,تنسيق كرون,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Period_from_date,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Fix SABB Entry,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Meets Condition?,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Personal Data Deletion Request,,,,frappe,طلب حذف البيانات الشخصية,,طلب حذف البيانات الشخصية,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Calculate Based On,,,,erpnext,إحسب الربح بناء على,,إحسب الربح بناء على,,technical,pending,,,,,,,,,,,,Approved,
frappe,Font Size,,,,frappe,حجم الخط,,حجم الخط,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Bank Guarantee Number,,,,erpnext,رقم ضمان البنك,,رقم ضمان البنك,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Agent Busy Message,,,,erpnext,,رسالة انشغال الوكيل,رسالة انشغال الوكيل,,technical,missing,,,,,,,,,,,,Pending,
frappe,Module Profile Name,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Send To,,,,erpnext,أرسل إلى,,أرسل إلى,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Agenda,,,,erpnext,جدول أعمال,,جدول أعمال,,technical,pending,,,,,,,,,,,,Approved,
frappe,Extra Parameters,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Validate Field,,,,frappe,تحقق من صحة الحقل,,تحقق من صحة الحقل,,technical,pending,,,,,,,,,,,,Approved,
frappe,Naming,,,,frappe,التسمية,,التسمية,,technical,pending,,,,,,,,,,,,Approved,
frappe,Report Builder,,,,frappe,تقرير منشئ,,تقرير منشئ,,technical,pending,,,,,,,,,,,,Approved,
frappe,Default,,,,frappe,,افتراضي,افتراضي,,technical,missing,,,,,,,,,,,1,Pending,
frappe,JSON Request Body,,,,frappe,طلب JSON الجسم,,طلب JSON الجسم,,technical,pending,,,,,,,,,,,,Approved,
frappe,Email Group,,,,frappe,البريد الإلكتروني المجموعة,,البريد الإلكتروني المجموعة,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Total Amount,,,,erpnext,الاعتماد الأساسي,,الاعتماد الأساسي,,technical,pending,,,,,,,,,,,,Approved,
frappe,New users will have to be manually registered by system managers.,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,There must be atleast one permission rule.,,,,frappe,يجب أن يكون هناك على الأقل قاعدة إذن واحد.,,يجب أن يكون هناك على الأقل قاعدة إذن واحد.,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Mile/Hour,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Child DocTypes are not allowed,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,{0}:Fieldtype {1} for {2} cannot be indexed,,,,frappe,{0}: لا يمكن فهرسة Fieldtype {1} لـ {2},,{0}: لا يمكن فهرسة Fieldtype {1} لـ {2},,technical,pending,,,,,,,,,,,,Approved,
frappe,Workflow Data,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Try a Naming Series,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Succeeded Entries,,,,erpnext,,قيود ناجحة,قيود ناجحة,,technical,missing,,,,,,,,,,,,Pending,
frappe,Success,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Trial Period End Date Cannot be before Trial Period Start Date,,,,erpnext,لا يمكن أن يكون تاريخ انتهاء الفترة التجريبية قبل تاريخ بدء الفترة التجريبية,,لا يمكن أن يكون تاريخ انتهاء الفترة التجريبية قبل تاريخ بدء الفترة التجريبية,,technical,pending,,,,,,,,,,,,Approved,
frappe,OTP Secret Reset - {0},,,,frappe,,,,,technical,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Probability,,,,erpnext,,الاحتمال,الاحتمال,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Please enter the {schedule_date}.,,,,erpnext,,,,,technical,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,Workflow States Don't Exist,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Shipment ID,,,,erpnext,,معرف الشحنة,معرف الشحنة,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Cost of various activities,,,,erpnext,تكلفة الأنشطة المختلفة,,تكلفة الأنشطة المختلفة,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Actual Start Date,,,,erpnext,تاريخ البدء الفعلي,,تاريخ البدء الفعلي,,technical,pending,,,,,,,,,,,,Approved,
frappe,Incorrect URL,,,,frappe,URL غير صحيح,,URL غير صحيح,,technical,pending,,,,,,,,,,,,Approved,
frappe,Select Workspaces,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Hourly Long,,,,frappe,كل ساعة طويلة,,كل ساعة طويلة,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Unreconcile Transaction,,,,erpnext,,إلغاء تسوية المعاملة,إلغاء تسوية المعاملة,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Teaspoon,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,"<h3>Custom CSS Help</h3>

<p>Notes:</p>

<ol>
<li>All field groups (label + value) are set attributes <code>data-fieldtype</code> and <code>data-fieldname</code></li>
<li>All values are given class <code>value</code></li>
<li>All Section Breaks are given class <code>section-break</code></li>
<li>All Column Breaks are given class <code>column-break</code></li>
</ol>

<h4>Examples</h4>

<p>1. Left align integers</p>

<pre><code>[data-fieldtype=""Int""] .value { text-align: left; }</code></pre>

<p>1. Add border to sections except the last section</p>

<pre><code>.section-break { padding: 30px 0px; border-bottom: 1px solid #eee; }
.section-break:last-child { padding-bottom: 0px; border-bottom: 0px;  }</code></pre>
",,,,frappe,,,,,technical,missing,,,,,,,,,,placeholder_mismatch;html_imbalance;whitespace,,Pending,
frappe,Allow only one session per user,,,,frappe,السماح لجلسة واحدة فقط لكل مستخدم,,السماح لجلسة واحدة فقط لكل مستخدم,,technical,pending,,,,,,,,,,,,Approved,
frappe,Password Email Sent,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,First Success Message,,,,frappe,رسالة النجاح الأولى,,رسالة النجاح الأولى,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Invalid Process Loss Configuration,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Add Discount,,,,erpnext,,إضافة خصم,إضافة خصم,,technical,missing,,,,,,,,,,,,Pending,
frappe,Onboarding complete,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Days Until Due,,,,erpnext,أيام حتى موعد الاستحقاق,,أيام حتى موعد الاستحقاق,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Address needs to be linked to a Company. Please add a row for Company in the Links table.,,,,erpnext,يجب ربط العنوان بشركة. الرجاء إضافة صف للشركة في جدول الروابط.,,يجب ربط العنوان بشركة. الرجاء إضافة صف للشركة في جدول الروابط.,,technical,pending,,,,,,,,,,,,Approved,
frappe,Include Web View Link in Email,,,,frappe,إرسال ارتباط عرض الويب للمستند بالبريد الإلكتروني,,إرسال ارتباط عرض الويب للمستند بالبريد الإلكتروني,,technical,pending,,,,,,,,,,,,Approved,
frappe,Default Inbox,,,,frappe,علبة الوارد الافتراضية,,علبة الوارد الافتراضية,,technical,pending,,,,,,,,,,,,Approved,
frappe,{count} cell copied,,,,frappe,,,,,technical,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Service Expenses,,,,erpnext,,مصروفات الخدمة,مصروفات الخدمة,,technical,missing,,,,,,,,,,,,Pending,
frappe,Message not setup,,,,frappe,رسالة لا الإعداد,,رسالة لا الإعداد,,technical,pending,,,,,,,,,,,,Approved,
frappe,Browser,,,,frappe,المستعرض,,المستعرض,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Address & Contact,,,,erpnext,معلومات الاتصال والعنوان,,معلومات الاتصال والعنوان,,technical,pending,,,,,,,,,,,,Approved,
frappe,Section Heading,,,,frappe,قسم العنوان,,قسم العنوان,,technical,pending,,,,,,,,,,,,Approved,
erpnext,The field {0} in row {1} is not set,,,,erpnext,,,,,technical,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,Email,,,,frappe,,بريد إلكتروني,بريد إلكتروني,,technical,missing,,,,,,,,,,,,Pending,
frappe,"As document sharing is disabled, please give them the required permissions before assigning.",,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Execution,,,,erpnext,تنفيذ,,تنفيذ,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Select a Supplier,,,,erpnext,حدد المورد,,حدد المورد,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Has Corrective Cost,,,,erpnext,,له تكلفة تصحيحية,له تكلفة تصحيحية,,technical,missing,,,,,,,,,,,,Pending,
frappe,LDAP Group,,,,frappe,مجموعة LDAP,,مجموعة LDAP,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Partially Depreciated,,,,erpnext,استهلكت جزئيا,,استهلكت جزئيا,,technical,pending,,,,,,,,,,,,Approved,
frappe,"Ex: ""colors"": [""#d1d8dd"", ""#ff5858""]",,,,frappe,مثال: &quot;الألوان&quot;: [&quot;# d1d8dd&quot;، &quot;# ff5858&quot;],,مثال: &quot;الألوان&quot;: [&quot;# d1d8dd&quot;، &quot;# ff5858&quot;],,technical,pending,,,,,,,,,,,,Approved,
erpnext,Other Details,,,,erpnext,,تفاصيل أخرى,تفاصيل أخرى,,technical,missing,,,,,,,,,,,,Pending,
frappe,Knowledge Base Editor,,,,frappe,محرر قاعدة المعرفة,,محرر قاعدة المعرفة,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Standard Selling,,,,erpnext,البيع القياسية,,البيع القياسية,,technical,pending,,,,,,,,,,,,Approved,
frappe,Dynamic Report Filters,,,,frappe,مرشحات تقرير ديناميكي,,مرشحات تقرير ديناميكي,,technical,pending,,,,,,,,,,,,Approved,
frappe,Sender Name,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,UAE VAT Settings,,,,erpnext,,إعدادات ضريبة القيمة المضافة الإماراتية,إعدادات ضريبة القيمة المضافة الإماراتية,,technical,missing,,,,,,,,,,,,Pending,
frappe,No filters found,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Acre (US),,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Is Table,,,,frappe,هو الجدول,,هو الجدول,,technical,pending,,,,,,,,,,,,Approved,
erpnext,All Activities,,,,erpnext,,كل الأنشطة,كل الأنشطة,,technical,missing,,,,,,,,,,,,Pending,
frappe,Discarded,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Heatmap,,,,frappe,خريطة الحرارة,,خريطة الحرارة,,technical,pending,,,,,,,,,,,,Approved,
frappe,You do not have permission to access {0}: {1}.,,,,frappe,,,,,technical,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Negotiation/Review,,,,erpnext,التفاوض / مراجعة,,التفاوض / مراجعة,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Source Exchange Rate,,,,erpnext,,سعر صرف المصدر,سعر صرف المصدر,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Supplier Type,,,,erpnext,المورد نوع,,المورد نوع,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Users with this role are allowed to over bill above the allowance percentage,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,This request has not yet been approved by the user.,,,,frappe,لم تتم الموافقة على هذا الطلب من قبل المستخدم.,,لم تتم الموافقة على هذا الطلب من قبل المستخدم.,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Product,,,,erpnext,المنتج,,المنتج,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Landed Cost Report,,,,erpnext,,تقرير التكلفة الإضافية,تقرير التكلفة الإضافية,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Acre,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Pickup from,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Workspace Manager,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Motion Picture & Video,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Total Produced Qty,,,,erpnext,إجمالي الكمية المنتجة,,إجمالي الكمية المنتجة,,technical,pending,,,,,,,,,,,,Approved,
frappe,Events in Today's Calendar,,,,frappe,الأحداث في التقويم اليوم,,الأحداث في التقويم اليوم,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Procedures dropped,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,SO Qty,,,,erpnext,كمية طلبات الشراء,,كمية طلبات الشراء,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Reservation,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,No Permissions Specified,,,,frappe,لا الأذونات المحددة,,لا الأذونات المحددة,,technical,pending,,,,,,,,,,,,Approved,
frappe,Hi {0},,,,frappe,أهلا{0},,أهلا{0},,technical,pending,,,,,,,,,,,,Approved,
frappe,{0} changed the values for {1},,,,frappe,,,,,technical,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,Redirects,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,System Settings,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Basic Info,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Login Before,,,,frappe,تسجيل الدخول قبل,,تسجيل الدخول قبل,,technical,pending,,,,,,,,,,,,Approved,
frappe,User Activity Report,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,{0} is an invalid Data field.,,,,frappe,{0} هو حقل بيانات غير صالح.,,{0} هو حقل بيانات غير صالح.,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Contact: ,,,,erpnext,اتصال: ,,اتصال: ,,technical,pending,,,,,,,,,,whitespace,,Approved,
frappe,{} has been disabled. It can only be enabled if {} is checked.,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Right Child,,,,erpnext,,الفرع الأيمن,الفرع الأيمن,,technical,missing,,,,,,,,,,,,Approved,
erpnext,Parcels,,,,erpnext,,الطرود,الطرود,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Import Using CSV file,,,,erpnext,,استيراد باستخدام ملف CSV,استيراد باستخدام ملف CSV,,technical,missing,,,,,,,,,,,,Pending,
frappe,Letter Head,,,,frappe,ترئيس الرسالة,ترويسة,ترويسة,,technical,pending,,,,,,,,,,,,Approved,
frappe,Image: Corrupted Data Stream,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Scoring Setup,,,,erpnext,سجل الإعداد,,سجل الإعداد,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Period Based On,,,,erpnext,الفترة على أساس,,الفترة على أساس,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Result Preview Field,,,,erpnext,حقل معاينة النتيجة,,حقل معاينة النتيجة,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Reason For Putting On Hold,,,,erpnext,سبب لوضع في الانتظار,,سبب لوضع في الانتظار,,technical,pending,,,,,,,,,,,,Approved,
erpnext,{} Pending,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,At least one asset has to be selected.,,,,erpnext,,يجب تحديد أصل واحد على الأقل.,يجب تحديد أصل واحد على الأقل.,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Company which internal customer represents,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,In Progress,,,,frappe,,قيد التنفيذ,قيد التنفيذ,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Printing Details,,,,erpnext,,تفاصيل الطباعة,تفاصيل الطباعة,,technical,missing,,,,,,,,,,,,Pending,
frappe,Sequence Id,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,To Date should be within the Fiscal Year. Assuming To Date = {0},,,,erpnext,إلى التسجيل يجب أن يكون ضمن السنة المالية. على افتراض إلى تاريخ = {0},,إلى التسجيل يجب أن يكون ضمن السنة المالية. على افتراض إلى تاريخ = {0},,technical,pending,,,,,,,,,,,,Approved,
erpnext,Buying and Selling,,,,erpnext,,الشراء والبيع,الشراء والبيع,,technical,missing,,,,,,,,,,,,Pending,
construction,User Desk Theme,,,,construction,سمة مكتب المستخدم,سمة مكتب المستخدم,سمة مكتب المستخدم,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Convert to Group,,,,erpnext,تحويل إلى تصنيف (مجموعة),تحويل إلى مجموعة,تحويل إلى مجموعة,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Call Missed,,,,erpnext,دعوة غاب,,دعوة غاب,,technical,pending,,,,,,,,,,,,Approved,
frappe,Do you still want to proceed?,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,`as_iterator` only works with `as_list=True` or `as_dict=True`,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,To,Email Recipients,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
frappe,Bulk {0} is enqueued in background.,,,,frappe,,,,,technical,missing,,,,,,,,,,placeholder_mismatch,,Pending,
frappe,Country,,,,frappe,,البلد,البلد,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Interest and/or dunning fee,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Please select Maintenance Status as Completed or remove Completion Date,,,,erpnext,يرجى تحديد حالة الصيانة على أنها اكتملت أو أزل تاريخ الاكتمال,,يرجى تحديد حالة الصيانة على أنها اكتملت أو أزل تاريخ الاكتمال,,technical,pending,,,,,,,,,,,,Approved,
erpnext,All Customer Contact,,,,erpnext,كافة جهات اتصال العميل,,كافة جهات اتصال العميل,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Company Contact Person,,,,erpnext,,شخص الاتصال بالشركة,شخص الاتصال بالشركة,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Allow Stale Exchange Rates,,,,erpnext,السماح لأسعار الصرف الثابتة,,السماح لأسعار الصرف الثابتة,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Buying Amount,,,,erpnext,قيمة الشراء,,قيمة الشراء,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Included in Gross Profit,,,,erpnext,المدرجة في الربح الإجمالي,,المدرجة في الربح الإجمالي,,technical,pending,,,,,,,,,,,,Approved,
erpnext,In mins,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Driver,,,,erpnext,سائق,,سائق,,technical,pending,,,,,,,,,,,,Approved,
frappe,User Social Login,,,,frappe,المستخدم تسجيل الدخول الاجتماعي,,المستخدم تسجيل الدخول الاجتماعي,,technical,pending,,,,,,,,,,,,Approved,
frappe,vim,,,,frappe,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,New Customer Revenue,,,,erpnext,ايرادات الزبائن الجدد,,ايرادات الزبائن الجدد,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Use for Shopping Cart,,,,erpnext,استخدم لسلة التسوق,,استخدم لسلة التسوق,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Applicable To (User),,,,erpnext,قابلة للتطبيق على (المستخدم),,قابلة للتطبيق على (المستخدم),,technical,pending,,,,,,,,,,,,Approved,
erpnext,Cheque Date,,,,erpnext,تاريخ الشيك,,تاريخ الشيك,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Downtime (In Hours),,,,erpnext,التوقف (بالساعات),,التوقف (بالساعات),,technical,pending,,,,,,,,,,,,Approved,
frappe,Mandatory,,,,frappe,,إلزامي,إلزامي,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Please specify Company to proceed,,,,erpnext,الرجاء تحديد الشركة للمضى قدما\n<br>\nPlease specify Company to proceed,,الرجاء تحديد الشركة للمضى قدما\n<br>\nPlease specify Company to proceed,,technical,pending,,,,,,,,,,html_imbalance,,Approved,
frappe,Self approval is not allowed,,,,frappe,الموافقة الذاتية غير مسموح بها,,الموافقة الذاتية غير مسموح بها,,technical,pending,,,,,,,,,,,,Approved,
erpnext,Yard,,,,erpnext,,,,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Supplier Scorecard Setup,,,,erpnext,إعداد بطاقة الأداء المورد,,إعداد بطاقة الأداء المورد,,technical,pending,,,,,,,,,,,,Approved,
frappe,To,,,,frappe,,إلى,إلى,,technical,missing,,,,,,,,,,,,Pending,
erpnext,Fiscal Year Company,,,,erpnext,السنة المالية للشركة,,السنة المالية للشركة,,technical,pending,,,,,,,,,,,,Approved,
frappe,Collapse,Shrink code field.,,,frappe,انهيار,,انهيار,,technical,pending,,,,,,,,,,,,Approved,
