app,msgid,context,locations,comments,ct_app,po_translation,runtime_translation,effective_translation,proposed_translation,domain,priority,a1_status,a1_reviewer,a1_notes,a2_status,a2_reviewer,a2_notes,a3_status,a3_reviewer,a3_notes,qa_flags,cross_app_conflict,release_status,references
erpnext,Manufacturing Quantity is mandatory,,,,erpnext,كمية التصنيع إلزامية\n<br>\nManufacturing Quantity is mandatory,,كمية التصنيع إلزامية\n<br>\nManufacturing Quantity is mandatory,,boq,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,"Planned Qty: Quantity, for which, Work Order has been raised, but is pending to be manufactured.",,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Please specify either Quantity or Valuation Rate or both,,,,erpnext,يرجى تحديد الكمية أو التقييم إما قيم أو كليهما,,يرجى تحديد الكمية أو التقييم إما قيم أو كليهما,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Row {0}: Item {1}'s quantity cannot be higher than the available quantity.,,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Accepted Quantity,,,,erpnext,كمية مقبولة,,كمية مقبولة,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Removed items with no change in quantity or value.,,,,erpnext,العناصر إزالتها مع أي تغيير في كمية أو قيمة.,,العناصر إزالتها مع أي تغيير في كمية أو قيمة.,,boq,pending,,,,,,,,,,,,Approved,
erpnext,None of the items have any change in quantity or value.,,,,erpnext,لا يوجد أي من البنود لديها أي تغيير في كمية أو قيمة.\n<br>\nNone of the items have any change in quantity or value.,,لا يوجد أي من البنود لديها أي تغيير في كمية أو قيمة.\n<br>\nNone of the items have any change in quantity or value.,,boq,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,Quantity to Produce,,,,erpnext,كمية لإنتاج,,كمية لإنتاج,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Ordered Quantity,,,,erpnext,الكمية التي تم طلبها,,الكمية التي تم طلبها,,boq,pending,,,,,,,,,,,,Approved,
frappe,Map route parameters into form variables. Example <code>/project/&lt;name&gt;</code>,,,,frappe,تعيين معلمات الطريق في متغيرات النموذج. مثال <code>/project/&lt;name&gt;</code>,,تعيين معلمات الطريق في متغيرات النموذج. مثال <code>/project/&lt;name&gt;</code>,,boq,pending,,,,,,,,,,,,Approved,
frappe,A list of resources which the Client App will have access to after the user allows it.<br> e.g. project,,,,frappe,قائمة الموارد التي سيكون لها التطبيق العميل الوصول إلى بعد قيام المستخدم يسمح بذلك. <br> على سبيل المثال مشروع,,قائمة الموارد التي سيكون لها التطبيق العميل الوصول إلى بعد قيام المستخدم يسمح بذلك. <br> على سبيل المثال مشروع,,boq,pending,,,,,,,,,,,,Approved,
erpnext,The total Issue / Transfer quantity {0} in Material Request {1}  cannot be greater than allowed requested quantity {2} for Item {3},,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,"Row {0} picked quantity is less than the required quantity, additional {1} {2} required.",,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Quantity to Produce should be greater than zero.,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Total quantity in delivery schedule cannot be greater than the item quantity,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Total Costing Amount,,,,erpnext,المبلغ الكلي التكاليف,,المبلغ الكلي التكاليف,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Stock quantity not enough for Item Code: {0} under warehouse {1}. Available quantity {2} {3}.,,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,For Quantity (Manufactured Qty) is mandatory,,,,erpnext,للكمية (الكمية المصنعة) إلزامية\n<br>\nFor Quantity (Manufactured Qty) is mandatory,,للكمية (الكمية المصنعة) إلزامية\n<br>\nFor Quantity (Manufactured Qty) is mandatory,,boq,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,Set Project and all Tasks to status {0}?,,,,erpnext,عيّن Project وجميع المهام إلى الحالة {0}؟,,عيّن Project وجميع المهام إلى الحالة {0}؟,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Incorrect Component Quantity,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Actual Qty: Quantity available in the warehouse.,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
construction,Quantity,,,,construction,الكمية,الكمية,الكمية,,boq,pending,,,,,,,,,,,1,Approved,
erpnext,Pending Quantity,,,,erpnext,في انتظار الكمية,,في انتظار الكمية,,boq,pending,,,,,,,,,,,,Approved,
erpnext,This is based on the Time Sheets created against this project,,,,erpnext,ويستند هذا على جداول زمنية خلق ضد هذا المشروع,,ويستند هذا على جداول زمنية خلق ضد هذا المشروع,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Required Quantity,,,,erpnext,الكمية المطلوبة,,الكمية المطلوبة,,boq,pending,,,,,,,,,,,,Approved,
erpnext,"It's not possible to distribute charges equally when total amount is zero, please set 'Distribute Charges Based On' as 'Quantity'",,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,"Scan mode enabled, existing quantity will not be fetched.",,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Row # {0}: Please enter quantity for Item {1} as it is not zero.,,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Split Quantity must be less than Asset Quantity,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,"If enabled, formula for <b>Required Qty</b>: <br>
Required Qty (BOM) - <a href=""https://docs.frappe.io/erpnext/user/manual/en/projected-quantity"">Projected Qty</a>. <br> This helps avoid over-ordering.",,,,erpnext,,,,,boq,missing,,,,,,,,,,html_imbalance,,Pending,
erpnext,Row {0}: Project must be same as the one set in the Timesheet: {1}.,,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,"Row {0}: The item {1}, quantity must be positive number",,,,erpnext,الصف {0}: العنصر {1} ، يجب أن تكون الكمية رقمًا موجبًا,,الصف {0}: العنصر {1} ، يجب أن تكون الكمية رقمًا موجبًا,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Quantity should be greater than 0,,,,erpnext,الكمية يجب أن تكون أبر من 0\n<br>\nQuantity should be greater than 0,,الكمية يجب أن تكون أبر من 0\n<br>\nQuantity should be greater than 0,,boq,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,The total Issue / Transfer quantity {0} in Material Request {1} cannot be greater than requested quantity {2} for Item {3},,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Quantity to Manufacture,,,,erpnext,كمية لتصنيع,,كمية لتصنيع,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Open Projects,,,,erpnext,فتح المشاريع,,فتح المشاريع,,boq,pending,,,,,,,,,,,,Approved,
erpnext,You are picking more than required quantity for the item {0}. Check if there is any other pick list created for the sales order {1}.,,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Projected Quantity,,,,erpnext,الكمية المتوقعة,,الكمية المتوقعة,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Project Summary for {0},,,,erpnext,ملخص المشروع لـ {0},,ملخص المشروع لـ {0},,boq,pending,,,,,,,,,,,,Approved,
erpnext,Row #{0}: Please set reorder quantity,,,,erpnext,الصف # {0}: يرجى تعيين إعادة ترتيب الكمية\n<br>\nRow #{0}: Please set reorder quantity,,الصف # {0}: يرجى تعيين إعادة ترتيب الكمية\n<br>\nRow #{0}: Please set reorder quantity,,boq,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,Stock Projected Qty,,,,erpnext,كمية المخزون المتوقعة,,كمية المخزون المتوقعة,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Row #{0}: Cannot cancel this Manufacturing Stock Entry as billed quantity of Item {1} cannot be greater than consumed quantity.,,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Incoming Rate (Costing),,,,erpnext,,السعر الوارد (التكلفة),السعر الوارد (التكلفة),,boq,missing,,,,,,,,,,,,Pending,
erpnext,Updating Costing and Billing fields against this Project...,,,,erpnext,,جار تحديث حقول التكلفة والفوترة لهذا المشروع...,جار تحديث حقول التكلفة والفوترة لهذا المشروع...,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Negative Quantity is not allowed,,,,erpnext,الكمية السلبية غير مسموح بها\n<br>\nnegative Quantity is not allowed,,الكمية السلبية غير مسموح بها\n<br>\nnegative Quantity is not allowed,,boq,pending,,,,,,,,,,html_imbalance,,Approved,
erpnext,Default BOM not found for Item {0} and Project {1},,,,erpnext,لم يتم العثور على قائمة المواد الافتراضية للمادة {0} والمشروع {1},,لم يتم العثور على قائمة المواد الافتراضية للمادة {0} والمشروع {1},,boq,pending,,,,,,,,,,,,Approved,
erpnext,Project Template,,,,erpnext,قالب المشروع,,قالب المشروع,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Project will be accessible on the website to these users,,,,erpnext,والمشروع أن تكون متاحة على الموقع الإلكتروني لهؤلاء المستخدمين,,والمشروع أن تكون متاحة على الموقع الإلكتروني لهؤلاء المستخدمين,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Open Projects ,,,,erpnext,مشاريع مفتوحة,,مشاريع مفتوحة,,boq,pending,,,,,,,,,,whitespace,,Approved,
erpnext,Quantity and Rate,,,,erpnext,كمية وقيم,,كمية وقيم,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Total Picked Quantity {0} is more than ordered qty {1}. You can set the Over Picking Allowance in Stock Settings.,,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Actual Batch Quantity,,,,erpnext,كمية الدفعة الفعلية,,كمية الدفعة الفعلية,,boq,pending,,,,,,,,,,,,Approved,
erpnext,"For project {0}, update your status",,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,"When a parent warehouse is chosen, the system conducts Project Qty checks against the associated child warehouses",,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,"Quantity must be greater than zero, and less or equal to {0}",,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,Quantity,,,,erpnext,كمية,الكمية,الكمية,,boq,pending,,,,,,,,,,,1,Approved,
erpnext,Projected Qty,,,,erpnext,الكمية المتوقعة,,الكمية المتوقعة,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Project Update.,,,,erpnext,تحديث المشروع.,,تحديث المشروع.,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Duplicate Project with Tasks,,,,erpnext,مشروع مكرر مع المهام,,مشروع مكرر مع المهام,,boq,pending,,,,,,,,,,,,Approved,
erpnext,System will notify to increase or decrease quantity or amount ,,,,erpnext,سيُعلم النظام بزيادة أو تقليل الكمية أو الكمية,,سيُعلم النظام بزيادة أو تقليل الكمية أو الكمية,,boq,pending,,,,,,,,,,whitespace,,Approved,
erpnext,Set Process Loss Item Quantity,,,,erpnext,,تعيين كمية صنف خسارة العملية,تعيين كمية صنف خسارة العملية,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Project Status,,,,erpnext,حالة المشروع,,حالة المشروع,,boq,pending,,,,,,,,,,,,Approved,
erpnext,"If enabled, formula for <b>Qty to Order</b>: <br>
Required Qty (BOM) - <a href=""https://docs.frappe.io/erpnext/user/manual/en/projected-quantity"">Projected Qty</a>. <br> This helps avoid over-ordering.",,,,erpnext,,,,,boq,missing,,,,,,,,,,html_imbalance,,Pending,
erpnext,"Available quantity is {0}, you need {1}",,,,erpnext,الكمية المتاحة هي {0} ، تحتاج إلى {1},,الكمية المتاحة هي {0} ، تحتاج إلى {1},,boq,pending,,,,,,,,,,,,Approved,
erpnext,Row #{0}: Quantity for Item {1} cannot be zero.,,,,erpnext,الصف # {0}: كمية البند {1} لا يمكن أن يكون صفرا,,الصف # {0}: كمية البند {1} لا يمكن أن يكون صفرا,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Update Costing and Billing,,,,erpnext,,تحديث التكلفة والفوترة,تحديث التكلفة والفوترة,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Maximum quantity scanned for item {0}.,,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
construction,BOQ Structure,,,,construction,هيكل جدول الكميات,هيكل جدول الكميات,هيكل جدول الكميات,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Enter the quantity of the Item that will be manufactured from this Bill of Materials.,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
construction,BOQ,,,,construction,جدول الكميات,,جدول الكميات,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Arrival Quantity,,,,erpnext,كمية الوصول,,كمية الوصول,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Total Costing Amount (via Timesheet),,,,erpnext,إجمالي مبلغ التكلفة (عبر الجداول الزمنية),,إجمالي مبلغ التكلفة (عبر الجداول الزمنية),,boq,pending,,,,,,,,,,,,Approved,
erpnext,Actual Quantity,,,,erpnext,الكمية الفعلية,,الكمية الفعلية,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Minimum Order Quantity,,,,erpnext,أقل كمية ممكن طلبها,,أقل كمية ممكن طلبها,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Quantity must not be more than {0},,,,erpnext,الكمية يجب ألا تكون أكثر من {0},,الكمية يجب ألا تكون أكثر من {0},,boq,pending,,,,,,,,,,,,Approved,
erpnext,Quantity is required,,,,erpnext,,الكمية مطلوبة,الكمية مطلوبة,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Consumed Quantity,,,,erpnext,,الكمية المستهلكة,الكمية المستهلكة,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Row {0}: Transferred quantity cannot be greater than the requested quantity.,,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,The completed quantity {0} of an operation {1} cannot be greater than the completed quantity {2} of a previous operation {3}.,,,,erpnext,,,,,boq,missing,,,,,,,,,,placeholder_mismatch,,Pending,
erpnext,"Ordered Qty: Quantity ordered for purchase, but not received.",,,,erpnext,,الكمية المطلوبة: كمية تم طلب شرائها ولم تستلم بعد.,الكمية المطلوبة: كمية تم طلب شرائها ولم تستلم بعد.,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Reserved Quantity for Production,,,,erpnext,الكمية المحجوزة للإنتاج,,الكمية المحجوزة للإنتاج,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Operation time does not depend on quantity to produce,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Available Quantity,,,,erpnext,الكمية المتوفرة,,الكمية المتوفرة,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Quantity to Make,,,,erpnext,كمية لجعل,,كمية لجعل,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Daily Project Summary for {0},,,,erpnext,ملخص المشروع اليومي لـ {0},,ملخص المشروع اليومي لـ {0},,boq,pending,,,,,,,,,,,,Approved,
erpnext,Percentage you are allowed to transfer more against the quantity ordered. For example: If you have ordered 100 units. and your Allowance is 10% then you are allowed to transfer 110 units.,,,,erpnext,,,,,boq,missing,,,,,,,,,,,,Pending,
erpnext,Project wise Stock Tracking ,,,,erpnext,مشروع تتبع حركة الأسهم الحكمة,,مشروع تتبع حركة الأسهم الحكمة,,boq,pending,,,,,,,,,,whitespace,,Approved,
erpnext,Project Update,,,,erpnext,تحديث المشروع,,تحديث المشروع,,boq,pending,,,,,,,,,,,,Approved,
erpnext,BOM and Manufacturing Quantity are required,,,,erpnext,مطلوب، قائمة مكونات المواد و كمية التصنيع,,مطلوب، قائمة مكونات المواد و كمية التصنيع,,boq,pending,,,,,,,,,,,,Approved,
erpnext,Quantity and Amount,,,,erpnext,الكمية والكمية,,الكمية والكمية,,boq,pending,,,,,,,,,,,,Approved,
