source_text	translated_text	quorum_decision	decision_ref
Group Object Class	صنف كائن المجموعة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Group your custom doctypes under modules	اجمع أنواع المستندات المخصصة تحت الوحدات	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Help: To link to another record in the system, use \"/desk/note/[Note Name]\" as the Link URL. (don't use \"http://\")	مساعدة: لربط سجل آخر استخدم "/desk/note/[Note Name]" كرابط (وليس http://).	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Hide Previous, Next and Close button on highlight dialog.	إخفاء زرَّي السابق والتالي وزر الإغلاق في نافذة التمييز.	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Hide Sidebar, Menu, and Comments	إخفاء الشريط الجانبي والقائمة والتعليقات	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
I guess you don't have access to any workspace yet, but you can create one just for yourself. Click on the <b>Create Workspace</b> button to create one.<br>	يبدو أنك لا تملك وصولًا إلى أي مساحة عمل بعد؛ انقر زر <b>إنشاء مساحة عمل</b> لإنشاء واحدة.<br>	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
If set, only user with these roles can access this chart. If not set, DocType or Report permissions will be used.	عند التعيين لا يصل إلى الرسم البياني إلا مستخدمو هذه الأدوار؛ وإلا تسري صلاحيات نوع المستند أو التقرير.	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Image View	منظر صور	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Import Log	سجل الاستيراد	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Import Progress	تقدم الاستيراد	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Import timed out, please re-try.	انتهت مهلة الاستيراد؛ يرجى إعادة المحاولة.	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Inbox View	منظر الوارد	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Insufficient Permissions for deleting Report	صلاحيات غير كافية لحذف التقرير	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Insufficient Permissions for editing Report	صلاحيات غير كافية لتحرير التقرير	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Invalid Filter	عامل تصفية غير صالح	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Invalid Filter Format for field {0} of type {1}. Try using filter icon on the field to set it correctly	تنسيق عامل التصفية غير صالح للحقل {0} من النوع {1}؛ استخدم أيقونة التصفية لضبطه	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Is Query Report	تقرير استعلام؟	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Kanban View	منظر كانبان	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
LDAP Group Member attribute	سمة عضو مجموعة LDAP	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
LDAP Search String must be enclosed in '()' and needs to contian the user placeholder {0}, eg sAMAccountName={0}	يجب إحاطة سلسلة بحث LDAP بين قوسين () مع نائب المستخدم {0}، مثل sAMAccountName={0}	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
LDAP Search and Paths	بحث LDAP والمسارات	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Link	رابط	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Link Count	عدد الروابط	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Link Details	تفاصيل الرابط	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Link Field Results Limit	حد نتائج حقل الربط	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Link Filters	عوامل تصفية الربط	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Link To in Row	ربط في الصف	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Link Type	نوع الربط	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Link Type in Row	نوع الربط في الصف	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Link for About Us Page is \"/about\".	رابط صفحة «من نحن» هو «/about».	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Link that is the website home page. Standard Links (home, login, products, blog, about, contact)	رابط الصفحة الرئيسية للموقع؛ الروابط المعيارية (الرئيسية، الدخول، المنتجات، المدونة، من نحن، تواصل).	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
List / Search Settings	إعدادات القائمة / البحث	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
List Columns	أعمدة القائمة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
List View	منظر القائمة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
List of email addresses, separated by comma or new line.	قائمة عناوين بريد، مفصولة بفاصلة أو سطر جديد.	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
List of patches executed	قائمة الترقيعات المنفذة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
List setting message	رسالة إعداد القائمة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Login with Email Link	الدخول برابط البريد الإلكتروني	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Map View	منظر خريطة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Max Report Rows	الحد الأقصى لصفوف التقرير	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Meaning of Submit, Cancel, Amend	معنى الترحيل والإلغاء والتعديل	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
New Address	عنوان جديد	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
New Chart	رسم بياني جديد	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
New Contact	جهة اتصال جديدة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
New Custom Block	كتلة مخصصة جديدة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
New Document Form	نموذج مستند جديد	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
New Event	حدث جديد	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
New Links	روابط جديدة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
New Number Card	بطاقة رقمية جديدة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
New Onboarding	مسار تهيئة جديد	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
New Quick List	قائمة سريعة جديدة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
New Role	دور جديد	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
New Shortcut	اختصار جديد	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
New Users (Last 30 days)	مستخدمون جدد (آخر 30 يومًا)	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
New Value	قيمة جديدة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
New Workflow Name	اسم سير عمل جديد	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
New Workspace	مساحة عمل جديدة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
New line separated list of allowed public client URLs (eg <code>https://frappe.io</code>), or <code>*</code> to accept all. " "<br> " "Public clients are restricted by default.	DEFERRED-unresolved-location	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
New line separated list of scope values.	قائمة قيم النطاق، كل قيمة في سطر جديد.	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
New lines separated list of strings representing ways to contact people responsible for this client, typically email addresses.	قائمة نصوص مفصولة بأسطر جديدة تمثل طرق التواصل مع المسؤولين عن هذا العميل، عادةً عناوين بريد.	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
New password cannot be same as old password	كلمة المرور الجديدة لا يمكن أن تكون مثل القديمة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
New users will have to be manually registered by system managers.	سيقوم مديرو النظام بتسجيل المستخدمين الجدد يدويًا.	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
No New notifications	لا إشعارات جديدة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Nothing New	لا جديد	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Number of days after which the document Web View link shared on email will be expired	عدد الأيام التي تنتهي بعدها صلاحية رابط عرض المستند المشترك بالبريد	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Only reports of type Report Builder can be deleted	يمكن حذف تقارير نوع منشئ التقارير فقط	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Only reports of type Report Builder can be edited	يمكن تحرير تقارير نوع منشئ التقارير فقط	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Open Communication	فتح المراسلة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Open Source Applications for the Web	تطبيقات مفتوحة المصدر للويب	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Open a dialog with mandatory fields to create a new record quickly. There must be at least one mandatory field to show in dialog.	فتح حوار بالحقول الإلزامية لإنشاء سجل جديد بسرعة؛ لا بد من حقل إلزامي واحد على الأقل.	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Open console	فتح لوحة المطور	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Open in a new tab	فتح في تبويب جديد	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Open in new tab	فتح في تبويب جديد	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Open reference document	فتح المستند المرجعي	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
PDF printing via \"Raw Print\" is not supported.	الطباعة إلى PDF عبر «الطباعة الخام» غير مدعومة.	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Package Import	استيراد حزمة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Permissions are set on Roles and Document Types (called DocTypes) by setting rights like Read, Write, Create, Delete, Submit, Cancel, Amend, Report, Import, Export, Print, Email and Set User Permissions.	تُضبط الصلاحيات على الأدوار وأنواع المستندات (DocTypes) بتحديد حقوق مثل القراءة والكتابة والإنشاء والحذف والترحيل والإلغاء والتعديل والتقرير والاستيراد والتصدير والطباعة والبريد وضبط صلاحيات المستخدم.	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Please click Edit on the Workspace for best results	انقر «تحرير» في مساحة العمل للحصول على أفضل النتائج	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Please click on 'Export Errored Rows', fix the errors and import again.	انقر «تصدير الصفوف الفاشلة»، صحح الأخطاء ثم استورد مرة أخرى.	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Please enable atleast one Social Login Key or LDAP or Login With Email Link before disabling username/password based login.	فعّل مفتاح دخول اجتماعي واحدًا على الأقل أو LDAP أو الدخول برابط بريد قبل تعطيل الدخول باسم المستخدم وكلمة المرور.	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Prepared Report Analytics	تحليلات التقارير المُجهَّزة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Press Alt Key to trigger additional shortcuts in Menu and Sidebar	اضغط مفتاح Alt لإظهار اختصارات إضافية في القائمة والشريط الجانبي	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Print Format Builder	منشئ نماذج الطباعة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Print Format Builder Beta	منشئ نماذج الطباعة (تجريبي)	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Print Format Error	خطأ في نموذج الطباعة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Print Format Field Template	قالب حقول نموذج الطباعة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Print Format For	نموذج الطباعة لـ	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Print Format not found	نموذج الطباعة غير موجود	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Print Heading	عنوان الطباعة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Print Style	أسلوب الطباعة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Print document	طباعة المستند	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Quick List Filter	تصفية القائمة السريعة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Referance Doctype and Dashboard Name both can't be used at the same time.	لا يمكن استخدام نوع المستند المرجعي واسم لوحة البيانات معًا.	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Refresh Print Preview	تحديث معاينة الطباعة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Reload List	إعادة تحميل القائمة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Reload Report	إعادة تحميل التقرير	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Remove	إزالة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Remove Failed Jobs	إزالة المهام الفاشلة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Remove all fields in the column	إزالة جميع حقول العمود	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Remove column	إزالة العمود	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Remove field	إزالة الحقل	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Remove last column	إزالة آخر عمود	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Remove page break	إزالة فاصل الصفحة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Remove section	إزالة القسم	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Remove tab	إزالة التبويب	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Rename Fieldname	إعادة تسمية اسم الحقل	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Report Name, Report Field and Fucntion are required to create a number card	اسم التقرير وحقل التقرير والدالة مطلوبة لإنشاء بطاقة رقمية	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Report Ref DocType	نوع المستند المرجعي للتقرير	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Report View	منظر التقرير	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Report bug	الإبلاغ عن خلل	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Report initiated, click to view status	بدأ التقرير؛ انقر لعرض الحالة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Report limit reached	بلغ التقرير حده	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Report timed out.	انتهت مهلة التقرير.	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Report {0} deleted	حُذف التقرير {0}	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Report {0} saved	حُفِظ التقرير {0}	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Reset Dashboard Customizations	إعادة ضبط تخصيصات الشاشة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Reset Password Link Expiry Duration	مدة انتهاء صلاحية رابط إعادة تعيين كلمة المرور	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Rows Threshold for Grid Search	حد صفوف البحث في الشبكة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Save Customizations	حفظ التخصيصات	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Save on Completion	الحفظ عند الاكتمال	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Save the document.	حفظ المستند.	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Saving Sidebar	حفظ الشريط الجانبي	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Search Results	نتائج البحث	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Search by filename or extension	بحث باسم الملف أو الامتداد	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Search fields	حقول البحث	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Search fieldtypes...	بحث في أنواع الحقول...	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Search for {0}	بحث عن {0}	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Search properties...	بحث في الخصائص...	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Select Group By...	اختر نظام التجميع...	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Select List View	اختر منظر القائمة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Select Report	اختر التقرير	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Set the filters here. For example: " "<pre class=\"small text-muted\"><code> " "[{ " "\tfieldname: \"company\", " "\tlabel: __(\"Company\"), " "\tfieldtype: \"Link\", " "\toptions: \"Company\", " "\tdefault: frappe.defaults.get_user_default(\"Company\"), " "\treqd: 1 " "}, " "{ " "\tfieldname: \"account\", " "\tlabel: __(\"Account\"), " "\tfieldtype: \"Link\", " "\toptions: \"Account\", " "\treqd: 1 " "}] " "</code></pre>	DEFERRED-unresolved-location	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Share this document with	مشاركة هذا المستند مع	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Show External Link Warning	إظهار تنبيه الروابط الخارجية	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Show Title in Link Fields	إظهار العنوان في حقول الربط	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Show {0} List	إظهار قائمة {0}	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Sidebar Item Group	مجموعة عناصر الشريط الجانبي	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Sidebar Item Group Link	رابط مجموعة عناصر الشريط الجانبي	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Simple Python Expression, Example: <code class=\"language-python\">status == 'Open' and issue_type == 'Bug'</code>	EXCEPTION-technical	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Sort Options	خيارات الترتيب	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Start Import	بدء الاستيراد	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Submit an Issue	الإبلاغ عن مشكلة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Submit another response	إرسال رد آخر	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Submit button label	تسمية زر الترحيل	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Submit on Creation	الترحيل عند الإنشاء	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
System Health Report	تقرير صحة النظام	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
System Health Report Errors	تقرير صحة النظام — الأخطاء	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
System Health Report Failing Jobs	تقرير صحة النظام — المهام الفاشلة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
System Health Report Queue	تقرير صحة النظام — قائمة الانتظار	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
System Health Report Tables	تقرير صحة النظام — الجداول	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
System Health Report Workers	تقرير صحة النظام — العاملون	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Table MultiSelect requires a table with at least one Link field, but none was found in {0}	الجدول متعدد الاختيار يتطلب جدولًا فيه حقل ربط واحد على الأقل، ولم يُعثر على أحد في {0}	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
To add dynamic subject, use jinja tags like  " "<div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>	DEFERRED-unresolved-location	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
To use Slack Channel, add a <a href=\"#List/Slack%20Webhook%20URL/List\">Slack Webhook URL</a>.	EXCEPTION-technical	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Translate Link Fields	ترجمة حقول الربط	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Try the new Print Designer	جرب منشئ الطباعة الجديد	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Update Amendment Naming	تحديث تسمية التعديل	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Update Hooks Resolution Order	تحديث ترتيب حل ملفات الخطافات	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Update Order	تحديث الترتيب	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Update Password	تحديث كلمة المرور	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Update Profile	تحديث الملف الشخصي	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Update Series Counter	تحديث عداد السلسلة	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Update from Frappe Cloud	التحديث من Frappe Cloud	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Update {0} records	تحديث {0} من السجلات	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Use the new Print Format Builder	استخدم منشئ نماذج الطباعة الجديد	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
User Activity Report	تقرير نشاط المستخدم	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
User Activity Report Without Sort	تقرير نشاط المستخدم بدون ترتيب	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
User Group	مجموعة مستخدمين	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
User Group Member	عضو مجموعة المستخدمين	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
User Menu	قائمة المستخدم	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
View Audit Trail	عرض مسار التدقيق	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
View Doctype Permissions	عرض صلاحيات نوع المستند	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
View File	عرض الملف	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
View Full Log	عرض السجل الكامل	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
View Sidebar	عرض الشريط الجانبي	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
View Switcher	مُبدِّل المنظر	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
View all {0} users	عرض جميع مستخدمي {0}	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
View your response	عرض ردك	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
We do not allow editing of this document. Simply click the Edit button on the workspace page to make your workspace editable and customize it as you wish	لا نسمح بتحرير هذا المستند هنا؛ انقر زر التحرير في صفحة مساحة العمل لجعل مساحتك قابلةً للتحرير وتخصيصها كما تشاء.	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Web Form List Column	عمود قائمة نماذج الويب	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Website Search Field	حقل بحث الموقع	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Website Search Field must be a valid fieldname	حقل بحث الموقع يجب أن يكون اسم حقل صالحًا	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
What's New	ما الجديد	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
When you Amend a document after Cancel and save it, it will get a new number that is a version of the old number.	عند تعديل مستند (Amend) بعد الإلغاء وحفظه يحصل على رقم جديد مشتق من الرقم القديم.	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Workspace Link	رابط مساحة العمل	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Workspace Quick List	القائمة السريعة لمساحة العمل	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Workspace Sidebar	الشريط الجانبي لمساحة العمل	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Workspace Sidebar Item	عنصر الشريط الجانبي لمساحة العمل	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
You haven't added any Dashboard Charts or Number Cards yet.	لم تضف بعد أي رسوم بيانية أو بطاقات رقمية.	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
You've logged in as another user from another tab. Refresh this page to continue using system.	سجّلت الدخول بمستخدم آخر من تبويب آخر؛ أعد تحميل الصفحة لمواصلة استخدام النظام.	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
{0} List View Settings	إعدادات منظر قائمة {0}	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
0 - 30 Days	0 - 30 يومًا	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
30 - 60 Days	30 - 60 يومًا	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
60 - 90 Days	60 - 90 يومًا	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
90 - 120 Days	90 - 120 يومًا	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
A Reverse Journal Entry {0} already exists for this Journal Entry.	قيد يومية عكسي {0} موجود بالفعل لهذا القيد.	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Account {0} should be of type Expense	الحساب {0} يجب أن يكون من نوع المصروفات	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Advance paid against {0} {1} cannot be greater than Grand Total {2}	الدفعة المقدمة المدفوعة مقابل {0} {1} لا يمكن أن تتجاوز الإجمالي الكلي {2}	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Ageing Report based on {0} up to {1}	تقرير التقادم استنادًا إلى {0} حتى {1}	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
Amount in {0}	المبلغ بعملة {0}	quorum-confirmed (release payload row)	stage6-W6-0a owner-approved 2026-09-21
