source_text	translated_text	quorum_decision	decision_ref
Insufficient Permission Level for {0}	مستوى إذن غير كافٍ لـ {0}	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Insufficient attachment limit	حد المرفقات غير كافٍ	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Intermediate	متوسط	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Internal record of document shares	سجل داخلي لمشاركات المستندات	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Introduction	مقدمة	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Invalid	غير صالح	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Invalid Code. Please try again.	رمز غير صالح. يرجى المحاولة مرة أخرى.	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Invalid Condition: {}	شرط غير صالح: {}	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Invalid Naming Series: {}	سلسلة تسمية غير صالحة: {}	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Invalid Table Fieldname	اسم حقل الجدول غير صالح	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Invalid Webhook Secret	سر Webhook غير صالح	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Invalid aggregate function	دالة تجميع غير صالحة	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Invalid characters in table name: {0}	أحرف غير صالحة في اسم الجدول: {0}	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Invalid field type: {0}	نوع حقل غير صالح: {0}	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Invalid redirect regex in row #{}: {}	تعبير توجيه إعادة غير صالح في الصف #{}: {}	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Invalid request arguments	وسائط طلب غير صالحة	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Invalid value specified for UUID: {}	قيمة غير صالحة لـ UUID: {}	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Invalid wkhtmltopdf version	إصدار wkhtmltopdf غير صالح	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Invalid {0} dictionary format	تنسيق قاموس {0} غير صالح	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Invitation already accepted	تم قبول الدعوة بالفعل	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Invitation already exists	الدعوة موجودة بالفعل	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Invitation cannot be cancelled	لا يمكن إلغاء الدعوة	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Invitation is cancelled	تم إلغاء الدعوة	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Invitation is expired	انتهت صلاحية الدعوة	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Invitation to join {0} cancelled	تم إلغاء دانضمام {0}	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Invitation to join {0} expired	انتهت صلاحية دعوة الانضمام إلى {0}	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Is Calendar and Gantt	هو التقويم وغانت	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Job Stopped Successfully	تم إيقاف المهمة بنجاح	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Job stopped successfully	تم إيقاف المهمة بنجاح	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Join video conference with {0}	الانضمام إلى مؤتمر فيديو مع {0}	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Keep track of all update feeds	تتبع جميع تدفقات التحديث	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Keeps track of all communications	يتتبع جميع الاتصالات	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Keycloak	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Last Reset Password Key Generated On	تاريخ آخر إنشاء لمفتاح إعادة تعيين كلمة المرور	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Length	الطول	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Let's set up your account	لنقم بإعداد حسابك	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Likes	الإعجابات	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Limit must be a non-negative integer	يجب أن يكون الحد عددًا صحيحًا غير سالب	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Location	الموقع	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Login with email link	الدخول برابط البريد الإلكتروني	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Madam	السيدة	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Major	رئيسي	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Make Attachment Public (by default)	جعل المرفق عامًا (افتراضيًا)	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Make Attachments Public by Default	جعل المرفقات عامة افتراضيًا	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Male	ذكر	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Mandatory Depends On (JS)	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Master	الماستر	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Max auto email report per user	الحد الأقصى لتقرير البريد الآلي لكل مستخدم	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Max signups allowed per hour	الحد الأقصى للتسجيلات المسموح بها في الساعة	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Meeting	اجتماع	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Members	الأعضاء	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Metadata	البيانات الوصفية	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Middle Name (Optional)	الاسم الأوسط (اختياري)	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Minor	ثانوي	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Misconfigured	إعداد خاطئ	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Miss	الآنسة	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Missing Filters Required	عوامل تصفية مطلوبة مفقودة	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Mobile	جوال	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Module onboarding progress reset	تمت إعادة تعيين تقدم إعداد الوحدة	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Most probably your password is too long.	على الأرجح كلمة مرورك طويلة جدًا.	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Mr	السيد	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Mrs	السيدة	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Ms	السيدة	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Mx	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Network Printer Settings	إعدادات الطابعة الشبكية	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
No Email field found in {0}	لم يُعثر على حقل بريد في {0}	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
No email addresses to invite	لا توجد عناوين بريد لدعوتها	quorum-confirmed (release payload row)	stage6-W6-0b batch-6 owner-approved 2026-09-22
Nomatim	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-6 owner-approved 2026-09-22
