source_text,proposed_ar,proposed_disposition,disposition_rationale,decision_ref,locations
Stock Entry Item,عنصر قيد المخزون,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/landed_cost_item/landed_cost_item.json:None
Stock Frozen Up To,المخزون مجمد حتى,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_settings/stock_settings.json:None
Stock Ledger Entries and GL Entries are reposted for the selected Purchase Receipts,أُعيد ترحيل قيود دفتر الأستاذ المخزني وقيود الأستاذ العام لسندات استلام الشراء المحددة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.js:9
Stock Ledger Invariant Check,فحص ثبات دفتر أستاذ المخزون,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.json:None
Stock Ledger Variance,انحراف دفتر أستاذ المخزون,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.json:None
Stock Ledgers won’t be reposted.,لن يُعاد ترحيل قيود دفتر الأستاذ المخزني.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.json:None
Stock Movement,حركة المخزون,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/item/item_dashboard.py:34
Stock Planning,تخطيط المخزون,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_settings/stock_settings.json:None
Stock Qty vs Batch Qty,كمية المخزون مقابل كمية الدفعة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/report/stock_qty_vs_batch_qty/stock_qty_vs_batch_qty.json:None
Stock Reposting Settings,إعدادات إعادة نشر المخزون,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_reposting_settings/stock_reposting_settings.json:None
Stock Reservation Entries Cancelled,تم إلغاء قيود حجز المخزون,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1824
Stock Reservation Entry cannot be updated as it has been delivered.,لا يمكن تحديث قيد حجز المخزون بعد تسليم الكمية المحجوزة.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:571
Stock Reservation Warehouse Mismatch,عدم تطابق مستودع حجز المخزون,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/delivery_note/delivery_note.py:555
Stock Reservation can only be created against {0}.,لا يمكن إنشاء حجز المخزون إلا مقابل {0}.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:683
Stock Transactions Settings,إعدادات معاملات المخزون,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_settings/stock_settings.json:None
Stock UOM Quantity,كمية وحدة قياس المخزون,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_settings/stock_settings.json:None
Stock Validations,تحققات المخزون,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_settings/stock_settings.json:None
Stock Value by Item Group,قيمة المخزون حسب مجموعة الأصناف,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/workspace/stock/stock.json:None
Stock cannot be reserved in group warehouse {0}.,لا يمكن حجز المخزون في المستودع التجميعي {0}.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:255
Stock cannot be reserved in the group warehouse {0}.,لا يمكن حجز المخزون في المستودع التجميعي {0}.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1588
Stock has been unreserved for work order {0}.,تم إلغاء حجز المخزون لأمر العمل {0}.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1130
Stock not available for Item {0} in Warehouse {1}.,المخزون غير متاح للصنف {0} في المستودع {1}.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:359
Stock transactions that are older than the mentioned days cannot be modified.,لا يمكن تعديل معاملات المخزون الأقدم من عدد الأيام المذكور.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_settings/stock_settings.json:None
Stock/Accounts can not be frozen as processing of backdated entries is going on. Please try again later.,لا يمكن تجميد المخزون/الحسابات أثناء معالجة القيود المؤرخة بأثر رجعي. يُرجى المحاولة لاحقًا.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/utils.py:576
Subcontract BOM,قائمة مواد مقاول الباطن,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json:None
Subcontracted Purchase Order,أمر شراء مقاول باطن,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/material_request/material_request.js:212
Subcontracting Receipt Item,بند إيصال مقاولات باطن,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json:None; erpnext/subcontracting/doctype/subcontracting_receipt_item/subcontracting_receipt_item.json:None
"Successfully changed Stock UOM, please redefine conversion factors for new UOM.",تم تغيير وحدة قياس المخزون بنجاح؛ يُرجى إعادة تحديد عوامل التحويل للوحدة الجديدة.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/item/item.py:339
Supplier Info,معلومات المورد,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_entry/stock_entry.json:None
Table for Item that will be shown in Web Site,جدول الصنف الذي سيظهر على الموقع الإلكتروني,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/item_website_specification/item_website_specification.json:None
Target Fieldname (Stock Ledger Entry),اسم الحقل الهدف (قيد دفتر أستاذ المخزون),preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/inventory_dimension/inventory_dimension.json:None
Target Warehouse Address Link,رابط عنوان المستودع الهدف,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_entry/stock_entry.json:None
Taxes row #{0}: {1} cannot be smaller than {2},صف الضرائب رقم {0}: لا يمكن أن تكون {1} أقل من {2},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/item/item.py:352
Template Item Selected,تم تحديد صنف قالب,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/get_item_details.py:338
The Process Loss Qty has reset as per job cards Process Loss Qty,أُعيد ضبط كمية فاقد العملية وفقًا لكمية الفاقد المسجلة في بطاقات العمل,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_entry/stock_entry.py:2513
The Serial No at Row #{0}: {1} is not available in warehouse {2}.,الرقم التسلسلي في الصف رقم {0}: {1} غير متاح في المستودع {2}.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/pick_list/pick_list.py:172
The Serial No {0} is reserved against the {1} {2} and cannot be used for any other transaction.,الرقم التسلسلي {0} محجوز مقابل {1} {2} ولا يمكن استخدامه في أي معاملة أخرى.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.py:2314
The Work Order is mandatory for Disassembly Order,أمر العمل مطلوب لأمر التفكيك,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_entry/stock_entry.py:2166
The field {0} in row {1} is not set,الحقل {0} في الصف {1} غير محدد,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/delivery_note/delivery_note.py:405
"The following Items, having Putaway Rules, could not be accomodated:",تعذّر استيعاب الأصناف التالية التي لها قواعد تخزين:,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/putaway_rule/putaway_rule.py:305
The items {0} and {1} are present in the following {2} :,الصنفان {0} و{1} موجودان في {2} التالية:,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/item/item.py:619
The percentage you are allowed to pick more items in the pick list than the ordered quantity.,النسبة المسموح بها لانتقاء كمية من الأصناف في قائمة الانتقاء تتجاوز الكمية المطلوبة.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_settings/stock_settings.json:None
The reserved stock will be released. Are you certain you wish to proceed?,سيتم تحرير المخزون المحجوز. هل أنت متأكد من المتابعة؟,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/pick_list/pick_list.js:159
The serial and batch bundle {0} not linked to {1} {2},حزمة الأرقام التسلسلية والدفعات {0} غير مرتبطة بـ {1} {2},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.py:146; erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.py:158
The user cannot submit the Serial and Batch Bundle manually,لا يمكن للمستخدم تقديم حزمة الأرقام التسلسلية والدفعات يدويًا,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.js:10
"The users with this Role are allowed to create/modify a stock transaction, even though the transaction is frozen.",يُسمح للمستخدمين الذين لديهم هذا الدور بإنشاء/تعديل معاملة مخزون حتى عندما تكون المعاملة مجمدة.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_settings/stock_settings.json:None
"The {0} prefix '{1}' already exists. Please change the Serial No Series, otherwise you will get a Duplicate Entry error.",البادئة {0} '{1}' موجودة بالفعل. يُرجى تغيير سلسلة الأرقام التسلسلية لتجنب خطأ الإدخال المكرر.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/item/item.py:423
The {0} {1} created successfully,تم إنشاء {0} {1} بنجاح,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/material_request/material_request.py:898
There aren't any item variants for the selected item,لا توجد متغيرات للصنف المحدد,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/report/item_variant_details/item_variant_details.py:25
There must be atleast 1 Finished Good in this Stock Entry,يجب أن يحتوي قيد المخزون هذا على صنف منتج نهائي واحد على الأقل,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_entry/stock_entry.py:1603
This field is used to set the 'Customer'.,يُستخدم هذا الحقل لتحديد 'العميل'.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/delivery_note/delivery_note.js:487
This is considered dangerous from accounting point of view.,يُعد هذا الإجراء خطيرًا من منظور محاسبي.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_settings/stock_settings.js:42
This option can be checked to edit the 'Posting Date' and 'Posting Time' fields.,يمكن تحديد هذا الخيار لتعديل حقلي 'تاريخ الترحيل' و'وقت الترحيل'.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/delivery_note/delivery_note.js:500
"This table is used to set details about the 'Item', 'Qty', 'Basic Rate', etc.",يُستخدم هذا الجدول لتحديد تفاصيل 'الصنف' و'الكمية' و'السعر الأساسي' وغيرها.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/delivery_note/delivery_note.js:493
Total Active Items,إجمالي الأصناف النشطة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/workspace/stock/stock.json:None
Total Incoming Value (Receipt),إجمالي القيمة الواردة (استلام),preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_entry/stock_entry.json:None
Total Landed Cost,إجمالي التكلفة الإضافية,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/report/landed_cost_report/landed_cost_report.py:24
Total Landed Cost (Company Currency),إجمالي التكلفة الإضافية (عملة الشركة),preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.json:None
Total Outgoing Value (Consumption),إجمالي القيمة الصادرة (استهلاك),preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_entry/stock_entry.json:None
Total Reposting Count,إجمالي عدد إعادة الترحيل,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.json:None
Total Stock Value,إجمالي قيمة المخزون,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/workspace/stock/stock.json:None
Total Value Difference (Incoming - Outgoing),إجمالي فرق القيمة (وارد - صادر),preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_entry/stock_entry.json:None
Total Vendor Invoices Cost (Company Currency),إجمالي تكلفة فواتير الموردين (عملة الشركة),preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.json:None
Total Warehouses,إجمالي المستودعات,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/workspace/stock/stock.json:None
Total Weight (kg),إجمالي الوزن (كجم),preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/shipment/shipment.json:None
Total Workstation Time (In Hours),إجمالي وقت محطة العمل (بالساعات),preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/item_lead_time/item_lead_time.json:None
Tracebility Direction,اتجاه التتبع,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/report/serial_no_and_batch_traceability/serial_no_and_batch_traceability.js:53
Tracking Status,حالة التتبع,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/shipment/shipment.json:None
Tracking Status Info,معلومات حالة التتبع,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/shipment/shipment.json:None
Tracking URL,رابط التتبع,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/shipment/shipment.json:None
Transaction Information,معلومات المعاملة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.json:None
Transit,عبور,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/warehouse/warehouse.json:None
Transit Entry,قيد عبور,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_entry/stock_entry.js:479
Type of Transaction,نوع المعاملة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/inventory_dimension/inventory_dimension.json:None; erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.json:None; erpnext/stock/doctype/serial_and_batch_entry/serial_and_batch_entry.json:None
UOM conversion factor required for UOM: {0} in Item: {1},عامل التحويل مطلوب لوحدة القياس {0} في الصنف {1},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_entry/stock_entry.py:3628
UOM {0} not found in Item {1},وحدة القياس {0} غير موجودة في الصنف {1},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/item_price/item_price.py:61
UPC,,EXCEPTION-technical,Technical product-code token; retain vendor rendering.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/item_barcode/item_barcode.json:None
UPC-A,,EXCEPTION-technical,Technical product-code token; retain vendor rendering.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/item_barcode/item_barcode.json:None
Unassigned Qty,كمية غير مسندة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/putaway_rule/putaway_rule.py:323
Update Batch Qty,تحديث كمية الدفعة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/report/stock_qty_vs_batch_qty/stock_qty_vs_batch_qty.js:31
Update Existing Price List Rate,تحديث سعر قائمة الأسعار الحالي,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_settings/stock_settings.json:None
Update Price List Based On,تحديث قائمة الأسعار بناء على,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_settings/stock_settings.json:None
"Upon submission of the Sales Order, Work Order, or Production Plan, the system will automatically reserve the stock.",عند تقديم أمر البيع أو أمر العمل أو خطة الإنتاج، سيحجز النظام المخزون تلقائيًا.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_settings/stock_settings.json:None
Use Batch-wise Valuation,استخدام التقييم حسب الدفعة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/batch/batch.json:None
Use Item based reposting,استخدام إعادة الترحيل حسب الصنف,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_reposting_settings/stock_reposting_settings.json:None
Use Serial / Batch Fields,استخدام حقول التسلسل/الدفعة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_settings/stock_settings.json:None
Users with this role are allowed to over deliver/receive against orders above the allowance percentage,يُسمح للمستخدمين بهذا الدور بتجاوز نسبة السماح عند التسليم/الاستلام مقابل الأوامر,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_settings/stock_settings.json:None
Using negative stock disables FIFO/Moving average valuation when inventory is negative.,يؤدي استخدام المخزون السالب إلى تعطيل التقييم بطريقة FIFO/المتوسط المتحرك عندما يصبح المخزون سالبًا.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_settings/stock_settings.js:38
Validate Material Transfer Warehouses,التحقق من مستودعات نقل المواد,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_settings/stock_settings.json:None
Validate Negative Stock,التحقق من المخزون السالب,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/inventory_dimension/inventory_dimension.json:None
Valuation (I - K),التقييم (I - K),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.js:63
Valuation Field Type,نوع حقل التقييم,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/report/available_serial_no/available_serial_no.js:61; erpnext/stock/report/stock_balance/stock_balance.js:101; erpnext/stock/report/stock_ledger/stock_ledger.js:114
Valuation Rate (In / Out),سعر التقييم (داخل/خارج),preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/report/incorrect_serial_no_valuation/incorrect_serial_no_valuation.py:197
Valuation rate for customer provided items has been set to zero.,تم تعيين سعر تقييم الأصناف المقدمة من العميل إلى صفر.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py:985
Value (G - D),القيمة (G - D),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.js:58
Value ({0}),القيمة ({0}),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/report/stock_ageing/stock_ageing.py:221
Value Based Inspection,فحص حسب القيمة,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/quality_inspection_reading/quality_inspection_reading.json:None
Value of Goods,قيمة البضائع,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/shipment/shipment.json:None
Value of goods cannot be 0,لا يمكن أن تكون قيمة البضائع 0,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/shipment/shipment.py:87
Vendor Invoice,فاتورة المورد,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/landed_cost_vendor_invoice/landed_cost_vendor_invoice.json:None; erpnext/stock/report/landed_cost_report/landed_cost_report.py:42
Vendor Invoices,فواتير الموردين,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.json:None
Via Landed Cost Voucher,عبر سند التكلفة الإضافية,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.json:None
View Ledgers,عرض دفاتر الأستاذ,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/serial_no/serial_no.js:28
Voucher No is mandatory,رقم السند إلزامي,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.py:1298
Voucher Qty,كمية السند,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.json:None; erpnext/stock/report/reserved_stock/reserved_stock.py:117
Warehouse Capacity Summary,ملخص سعة المستودع,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/page/warehouse_capacity_summary/warehouse_capacity_summary.js:4
Warehouse Capacity for Item '{0}' must be greater than the existing stock level of {1} {2}.,يجب أن تتجاوز سعة المستودع للصنف '{0}' مستوى المخزون الحالي البالغ {1} {2}.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/doctype/putaway_rule/putaway_rule.py:79
Warehouse Disabled?,هل المستودع معطل؟,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/report/warehouse_wise_stock_balance/warehouse_wise_stock_balance.py:113
Warehouse Wise Stock Balance,رصيد المخزون حسب المستودع,preserved-site-override,Preserve existing Site Override; no mutation.,stage6-W6-3 batch-03 owner-approved 2026-09-24,erpnext/stock/report/warehouse_wise_stock_balance/warehouse_wise_stock_balance.json:None; erpnext/stock/workspace/stock/stock.json:None
