source_text	translated_text	quorum_decision	decision_ref
Memory Usage	استخدام الذاكرة	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Memory Usage in MB	استخدام الذاكرة بالميجابايت	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Message Type	نوع الرسالة	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Meta image	صورة الميتا	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Meta title	عنوان الميتا	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Method Not Allowed	الطريقة غير مسموحة	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Mid Center	وسط المنتصف	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Minutes After	دقائق بعد	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Minutes Before	دقائق قبل	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Minutes Offset	إزاحة الدقائق	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Missing DocType	نوع مستند مفقود	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Missing Field	حقل مفقود	preserved-site-override (not imported, plan §12)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Missing Permission	إذن مفقود	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Module HTML	وحدة HTML	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Module Profile	ملف الوحدة	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Module Profile Name	اسم ملف الوحدة	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Module {} not found	الوحدة {} غير موجودة	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Name (Doc Name)	الاسم (اسم المستند)	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Naming Rule	قاعدة التسمية	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Navbar Style	نمط شريط التنقل	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Navigation Settings	إعدادات التنقل	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Next Execution	التنفيذ التالي	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Next Form Tour	جولة النموذج التالية	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Next Scheduled Date	التاريخ المجدول التالي	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Next Step Condition	شرط الخطوة التالية	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Next Sync Token	رمز المزامنة التالي	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Next on Click	التالي عند النقر	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
No Roles Specified	لم تُحدد أدوار	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
No Suggestions	لا توجد اقتراحات	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
No changes to sync	لا توجد تغييرات للمزامنة	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
No changes to update	لا توجد تغييرات للتحديث	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
No failed logs	لا توجد سجلات فاشلة	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
No of Requested SMS	عدد رسائل SMS المطلوبة	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
No of Sent SMS	عدد رسائل SMS المرسلة	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
No subject	بدون موضوع	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
No {0}	لا {0}	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Normalized Copies	نسخ مُطبّعة	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Normalized Query	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-4 owner-approved 2026-09-22
Not Allowed	غير مسموح	quorum-confirmed (release payload row)	stage6-W6-0b batch-4 owner-approved 2026-09-22
