source_text	translated_text	quorum_decision	decision_ref
Dispatch Address Template	قالب عنوان الإرسال	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Distinct Item and Warehouse	صنف ومستودع مميزين	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Distinct unit of an Item	وحدة مميزة للصنف	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Distribute Manually	التوزيع يدويًا	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Do Not Update Serial / Batch on Creation of Auto Bundle	عدم تحديث التسلسل/الدفعة عند إنشاء المجموعة تلقائيا	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Do Not Use Batch-wise Valuation	عدم استخدام التقييم حسب الدفعة	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Do you still want to enable negative inventory?	هل ما زلت تريد تفعيل المخزون السالب؟	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Do you want to change valuation method?	هل تريد تغيير طريقة التقييم؟	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Due to stock closing entry {0}, you cannot repost item valuation before {1}	بسبب قيد إغلاق المخزون {0}، لا يمكنك إعادة ترحيل تقييم الصنف قبل {1}	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Duplicate Serial Number Error	خطأ رقم تسلسلي مكرر	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Duplicate Stock Closing Entry	قيد إغلاق مخزون مكرر	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
EAN	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-3 batch-01 owner-approved 2026-09-23
EAN-12	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-3 batch-01 owner-approved 2026-09-23
EAN-8	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Edit Capacity	تعديل السعة	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Email or Phone/Mobile of the Contact are mandatory to continue.	البريد الإلكتروني أو الهاتف/الجوال لجهة الاتصال إلزاميان للمتابعة.	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Enable Allow Partial Reservation in the Stock Settings to reserve partial stock.	فعّل 'السماح بالحجز الجزئي' في إعدادات المخزون لحجز مخزون جزئي.	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Enable Parallel Reposting	تمكين إعادة الترحيل المتوازي	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Enable Stock Reservation	تمكين حجز المخزون	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Enable it if users want to consider rejected materials to dispatch.	فعّله إذا أردت اعتبار المواد المرفوضة للشحن.	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
End Transit	إنهاء العبور	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Enter an Item Code, the name will be auto-filled the same as Item Code on clicking inside the Item Name field.	أدخل رمز صنف، سيُملأ الاسم تلقائيًا بنفس رمز الصنف عند النقر داخل حقل اسم الصنف.	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Enter the opening stock units.	أدخل وحدات المخزون الافتتاحية.	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Error while reposting item valuation	خطأ أثناء إعادة ترحيل تقييم الصنف	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Errors Notification	إشعار الأخطاء	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Example of a linked document: {0}	مثال على مستند مرتبط: {0}	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Example: Serial No {0} reserved in {1}.	مثال: تم حجز الرقم التسلسلي {0} في {1}.	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Expected Balance Qty	كمية الرصيد المتوقعة	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Expected Stock Value	قيمة المخزون المتوقعة	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Expiry	انتهاء الصلاحية	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
FIFO Queue	طابور FIFO	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
FIFO Queue vs Qty After Transaction Comparison	مقارنة طابور FIFO مع الكمية بعد المعاملة	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
FIFO Stock Queue (qty, rate)	طابور مخزون FIFO (كمية، سعر)	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
FIFO/LIFO Queue	طابور FIFO/LIFO	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Fetch Value From	جلب القيمة من	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Finished Good Quantity 	كمية المنتج النهائي	preserved-site-override (whitespace-variant drift, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Finished Item {0} does not match with Work Order {1}	الصنف النهائي {0} لا يتطابق بأمر العمل {1}	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Fix SABB Entry	إصلاح قيد SABB	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
For quantity {0} should not be greater than allowed quantity {1}	الكمية {0} يجب ألا تتجاوز الكمية المسموح بها {1}	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
For the convenience of customers, these codes can be used in print formats like Invoices and Delivery Notes	لراحة العملاء، يمكن استخدام هذه الرموز في تنسيقات الطباعة مثل الفواتير وإذونات التسليم	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
For the item {0}, the quantity should be {1} according to the BOM {2}.	للصنف {0}، يجب أن تكون الكمية {1} وفقًا لقائمة المواد {2}.	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Formula Based Criteria	معيار مبني على صيغة	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
From Voucher Detail No	من رقم تفاصيل السند	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
From Voucher No	من رقم السند	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
From Voucher Type	من نوع السند	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
From and To dates are required	تاريخا من وإلى مطلوبان	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
G - D	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-3 batch-01 owner-approved 2026-09-23
GL reposting index	فهرس إعادة ترحيل دفتر الأستاذ العام	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
GS1	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-3 batch-01 owner-approved 2026-09-23
GTIN	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Generate Stock Closing Entry	إنشاء قيد إغلاق المخزون	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Generate packing slips for packages to be delivered. Used to notify package number, package contents and its weight.	إنشاء أوراق تعبئة للطرود المراد تسليمها. تُستخدم لإخطار رقم الطرد ومحتوياته ووزنه.	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Get stops from	الحصول على المحطات من	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Goods	بضائع	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
H - F	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Has Corrective Cost	له تكلفة تصحيحية	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Has Operating Cost	له تكلفة تشغيل	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Have Default Naming Series for Batch ID?	هل توجد سلسلة تسمية افتراضية لمعرف الدفعة؟	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Height (cm)	الارتفاع (سم)	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Here are the options to proceed:	هذه خيارات المتابعة:	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Hi,	مرحبًا،	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
I - J	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-3 batch-01 owner-approved 2026-09-23
I - K	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-3 batch-01 owner-approved 2026-09-23
ISBN	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-3 batch-01 owner-approved 2026-09-23
ISBN-10	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-3 batch-01 owner-approved 2026-09-23
ISBN-13	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-3 batch-01 owner-approved 2026-09-23
ISSN	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-3 batch-01 owner-approved 2026-09-23
If checked, picked qty won't automatically be fulfilled on submit of pick list.	عند التحديد، لن تُنفذ الكمية المنتقاة تلقائيًا عند إرسال قائمة الانتقاء.	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
If enabled then system won't apply the pricing rule on the delivery note which will be create from the pick list	عند التفعيل، لن يطبق النظام قاعدة التسعير على إذن التسليم الذي سيُنشأ من قائمة الانتقاء	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
If enabled then system won't override the picked qty / batches / serial numbers / warehouse.	عند التفعيل، لن يتجاوز النظام الكمية المنتقة / الدفعات / الأرقام التسلسلية / المستودع.	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
If not, you can Cancel / Submit this entry	إذا لم يكن كذلك، يمكنك إلغاء / إرسال هذا القيد	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
If yes, then this warehouse will be used to store rejected materials	إذا نعم، فسيُستخدم هذا المستودع لتخزين المواد المرفوضة	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Ignore Closing Balance	تجاهل الرصيد الختامي	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Ignore Empty Stock	تجاهل المخزون الفارغ	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
In Transit Transfer	نقل قيد العبور	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
In Transit Warehouse	مستودع قيد العبور	quorum-confirmed (release payload row)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Include Expired Batches	تضمين الدفعات المنتهية	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
Include Zero Stock Items	تضمين أصناف المخزون الصفري	preserved-site-override (not imported, plan §12)	stage6-W6-3 batch-01 owner-approved 2026-09-23
