source_text,proposed_ar,proposed_disposition,disposition_rationale,decision_ref,locations
Net Purchase Amount {0} cannot be depreciated over {1} cycles.,لا يمكن إهلاك صافي مبلغ الشراء {0} على مدار {1} دورات.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_depreciation_schedule/deppreciation_schedule_controller.py:388
No.,رقم,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.js:299
Non Depreciable Category,فئة غير قابلة للإهلاك,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_category/asset_category.json:None
Only existing assets,الأصول الحالية فقط,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/report/fixed_asset_register/fixed_asset_register.js:43
Opening Number of Booked Depreciations,عدد الإهلاكات المسجلة افتتاحيا,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.json:None; erpnext/assets/doctype/asset_depreciation_schedule/asset_depreciation_schedule.json:None
Other Info,معلومات أخرى,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.json:None; erpnext/stock/doctype/stock_entry/stock_entry.json:None; erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json:None; erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.json:None; erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.json:None
Pick Serial / Batch,انتقاء تسلسل/دفعة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_repair_consumed_item/asset_repair_consumed_item.json:None
Please capitalize this asset before submitting.,يرجى رسملة هذا الأصل قبل الترحيل.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.js:85; erpnext/assets/doctype/asset/asset.py:248
Please disable workflow temporarily for Journal Entry {0},يرجى تعطيل مسار سير العمل مؤقتاً لقيد اليومية {0},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/depreciation.py:554
Please do not book expense of multiple assets against one single Asset.,يرجى عدم تسجيل مصروفات عدة أصول مقابل أصل واحد.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.py:556
Please select an item code before setting the warehouse.,يرجى تحديد كود الصنف قبل تحديد المستودع.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_repair/asset_repair.js:194
Please set Fixed Asset Account in Asset Category {0},يرجى تعيين حساب الأصول الثابتة في فئة الأصل {0},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/depreciation.py:729
Please set a Cost Center for the Asset or set an Asset Depreciation Cost Center for the Company {},يرجى تعيين مركز تكلفة للأصل أو تعيين مركز تكلفة إهلاك الأصول للشركة {},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.py:369
Please set default Expense Account in Company {0},يرجى تعيين حساب المصروف الافتراضي في الشركة {0},preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_repair/asset_repair.py:386
Please set opening number of booked depreciations,يرجى تعيين العدد الافتتاحي للإهلاكات المسجلة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.py:634
Please share this email with your support team so that they can find and fix the issue.,يرجى مشاركة هذا البريد الإلكتروني مع فريق الدعم الفني لديك ليتمكنوا من تشخيص المشكلة وحلها.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/depreciation.py:352
Please update Repair Status.,يرجى تحديث حالة الإصلاح.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_repair/asset_repair.py:237
Qty and Rate,الكمية والسعر,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization_service_item/asset_capitalization_service_item.json:None
Repair,إصلاح,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.json:None
Repair Asset,إصلاح الأصل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.js:120
Repair Purchase Invoices,فواتير شراء الإصلاح,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_repair/asset_repair.json:None
Restore Asset,استعادة الأصل,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.js:135
Row #{0}: Amount must be a positive number,سطر #{0}: يجب أن يكون المبلغ رقماً موجباً,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:293
Row #{0}: Consumed Asset {1} cannot be Draft,سطر #{0}: لا يمكن أن يكون الأصل المستهلك {1} مسودة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:268
Row #{0}: Consumed Asset {1} cannot be cancelled,سطر #{0}: لا يمكن أن يكون الأصل المستهلك {1} ملغى,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:271
Row #{0}: Consumed Asset {1} cannot be the same as the Target Asset,سطر #{0}: لا يمكن أن يكون الأصل المستهلك {1} هو نفسه الأصل المستهدف,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:253
Row #{0}: Consumed Asset {1} cannot be {2},سطر #{0}: لا يمكن أن يكون الأصل المستهلك {1} في حالة {2},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:262
Row #{0}: Consumed Asset {1} does not belong to company {2},سطر #{0}: الأصل المستهلك {1} لا ينتمي إلى الشركة {2},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:276
Row #{0}: Item {1} is not a service item,سطر #{0}: الصنف {1} ليس صنف خدمة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:287
Row #{0}: Item {1} is not a stock item,سطر #{0}: الصنف {1} ليس صنفاً مخزنياً,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:241
Row #{0}: Next Depreciation Date cannot be before Available-for-use Date,سطر #{0}: لا يمكن أن يكون تاريخ الإهلاك التالي قبل تاريخ الإتاحة للاستخدام,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.py:655
Row #{0}: Next Depreciation Date cannot be before Purchase Date,سطر #{0}: لا يمكن أن يكون تاريخ الإهلاك التالي قبل تاريخ الشراء,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.py:650
Row #{0}: Opening Accumulated Depreciation must be less than or equal to {1},سطر #{0}: يجب أن يكون مجمع الإهلاك الافتتاحي أقل من أو يساوي {1},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.py:627
Row #{0}: Qty must be a positive number,سطر #{0}: يجب أن تكون الكمية رقماً موجباً,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:244; erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:290
Row #{0}: Repair cost {1} exceeds available amount {2} for Purchase Invoice {3} and Account {4},سطر #{0}: تكلفة الإصلاح {1} تتجاوز المبلغ المتاح {2} لفاتورة الشراء {3} والحساب {4},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_repair/asset_repair.py:164
Row #{0}: Total Number of Depreciations cannot be less than or equal to Opening Number of Booked Depreciations,سطر #{0}: لا يمكن أن يكون إجمالي عدد الإهلاكات أقل من أو يساوي العدد الافتتاحي للإهلاكات المسجلة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.py:640
Row #{0}: {1} of {2} should be {3}. Please update the {1} or select a different account.,سطر #{0}: يجب أن يكون {1} لـ {2} هو {3}. يرجى تحديث {1} أو اختيار حساب آخر.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_category/asset_category.py:89
Row #{}: Finance Book should not be empty since you're using multiple.,سطر #{}: يجب ألا يكون دفتر التمويل فارغاً نظراً لأنك تستخدم دفاتر متعددة.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.py:416
Row #{}: Please assign task to a member.,سطر #{}: يرجى إسناد المهمة إلى عضو.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_maintenance/asset_maintenance.py:41
Row #{}: Please use a different Finance Book.,سطر #{}: يرجى استخدام دفتر تمويل مختلف.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.py:408
Row {0}: Expected Value After Useful Life must be less than Net Purchase Amount,سطر {0}: يجب أن تكون القيمة المتوقعة بعد العمر الإنتاجي أقل من صافي مبلغ الشراء,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.py:602
Row {0}: Shift cannot be changed since the depreciation has already been processed,سطر {0}: لا يمكن تغيير الوردية نظراً لأنه قد تمت معالجة الإهلاك بالفعل,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_shift_allocation/asset_shift_allocation.py:58
Row {0}: The entire expense amount for account {1} in {2} has already been allocated.,سطر {0}: تم تخصيص كامل مبلغ المصروف للحساب {1} في {2} بالفعل.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_repair/asset_repair.js:158
Salvage Value,قيمة الخردة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_finance_book/asset_finance_book.json:None
Salvage Value Percentage,نسبة قيمة الخردة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_finance_book/asset_finance_book.json:None
Scrap Asset,تخريد الأصل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.js:104
Scrap date cannot be before purchase date,لا يمكن أن يكون تاريخ التخريد قبل تاريخ الشراء,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/depreciation.py:382
Select Batch No,تحديد رقم الدفعة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_repair/asset_repair.js:234; erpnext/public/js/utils/sales_common.js:443; erpnext/stock/doctype/pick_list/pick_list.js:385
Select Serial No,تحديد الرقم التسلسلي,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_repair/asset_repair.js:234; erpnext/public/js/utils/sales_common.js:443; erpnext/stock/doctype/pick_list/pick_list.js:385
Select Serial and Batch,تحديد التسلسل والدفعة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_repair/asset_repair.js:237; erpnext/public/js/utils/sales_common.js:446; erpnext/stock/doctype/pick_list/pick_list.js:388
Select the date,حدد التاريخ,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.js:807
Sell Asset,بيع الأصل,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.js:112
Service Expense Total Amount,إجمالي مبلغ مصروف الخدمة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json:None
Service Expenses,مصروفات الخدمة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json:None
Set {0} in asset category {1} for company {2},تعيين {0} في فئة الأصل {1} للشركة {2},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.py:878
Shift,الوردية,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.js:313; erpnext/assets/doctype/depreciation_schedule/depreciation_schedule.json:None
Shift Factor,معامل الوردية,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_shift_factor/asset_shift_factor.json:None
Shift Name,اسم الوردية,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_shift_factor/asset_shift_factor.json:None
Split Asset,تقسيم الأصل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.js:128; erpnext/assets/doctype/asset/asset.js:552
Split From,تقسيم من,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.json:None
Split Qty,كمية التقسيم,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.js:558
Split Quantity must be less than Asset Quantity,يجب أن تكون كمية التقسيم أقل من كمية الأصل,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.py:1350
Target Asset,الأصل الهدف,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json:None
Target Asset {0} cannot be cancelled,لا يمكن إلغاء الأصل المستهدف {0},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:226
Target Asset {0} cannot be submitted,لا يمكن ترحيل الأصل المستهدف {0},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:224
Target Asset {0} cannot be {1},لا يمكن أن يكون الأصل المستهدف {0} في حالة {1},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:220
Target Asset {0} does not belong to company {1},الأصل المستهدف {0} لا ينتمي إلى الشركة {1},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:230
Target Asset {0} needs to be composite asset,الأصل المستهدف {0} يجب أن يكون أصلاً مركباً,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:209
Target Batch No,رقم الدفعة الهدف,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json:None
Target Fixed Asset Account,حساب الأصل الثابت الهدف,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json:None
Target Has Batch No,الهدف له رقم دفعة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json:None
Target Has Serial No,الهدف له رقم تسلسلي,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json:None
Target Incoming Rate,السعر الوارد الهدف,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json:None
Target Is Fixed Asset,الهدف أصل ثابت,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json:None
Target Item Code,كود الصنف الهدف,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json:None
Target Item {0} must be a Fixed Asset item,الصنف المستهدف {0} يجب أن يكون صنف أصل ثابت,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:191
Target Location is required for transferring Asset {0},موقع الوجهة مطلوب لنقل الأصل {0},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_movement/asset_movement.py:70
Target Location is required while receiving Asset {0},موقع الوجهة مطلوب عند استلام الأصل {0},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_movement/asset_movement.py:76
Target Qty must be a positive number,يجب أن تكون الكمية الهدف رقما موجبا,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:196
Target Serial No,الرقم التسلسلي الهدف,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json:None
Task Assignee Email,بريد المكلف بالمهمة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_maintenance_log/asset_maintenance_log.json:None
Team,الفريق,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_maintenance_team/asset_maintenance_team.json:None
The following Purchase Invoices are not submitted:,فواتير الشراء التالية غير مرحلة:,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_repair/asset_repair.py:138
The following assets have failed to automatically post depreciation entries: {0},فشلت الأصول التالية في ترحيل قيود الإهلاك تلقائياً: {0},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/depreciation.py:342
The following rows are duplicates:,الصفوف التالية مكررة:,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_repair/asset_repair.py:112
This schedule was created when Asset {0} was adjusted through Asset Value Adjustment {1}.,تم إنشاء هذا الجدول عند تعديل الأصل {0} من خلال تسوية قيمة الأصل {1}.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_value_adjustment/asset_value_adjustment.py:201
This schedule was created when Asset {0} was consumed through Asset Capitalization {1}.,تم إنشاء هذا الجدول عند استهلاك الأصل {0} من خلال رسملة الأصل {1}.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:494
This schedule was created when Asset {0} was repaired through Asset Repair {1}.,تم إنشاء هذا الجدول عند إصلاح الأصل {0} من خلال إصلاح الأصل {1}.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_repair/asset_repair.py:435
This schedule was created when Asset {0} was restored on Asset Capitalization {1}'s cancellation.,تم إنشاء هذا الجدول عند استعادة الأصل {0} عند إلغاء رسملة الأصل {1}.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.py:598
This schedule was created when Asset {0} was restored.,تم إنشاء هذا الجدول عند استعادة الأصل {0}.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/depreciation.py:456
This schedule was created when Asset {0} was scrapped.,تم إنشاء هذا الجدول عند تخريد الأصل {0}.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/depreciation.py:415
This schedule was created when Asset {0} was {1} into new Asset {2}.,تم إنشاء هذا الجدول عندما كان الأصل {0} {1} إلى أصل جديد {2}.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.py:1484
This schedule was created when Asset {0}'s Asset Value Adjustment {1} was cancelled.,تم إنشاء هذا الجدول عند إلغاء تسوية قيمة الأصل {1} للأصل {0}.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_value_adjustment/asset_value_adjustment.py:208
This schedule was created when Asset {0}'s shifts were adjusted through Asset Shift Allocation {1}.,تم إنشاء هذا الجدول عند تعديل ورديات الأصل {0} من خلال تخصيص وردية الأصل {1}.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_shift_allocation/asset_shift_allocation.py:207
"To enable Capital Work in Progress Accounting,",لتمكين محاسبة المشروعات تحت التنفيذ الرأسمالية،,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_category/asset_category.py:110
Total Asset Cost,إجمالي تكلفة الأصل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.json:None
Total Number of Booked Depreciations ,إجمالي عدد الإهلاكات المسجلة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_finance_book/asset_finance_book.json:None
Total Repair Cost,إجمالي تكلفة الإصلاح,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_repair/asset_repair.json:None
Total Value,إجمالي القيمة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_capitalization/asset_capitalization.json:None; erpnext/assets/doctype/asset_repair_consumed_item/asset_repair_consumed_item.json:None
Transfer Asset,نقل الأصل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.js:96
Transfer and Issue,نقل وإصدار,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_movement/asset_movement.json:None
Update stock must be enabled for the purchase invoice {0},يجب تفعيل خيار تحديث المخزون لفاتورة الشراء {0},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset/asset.py:466
Value Details,تفاصيل القيمة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,erpnext/assets/doctype/asset_value_adjustment/asset_value_adjustment.json:None
