source_text,proposed_ar,proposed_disposition,disposition_rationale,decision_ref,locations
Default Provisional Account,الحساب المؤقت الافتراضي,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.json:None
Default Sales Contact,جهة اتصال المبيعات الافتراضية,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.json:None
Default Stock Valuation Method,طريقة تقييم المخزون الافتراضية,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.json:None
"Default tax templates for sales, purchase and items are created.",تم إنشاء قوالب الضرائب الافتراضية للمبيعات والمشتريات والأصناف.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.js:191
Defense,الصناعات الدفاعية,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:17
Deferred Accounting,المحاسبة المؤجلة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.json:None; erpnext/stock/doctype/item/item.json:None
Dekagram/Litre,ديكاجرام/لتر,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Delete Bins,حذف الحاويات,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.json:None
Delete Leads and Addresses,حذف العملاء المحتملين والعناوين,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.json:None
Delete Transactions,حذف المعاملات,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.js:168; erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.json:None
Deleted Documents,المستندات المحذوفة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/workspace/settings/settings.json:None
Deletion in Progress!,الحذف جار!,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.py:503
Delivered At Place,تسليم في المكان المحدد,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/incoterm/incoterms.csv:10
Delivered At Place Unloaded,تسليم في المكان مع التفريغ,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/incoterm/incoterms.csv:11
Delivered Duty Paid,تسليم مع دفع الرسوم الجمركية,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/incoterm/incoterms.csv:12
Delivery Manager,مدير التسليم,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/driver/driver.json:None; erpnext/setup/doctype/vehicle/vehicle.json:None; erpnext/stock/doctype/delivery_note/delivery_note.json:None; erpnext/stock/doctype/delivery_settings/delivery_settings.json:None; erpnext/stock/doctype/delivery_trip/delivery_trip.json:None; erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.json:None
Delivery User,مستخدم التسليم,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/driver/driver.json:None; erpnext/setup/doctype/vehicle/vehicle.json:None; erpnext/stock/doctype/delivery_note/delivery_note.json:None; erpnext/stock/doctype/delivery_trip/delivery_trip.json:None; erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.json:None
Demo Bank Account,حساب مصرفي تجريبي,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/operations/install_fixtures.py:542
Demo Company,شركة تجريبية,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/global_defaults/global_defaults.json:None
Department Stores,متاجر الأقسام,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:18
Designer,مصمم,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/designation.txt:14
DocTypes should not be added manually to the 'Excluded DocTypes' table. You are only allowed to remove entries from it.,لا ينبغي إضافة أنواع المستندات يدويًا إلى جدول 'أنواع المستندات المستبعدة'. يُسمح لك فقط بحذف الإدخالات منه.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.py:78
Documentation,التوثيق,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/install.py:188
Dram,درام,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Dyne,داين,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
EMU Of Charge,وحدة كهرومغناطيسية للشحنة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
EMU of current,وحدة كهرومغناطيسية للتيار,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Electronics,الإلكترونيات,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:20
Ells (UK),إلس (بريطاني),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Email Digest Recipient,مستلم ملخص البريد,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/email_digest_recipient/email_digest_recipient.json:None
Email Digest: {0},ملخص البريد: {0},preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/email_digest/email_digest.js:15
Employee Exit,خروج الموظف,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/employee/employee.json:None
Employee Number,رقم الموظف,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/employee/employee.json:None
Ems(Pica),إمس (بيكا),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Enable Item-wise Inventory Account,تمكين حساب المخزون حسب الصنف,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.json:None
Enable Provisional Accounting For Non Stock Items,تفعيل المحاسبة التقديرية للأصناف غير المخزنية,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.json:None
Encashment Date,تاريخ الصرف النقدي,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/employee/employee.json:None
Energy,الطاقة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:21
Engineer,مهندس,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/designation.txt:15
Enter a name for this Holiday List.,أدخل اسمًا لقائمة العطلات هذه.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/holiday_list/holiday_list.js:50
Entertainment & Leisure,الترفيه والتسلية,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:22
Erg,إرج,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Ex Works,تسليم المصنع,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/incoterm/incoterms.csv:2
Exchange Gain / Loss,ربح/خسارة الصرف,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.json:None
Exchange Rate Revaluation Settings,إعدادات إعادة تقييم سعر الصرف,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.json:None
Excluded DocTypes,أنواع المستندات المستثناة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.json:None
Executive Assistant,مساعد تنفيذي,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/designation.txt:16
Executive Search,استقطاب الكفاءات التنفيذية,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:23
Exhibition,معرض,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/marketing_source.txt:5
Existing Customer,عميل حالي,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/marketing_source.txt:1
FIFO,الأول داخل أول خارج,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.json:None; erpnext/stock/doctype/item/item.json:None; erpnext/stock/doctype/stock_settings/stock_settings.json:None
Fahrenheit,فهرنهايت,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
"Failed to erase demo data, please delete the demo company manually.",فشل مسح البيانات التجريبية، يُرجى حذف الشركة التجريبية يدويًا.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/demo.py:54
Failed to setup defaults for country {0}. Please contact support.,فشل إعداد الإعدادات الافتراضية للبلد {0}. يُرجى الاتصال بالدعم الفني.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.py:862
Faraday,فاراداي,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Fathom,قامة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Finance Manager,مدير مالي,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/designation.txt:17
Financial Services,الخدمات المالية,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:24
Fixed Asset Defaults,إعدادات الأصول الثابتة الافتراضية,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.json:None
Fluid Ounce (UK),أونصة سائلة (بريطانية),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Fluid Ounce (US),أونصة سائلة (أمريكية),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
"Food, Beverage & Tobacco",الأغذية والمشروبات والتبغ,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:25
Foot,قدم,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Foot Of Water,قدم ماء,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Foot/Minute,قدم/دقيقة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Foot/Second,قدم/ثانية,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
For service item,للصنف الخدمي,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/company/company.json:None
Frappe School,مدرسة فرابي,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/install.py:200
Free Alongside Ship,تسليم بجانب السفينة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/incoterm/incoterms.csv:4
Free Carrier,تسليم للناقل,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/incoterm/incoterms.csv:3
Free On Board,تسليم على ظهر السفينة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/incoterm/incoterms.csv:5
Furlong,فرلونغ,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Gallon (UK),جالون (بريطاني),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Gallon Dry (US),جالون جاف (أمريكي),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Gallon Liquid (US),جالون سائل (أمريكي),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Gamma,غاما,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Gauss,غاوس,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Grain,حبة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Grain/Cubic Foot,حبة/قدم مكعب,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Grain/Gallon (UK),حبة/جالون (بريطاني),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Grain/Gallon (US),حبة/جالون (أمريكي),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Gram,جرام,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Gram-Force,,EXCEPTION-technical,Technical UOM/force unit token; retain vendor rendering; no catalog release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Gram/Cubic Centimeter,جرام/سنتيمتر مكعب,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Gram/Cubic Meter,جرام/متر مكعب,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Gram/Cubic Millimeter,جرام/مليمتر مكعب,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Gram/Litre,جرام/لتر,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Grocery,البقالة والمواد الغذائية,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:26
Hand,شبر,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Head of Marketing and Sales,رئيس التسويق والمبيعات,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/designation.txt:19
Health Care,الرعاية الصحية,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:27
Hectare,هكتار,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Hectogram/Litre,هكتوجرام/لتر,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Hectometer,هكتومتر,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Hectopascal,هكتوباسكال,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
"Here, you can select a senior of this Employee. Based on this, Organization Chart will be populated.",هنا يمكنك تحديد المسؤول المباشر لهذا الموظف. وبناءً على ذلك، سيتم ملء الهيكل التنظيمي.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/employee/employee.js:134
Hertz,هرتز,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Holiday Date {0} added multiple times,تاريخ العطلة {0} تمت إضافته عدة مرات,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/holiday_list/holiday_list.py:162
Holidays,العطلات,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/holiday_list/holiday_list.json:None
Horsepower,حصان,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Horsepower-Hours,,EXCEPTION-technical,Technical UOM/force unit token; retain vendor rendering; no catalog release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Hour,ساعة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Hundredweight (UK),قنطار (بريطاني),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Hundredweight (US),قنطار (أمريكي),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Iches Of Water,بوصة ماء,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Implementation Partner,شريك التنفيذ,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/sales_partner_type.txt:6
Import Data,استيراد البيانات,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/workspace/home/home.json:None; erpnext/setup/workspace/settings/settings.json:None
Inch,بوصة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Inch Pound-Force,بوصة رطل-قوة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Inch/Minute,بوصة/دقيقة,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Inch/Second,بوصة/ثانية,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Inches Of Mercury,بوصة زئبق,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Initialize Summary Table,تهيئة جدول الملخص,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/transaction_deletion_record/transaction_deletion_record.json:None
Internal,داخلي,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/operations/install_fixtures.py:300
Internet Publishing,النشر عبر الإنترنت,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:28
Investment Banking,الخدمات المصرفية الاستثمارية,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/industry_type.txt:29
Is Half Day,نصف يوم,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/holiday/holiday.json:None; erpnext/setup/doctype/holiday_list/holiday_list.json:None
Item Group wise Discount,خصم حسب مجموعة الأصناف,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/authorization_rule/authorization_rule.json:None
Joining,الانضمام,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/doctype/employee/employee.json:None
Joule,جول,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Joule/Meter,جول/متر,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Kelvin,كلفن,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Kg,كجم,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Kiloampere,كيلو أمبير,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Kilocalorie,كيلو سعرة حرارية,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Kilocoulomb,كيلو كولوم,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
Kilogram-Force,,EXCEPTION-technical,Technical UOM/force unit token; retain vendor rendering; no catalog release.,stage6-W6-5 Setup owner-approved 2026-09-24,erpnext/setup/setup_wizard/data/uom_data.json:None
