source_text,classification,location,suppression_rationale,ai_r_ref,length,app,suggested_ar
Show Labels,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),11,frappe,
Show Links,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),10,frappe,
Show all activity,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),17,frappe,
Source Code,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),11,frappe,
State Properties,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),16,frappe,
Tab Label,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),9,frappe,
Theme Changed,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),13,frappe,
This Month,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),10,frappe,
This Quarter,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),12,frappe,
This Week,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),9,frappe,
This Year,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),9,frappe,
Time Interval,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),13,frappe,
Timeless Night,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),14,frappe,
To version,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),10,frappe,
Translate Data,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),14,frappe,
Translate values,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),16,frappe,
Try Again,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),9,frappe,
Undo last action,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),16,frappe,
Upload Image,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),12,frappe,
Upload file,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),11,frappe,
Upload {0} files,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),16,frappe,
User Changed,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),12,frappe,
Watch Tutorial,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),14,frappe,
Watch Video,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),11,frappe,
Website Settings,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),16,frappe,
Workflow Builder,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),16,frappe,
XMLHttpRequest Error,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),20,frappe,
You Liked,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),9,frappe,
You attached {0},translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),16,frappe,
You created this,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),16,frappe,
You last edited this,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),20,frappe,
You viewed this,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),15,frappe,
(Mandatory),translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),11,frappe,
1 Day,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),5,frappe,
1 hour,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),6,frappe,
1 of 2,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),6,frappe,
1 row from {0},translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),14,frappe,
1 row to {0},translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),12,frappe,
30 minutes,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),10,frappe,
4 hours,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),7,frappe,
Apps,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),4,frappe,
Attachment Limit Reached,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),24,frappe,
Autoincrement,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),13,frappe,
Automatic,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),9,frappe,
BCC,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),3,frappe,
Blue,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),4,frappe,
Both login and password required,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),32,frappe,
Build,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),5,frappe,
Choose a block or continue typing,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),33,frappe,
Click on a file to select it.,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),29,frappe,
Configure columns for {0},translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),25,frappe,
Connections,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),11,frappe,
Copied {0} {1} to clipboard,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),27,frappe,
Count of linked documents,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),25,frappe,
Country,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),7,frappe,البلد
Current,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),7,frappe,
Customizations Discarded,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),24,frappe,
Cyan,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),4,frappe,
Database Row Size Utilization,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),29,frappe,
Deleting {0} records...,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),23,frappe,
Delimiter must be a single character,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),36,frappe,
Dependencies & Licenses,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),23,frappe,
Descendants Of (inclusive),translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),26,frappe,
Display Depends On (JS),translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),23,frappe,
Do not warn me again about {0},translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),30,frappe,
Doctype,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),7,frappe,
Document has been cancelled,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),27,frappe,
Document has been submitted,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),27,frappe,
Document is in draft state,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),26,frappe,
Documents,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),9,frappe,
Double click to edit label,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),26,frappe,
Drag and drop files here or upload from,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),39,frappe,
Enter a name for this {0},translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),25,frappe,
Error in Client Script,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),22,frappe,
Error in Client Script.,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),23,frappe,
Events,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),6,frappe,
Experimental,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),12,frappe,
Feedback,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),8,frappe,
Field Orientation (Left-Right),translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),30,frappe,
Field Orientation (Top-Down),translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),28,frappe,
Filters:,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),8,frappe,
Fit,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),3,frappe,
Following fields have missing values,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),36,frappe,
Generate Random Password,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),24,frappe,
Greater Than Or Equal To,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),24,frappe,
Green,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),5,frappe,
Include hidden columns,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),22,frappe,
Instagram,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),9,frappe,
Invalid values for fields:,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),26,frappe,
Less Than Or Equal To,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),21,frappe,
Let us continue with the onboarding,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),35,frappe,
Library,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),7,frappe,
LinkedIn,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),8,frappe,
Lists,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),5,frappe,
Login Failed please try again,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),29,frappe,
Mandatory fields required:,translation-candidate,in-ledger (no vendor PO location match),,AI-R: confirm prior-approved exclusion at W6-0b AI-R pass (stage6-w60b AI-R record),26,frappe,
