source_text,suggested_ar,locations,area,has_pre_filled
Unreserve for Raw Materials,إلغاء حجز المواد الخام,erpnext/manufacturing/doctype/production_plan/production_plan.js:295,manufacturing,1
Unreserve for Sub-assembly,إلغاء حجز التجميع الفرعي,erpnext/manufacturing/doctype/production_plan/production_plan.js:269,manufacturing,1
Updated via 'Time Log' (In Minutes),,erpnext/manufacturing/doctype/work_order_operation/work_order_operation.json:None,manufacturing,0
Updating Work Order status,جار تحديث حالة أمر العمل,erpnext/manufacturing/doctype/work_order/work_order.js:1102,manufacturing,1
Use Default Warehouse,استخدام المستودع الافتراضي,erpnext/manufacturing/report/material_requirements_planning_report/material_requirements_planning_report.js:146,manufacturing,1
Validate Components and Quantities Per BOM,التحقق من المكونات والكميات حسب قائمة المواد,erpnext/manufacturing/doctype/manufacturing_settings/manufacturing_settings.json:None,manufacturing,1
View BOM Update Log,عرض سجل تحديث قائمة المواد,erpnext/manufacturing/doctype/bom_update_tool/bom_update_tool.js:25,manufacturing,1
View Data Based on,عرض البيانات بناء على,erpnext/manufacturing/report/material_requirements_planning_report/material_requirements_planning_report.js:93,manufacturing,1
View MRP,عرض تخطيط متطلبات المواد,erpnext/manufacturing/doctype/master_production_schedule/master_production_schedule.js:65,manufacturing,1
Voucher Detail Reference,مرجع تفاصيل السند,erpnext/manufacturing/doctype/work_order_item/work_order_item.json:None,manufacturing,1
WIP WH,مستودع تحت التشغيل,erpnext/manufacturing/doctype/work_order_operation/work_order_operation.json:None,manufacturing,1
WIP Work Orders,أوامر عمل تحت التشغيل,erpnext/manufacturing/workspace/manufacturing/manufacturing.json:None,manufacturing,1
"Warehouse {0} is not allowed for Sales Order {1}, it should be {2}",,erpnext/manufacturing/doctype/work_order/work_order.py:234,manufacturing,0
"When a parent warehouse is chosen, the system conducts Project Qty checks against the associated child warehouses",,erpnext/manufacturing/doctype/production_plan/production_plan.json:None,manufacturing,0
Work Order / Subcontract PO,أمر عمل / أمر شراء مقاول باطن,erpnext/manufacturing/doctype/production_plan/production_plan.js:144,manufacturing,1
Work Order Consumed Materials,مواد أمر العمل المستهلكة,erpnext/manufacturing/report/work_order_consumed_materials/work_order_consumed_materials.json:None; erpnext/manufacturing/workspace/manufacturing/manufacturing.json:None,manufacturing,1
Work Order {0} created,,erpnext/manufacturing/report/material_requirements_planning_report/material_requirements_planning_report.py:1372,manufacturing,0
Workstation Cost,تكلفة محطة العمل,erpnext/manufacturing/doctype/workstation_cost/workstation_cost.json:None,manufacturing,1
Workstation Dashboard,لوحة محطة العمل,erpnext/manufacturing/doctype/workstation/workstation.json:None,manufacturing,1
Workstation Operating Component,مكون تشغيل محطة العمل,erpnext/manufacturing/doctype/workstation_operating_component/workstation_operating_component.json:None,manufacturing,1
Workstation Operating Component Account,حساب مكون تشغيل محطة العمل,erpnext/manufacturing/doctype/workstation_operating_component_account/workstation_operating_component_account.json:None,manufacturing,1
Workstation Status,حالة محطة العمل,erpnext/manufacturing/doctype/workstation/workstation.json:None,manufacturing,1
Workstation Type,نوع محطة العمل,erpnext/manufacturing/doctype/bom_operation/bom_operation.json:None; erpnext/manufacturing/doctype/job_card/job_card.json:None; erpnext/manufacturing/doctype/work_order_operation/work_order_operation.json:None; erpnext/manufacturing/doctype/workstation/workstation.json:None; erpnext/manufacturing/doctype/workstation_type/workstation_type.json:None; erpnext/manufacturing/workspace/manufacturing/manufacturing.json:None,manufacturing,1
Workstations,محطات العمل,erpnext/manufacturing/doctype/plant_floor/plant_floor.json:None,manufacturing,1
"You can set it as a machine name or operation type. For example, stiching machine 12",,erpnext/manufacturing/doctype/workstation/workstation.js:59,manufacturing,0
You can't make any changes to Job Card since Work Order is closed.,,erpnext/manufacturing/doctype/job_card/job_card.py:1211,manufacturing,0
You cannot change the rate if BOM is mentioned against any Item.,,erpnext/manufacturing/doctype/bom/bom.js:698,manufacturing,0
as a percentage of finished item quantity,,erpnext/manufacturing/doctype/bom/bom.js:966,manufacturing,0
material_request_item,,erpnext/manufacturing/doctype/production_plan_item/production_plan_item.json:None,manufacturing,0
temporary name,,erpnext/manufacturing/doctype/production_plan_item/production_plan_item.json:None,manufacturing,0
via BOM Update Tool,,erpnext/manufacturing/doctype/bom_update_log/bom_updation_utils.py:41,manufacturing,0
{0} Operating Cost for operation {1},,erpnext/manufacturing/doctype/bom/bom.py:1560,manufacturing,0
{0} items lost during process.,,erpnext/manufacturing/doctype/work_order/work_order.js:494,manufacturing,0
