source_text	translated_text	quorum_decision	decision_ref
Preview:	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Select Workspace	تحديد مساحة العمل	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Show sidebar	إظهار الشريط الجانبي	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Welcome Workspace	مساحة عمل الترحيب	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Workspace Chart	رسم بياني لمساحة العمل	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Workspace Custom Block	كتلة مخصصة لمساحة العمل	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Workspace Manager	مدير مساحة العمل	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Workspace Number Card	بطاقة أرقام مساحة العمل	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Workspace Settings	إعدادات مساحة العمل	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Workspace Setup Completed	اكتمل إعداد مساحة العمل	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Workspace Shortcut	اختصار مساحة العمل	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Workspace Visibility	ظهور مساحة العمل	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
API Keys	مفاتيح واجهة برمجة التطبيقات (API)	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
API Logging	تسجيل واجهة برمجة التطبيقات (API)	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
API Request Log	سجل طلبات واجهة برمجة التطبيقات (API)	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
About Us Settings	إعدادات من نحن	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Accepted At	قُبل في	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Action Label	تسمية الإجراء	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Active Directory	دليل Active Directory	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Address Line 1	سطر العنوان 1	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Address Line 2	سطر العنوان 2	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
After Insert	بعد الإدراج	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Allow Bulk Editing	السماح بالتحرير الجماعي	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Allow comments	السماح بالتعليقات	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Allow print	السماح بالطباعة	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Allowed Modules	الوحدات المسموح بها	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Allowed Roles	الأدوار المسموح بها	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Alternative Email ID	معرف البريد الإلكتروني البديل	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Always BCC Address	عنوان النسخة المخفية (BCC) دائمًا	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Amended Documents	المستندات المُعدَّلة	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Amended From	مُعدَّل من	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Announcement Widget	عنصر واجهة الإعلانات	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Anonymization Matrix	مصفوفة إخفاء الهوية	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Anonymous responses	ردود مجهولة المصدر	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
App ID	معرف التطبيق	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
App Logo	شعار التطبيق	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Applicable For	ينطبق على	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Applies To (DocType)	ينطبق على (DocType)	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Apply To	تطبيق على	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Attachment Settings	إعدادات المرفقات	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Audit System Hooks	خطافات نظام التدقيق	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Audit Trail	مسار التدقيق	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Authorization URI	معرف URI للتفويض	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Authorize API Access	تفويض الوصول إلى واجهة برمجة التطبيقات (API)	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Auto Repeat Day	يوم التكرار التلقائي	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Auto Repeat Schedule	جدول التكرار التلقائي	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Auto Repeat User	مستخدم التكرار التلقائي	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Backups (MB)	النسخ الاحتياطية (ميجابايت)	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Bad Cron Expression	تعبير Cron غير صالح	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Based On	بناءً على	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Basic Info	المعلومات الأساسية	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Before Validate	قبل التحقق	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Binary Logging	التسجيل الثنائي	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Bufferpool Size	حجم تجمع التخزين المؤقت (Bufferpool)	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Build {0}	بناء {0}	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Button Color	لون الزر	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Cannot Fetch Values	تعذر جلب القيم	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Card Break	فاصل البطاقات	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Changed at	تغير في	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Changed by	تغير بواسطة	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
Changelog Feed	موجز سجل التغييرات	quorum-confirmed (release payload row)	stage6-W6-0b batch-3 owner-approved 2026-09-22
