source_text,proposed_ar,proposed_disposition,disposition_rationale,decision_ref,locations
Run parallel job cards in a workstation,تشغيل بطاقات عمل متوازية في محطة عمل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/workstation/workstation.json:None
Sales Forecast,توقع المبيعات,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/master_production_schedule/master_production_schedule.json:None; erpnext/manufacturing/doctype/sales_forecast/sales_forecast.json:None; erpnext/manufacturing/workspace/manufacturing/manufacturing.json:None
Sales Forecast Item,عنصر توقع المبيعات,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/sales_forecast_item/sales_forecast_item.json:None
Sales Order Reference,مرجع أمر البيع,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/production_plan_item_reference/production_plan_item_reference.json:None
Sales Order Status,حالة أمر البيع,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/production_plan/production_plan.json:None
Scan Job Card Qrcode,مسح رمز الاستجابة السريعة لبطاقة العمل,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/workstation/workstation.js:127; erpnext/manufacturing/doctype/workstation/workstation.js:154
Scheduled Time Logs,سجلات الوقت المجدولة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/job_card/job_card.json:None
Scrap & Process Loss,الهالك وخسارة العملية,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/bom/bom.json:None
Scrap Item Code,كود صنف الهالك,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/job_card_scrap_item/job_card_scrap_item.json:None
Scrap Item Name,اسم صنف الهالك,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/job_card_scrap_item/job_card_scrap_item.json:None
Select Corrective Operation,تحديد عملية تصحيحية,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/job_card/job_card.js:533
Select Warehouses to get Stock for Materials Planning,تحديد المستودعات لجلب المخزون لتخطيط المواد,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/production_plan/production_plan.js:551
Select the Default Workstation where the Operation will be performed. This will be fetched in BOMs and Work Orders.,حدد محطة العمل الافتراضية التي سيتم تنفيذ العملية فيها. سيتم جلب هذا في قوائم المواد وأوامر العمل.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/operation/operation.js:25
Select the Item to be manufactured.,حدد الصنف المراد تصنيعه.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/work_order/work_order.js:1121
"Select the Item to be manufactured. The Item name, UoM, Company, and Currency will be fetched automatically.",حدد الصنف المراد تصنيعه. سيتم جلب اسم الصنف ووحدة القياس والشركة والعملة تلقائيًا.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/bom/bom.js:928
Select the Warehouse,حدد المستودع,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/production_plan/production_plan.js:432; erpnext/manufacturing/doctype/production_plan/production_plan.js:445
Select the raw materials (Items) required to manufacture the Item,حدد المواد الخام (الأصناف) المطلوبة لتصنيع الصنف,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/bom/bom.js:947
Semi Finished Good / Finished Good,منتج نصف نهائي/منتج نهائي,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/job_card/job_card.json:None
Semi Finished Goods / Finished Goods,منتجات نصف نهائية/منتجات نهائية,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/work_order_operation/work_order_operation.json:None
Set Finished Good Quantity,تعيين كمية المنتج النهائي,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/job_card/job_card.js:404; erpnext/manufacturing/doctype/job_card/job_card.js:473
Set Operating Cost / Scrap Items From Sub-assemblies,تعيين تكلفة التشغيل / أصناف الخردة من التجميعات الفرعية,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/manufacturing_settings/manufacturing_settings.json:None
Set Operating Cost Based On BOM Quantity,تعيين تكلفة التشغيل بناء على كمية قائمة المواد,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/bom_operation/bom_operation.json:None
Set Parent Row No in Items Table,تعيين رقم الصف الأب في جدول الأصناف,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/bom_creator/bom_creator.py:90
Set Process Loss Item Quantity,تعيين كمية صنف خسارة العملية,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/bom/bom.js:974
Set Valuation Rate Based on Source Warehouse,تعيين سعر التقييم بناء على مستودع المصدر,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/bom_creator/bom_creator.json:None
Set quantity of process loss item:,تعيين كمية صنف الفاقد في العملية:,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/bom/bom.js:964
Set the Planned Start Date (an Estimated Date at which you want the Production to begin),تعيين تاريخ البدء المخطط (تاريخ تقديري ترغب في بدء الإنتاج فيه),PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/work_order/work_order.js:1178
Setting {0} is required,الإعداد {0} مطلوب,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/bom/bom.py:1127; erpnext/manufacturing/doctype/work_order/work_order.py:1445
Show in Bucket View,إظهار في عرض الحاويات,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/report/material_requirements_planning_report/material_requirements_planning_report.js:88
Skip Material Transfer to WIP,تخطي نقل المواد إلى تحت التشغيل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/job_card/job_card.json:None
Source Warehouse {0} must be same as Customer Warehouse {1} in the Subcontracting Inward Order.,مستودع المصدر {0} يجب أن يكون متطابقًا مع مستودع العميل {1} في أمر المقاولة من الباطن الوارد.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/work_order/work_order.py:282
Standard Description,الوصف القياسي,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/report/bom_explorer/bom_explorer.py:73
Start Job,بدء العمل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/job_card/job_card.js:215; erpnext/manufacturing/doctype/workstation/workstation.js:124
Status Illustration,رسم توضيحي للحالة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/workstation/workstation.json:None
Stock Entry {0} has created,تم إنشاء قيد المخزون {0},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/job_card/job_card.py:1370
Stock Partially Reserved,مخزون محجوز جزئيا,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/work_order/work_order.json:None
Stock Reservation,حجز المخزون,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/production_plan/production_plan.js:263; erpnext/manufacturing/doctype/production_plan/production_plan.js:271; erpnext/manufacturing/doctype/production_plan/production_plan.js:277; erpnext/manufacturing/doctype/production_plan/production_plan.js:289; erpnext/manufacturing/doctype/production_plan/production_plan.js:297; erpnext/manufacturing/doctype/production_plan/production_plan.js:303; erpnext/manufacturing/doctype/work_order/work_order.js:896; erpnext/manufacturing/doctype/work_order/work_order.js:905; erpnext/manufacturing/doctype/work_order/work_order.js:912; erpnext/manufacturing/doctype/work_order/work_order_dashboard.py:14; erpnext/public/js/stock_reservation.js:12; erpnext/selling/doctype/sales_order/sales_order.js:94; erpnext/selling/doctype/sales_order/sales_order.js:109; erpnext/selling/doctype/sales_order/sales_order.js:122; erpnext/selling/doctype/sales_order/sales_order.js:250; erpnext/stock/doctype/pick_list/pick_list.js:150; erpnext/stock/doctype/pick_list/pick_list.js:165; erpnext/stock/doctype/pick_list/pick_list.js:170; erpnext/stock/doctype/stock_entry/stock_entry_dashboard.py:12; erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py:719; erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:674; erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1236; erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1643; erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1656; erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1670; erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1684; erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1698; erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1715; erpnext/stock/doctype/stock_settings/stock_settings.json:None; erpnext/stock/doctype/stock_settings/stock_settings.py:178; erpnext/stock/doctype/stock_settings/stock_settings.py:190; erpnext/stock/doctype/stock_settings/stock_settings.py:204; erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.js:182; erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.js:195; erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.js:207; erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.js:220; erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order_dashboard.py:14
Stock Reserved,المخزون محجوز,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/work_order/work_order.json:None
Stock Reserved Qty,كمية المخزون المحجوزة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/material_request_plan_item/material_request_plan_item.json:None; erpnext/manufacturing/doctype/production_plan_sub_assembly_item/production_plan_sub_assembly_item.json:None; erpnext/manufacturing/doctype/work_order_item/work_order_item.json:None
Sub Assemblies & Raw Materials,التجميعات الفرعية والمواد الخام,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/bom_creator/bom_creator.json:None
Sub Assembly Item Code,كود صنف التجميع الفرعي,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/production_plan_sub_assembly_item/production_plan_sub_assembly_item.json:None
Sub Assembly Item Reference,مرجع صنف التجميع الفرعي,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/material_request_plan_item/material_request_plan_item.json:None
Sub Assembly Items,أصناف التجميع الفرعي,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/production_plan/production_plan.json:None
Sub Assembly Warehouse,مستودع التجميع الفرعي,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/production_plan/production_plan.json:None
Sub Operation,عملية فرعية,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/job_card/job_card.js:349; erpnext/manufacturing/doctype/job_card_time_log/job_card_time_log.json:None; erpnext/manufacturing/doctype/sub_operation/sub_operation.json:None
Sub Operations,عمليات فرعية,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/job_card/job_card.json:None; erpnext/manufacturing/doctype/operation/operation.json:None
Sub assembly item references are missing. Please fetch the sub assemblies and raw materials again.,مراجع صنف التجميع الفرعي مفقودة. يرجى جلب التجميعات الفرعية والمواد الخام مرة أخرى.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/production_plan/production_plan.py:600
Subcontracting BOM,قائمة مواد مقاول الباطن,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/workspace/manufacturing/manufacturing.json:None; erpnext/subcontracting/doctype/subcontracting_bom/subcontracting_bom.json:None
Subcontracting Inward Order,أمر استلام مقاولات باطن,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/work_order/work_order.json:None; erpnext/selling/doctype/sales_order/sales_order.js:1005; erpnext/stock/doctype/stock_entry/stock_entry.json:None; erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.json:None; erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json:None; erpnext/subcontracting/workspace/subcontracting/subcontracting.json:None
Subcontracting Inward Order Item,بند أمر استلام مقاولات باطن,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/work_order/work_order.json:None; erpnext/subcontracting/doctype/subcontracting_inward_order_item/subcontracting_inward_order_item.json:None
Subcontracting Receipt,إيصال استلام مقاولات باطن,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/workspace/manufacturing/manufacturing.json:None; erpnext/stock/doctype/landed_cost_item/landed_cost_item.json:None; erpnext/stock/doctype/landed_cost_purchase_receipt/landed_cost_purchase_receipt.json:None; erpnext/stock/doctype/purchase_receipt/purchase_receipt.json:None; erpnext/stock/doctype/quality_inspection/quality_inspection.json:None; erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.js:530; erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.json:None; erpnext/subcontracting/workspace/subcontracting/subcontracting.json:None
Supply,العرض,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/report/material_requirements_planning_report/material_requirements_planning_report.py:315; erpnext/manufacturing/report/material_requirements_planning_report/material_requirements_planning_report.py:380
System will automatically create the serial numbers / batch for the Finished Good on submission of work order,سيقوم النظام تلقائيًا بإنشاء الأرقام التسلسلية / رقم الدفعة للمنتج التام عند تقديم أمر العمل,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/manufacturing_settings/manufacturing_settings.json:None
Target Warehouse Reservation Error,خطأ في حجز مستودع الهدف,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/work_order/work_order.py:237
Target Warehouse is required before Submit,مستودع الهدف مطلوب قبل التقديم,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/work_order/work_order.py:737
Target Warehouse {0} must be same as Delivery Warehouse {1} in the Subcontracting Inward Order Item.,مستودع الهدف {0} يجب أن يكون متطابقًا مع مستودع التسليم {1} في بند أمر المقاولة من الباطن الوارد.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/work_order/work_order.py:298
The Company {0} of Sales Forecast {1} does not match with the Company {2} of Master Production Schedule {3}.,الشركة {0} لتوقعات المبيعات {1} لا تتطابق مع الشركة {2} لجدول الإنتاج الرئيسي {3}.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/master_production_schedule/master_production_schedule.py:74
The default BOM for that item will be fetched by the system. You can also change the BOM.,سيتم جلب قائمة المواد الافتراضية لهذا الصنف بواسطة النظام. يمكنك أيضًا تغيير قائمة المواد.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/work_order/work_order.js:1126
The job card {0} is in {1} state and you cannot complete.,بطاقة العمل {0} في حالة {1} ولا يمكنك إكمالها.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/workstation/workstation.py:549
The job card {0} is in {1} state and you cannot start it again.,بطاقة العمل {0} في حالة {1} ولا يمكنك بدءها مرة أخرى.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/workstation/workstation.py:543
The operation {0} can not add multiple times,العملية {0} لا يمكن إضافتها عدة مرات,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/operation/operation.py:43
The operation {0} can not be the sub operation,العملية {0} لا يمكن أن تكون العملية الفرعية,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/operation/operation.py:48
The user will be able to transfer additional materials from the store to the Work in Progress (WIP) warehouse.,سيتمكن المستخدم من تحويل مواد إضافية من المخزن إلى مستودع التشغيل قيد التنفيذ (WIP).,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/manufacturing_settings/manufacturing_settings.json:None
The warehouse where you store finished Items before they are shipped.,المستودع الذي تخزن فيه الأصناف التامة قبل شحنها.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/work_order/work_order.js:1154
The {0} {1} is used to calculate the valuation cost for the finished good {2}.,{0} {1} يُستخدم لحساب تكلفة التقييم للمنتج التام {2}.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/job_card/job_card.py:875
This is a Template BOM and will be used to make the work order for {0} of the item {1},هذه قائمة مواد نموذجية وسيتم استخدامها لإنشاء أمر العمل لـ {0} من الصنف {1},PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/bom/bom.js:241
Time in mins.,الوقت بالدقائق.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/operation/operation.json:None
To Delivery Date,إلى تاريخ التسليم,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/production_plan/production_plan.json:None
To add Operations tick the 'With Operations' checkbox.,"لإضافة عمليات، حدد مربع الاختيار ""مع العمليات"".",PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/bom/bom.js:942
To add subcontracted Item's raw materials if include exploded items is disabled.,لإضافة المواد الخام لأصناف المقاولة من الباطن عند تعطيل خيار تضمين مكونات قائمة المواد الموسعة.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/production_plan/production_plan.js:740
To include non-stock items in the material request planning. i.e. Items for which 'Maintain Stock' checkbox is unticked.,"لتضمين الأصناف غير المخزنية في تخطيط طلبات المواد. أي الأصناف التي تم إلغاء تحديد خانة ""الحفاظ على المخزون"" لها.",PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/production_plan/production_plan.js:733
Total Operation Time,إجمالي وقت العملية,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/operation/operation.json:None
Total Time (in Mins),إجمالي الوقت (بالدقائق),preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/report/cost_of_poor_quality_report/cost_of_poor_quality_report.py:130
Total Working Hours,إجمالي ساعات العمل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/workstation/workstation.json:None; erpnext/projects/doctype/timesheet/timesheet.json:None
Track Semi Finished Goods,تتبع المنتجات نصف النهائية,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/bom/bom.json:None; erpnext/manufacturing/doctype/job_card/job_card.json:None; erpnext/manufacturing/doctype/work_order/work_order.json:None
Transfer Extra Raw Materials to WIP (%),نقل مواد خام إضافية إلى تحت التشغيل (%),preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/manufacturing_settings/manufacturing_settings.json:None
Transfer From Warehouses,النقل من المستودعات,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/production_plan/production_plan.js:458
Transfer Materials,نقل المواد,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/workstation/workstation_job_card.html:92
Transferred Raw Materials,المواد الخام المنقولة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/job_card/job_card.json:None
Type of Material,نوع المادة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/report/material_requirements_planning_report/material_requirements_planning_report.js:75
Unreserve,إلغاء الحجز,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/work_order/work_order.js:903; erpnext/selling/doctype/sales_order/sales_order.js:107; erpnext/stock/doctype/pick_list/pick_list.js:156; erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.js:193
Unreserve for Raw Materials,إلغاء حجز المواد الخام,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/production_plan/production_plan.js:295
Unreserve for Sub-assembly,إلغاء حجز التجميع الفرعي,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 02 pending-owner-approval 2026-09-24,erpnext/manufacturing/doctype/production_plan/production_plan.js:269
