source_text	translated_text	quorum_decision	decision_ref
Cyan	سماوي	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Database Row Size Utilization	استخدام حجم صفوف قاعدة البيانات	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Deleting {0} records...	جارٍ حذف {0} سجلات...	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Delimiter must be a single character	يجب أن يكون الفاصل حرفًا واحدًا	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Dependencies & Licenses	الاعتماديات والتراخيص	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Descendants Of (inclusive)	النسل من (شامل)	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Display Depends On (JS)	العرض يعتمد على (JS)	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Do not warn me again about {0}	لا تحذّرني مرة أخرى بشأن {0}	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Doctype	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Document has been cancelled	تم إلغاء المستند	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Document has been submitted	تم ترحيل المستند	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Document is in draft state	المستند في حالة مسودة	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Documents	المستندات	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Double click to edit label	انقر مرتين لتعديل الملصق	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Drag and drop files here or upload from	اسحب وأفلت الملفات هنا أو ارفع من	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Enter a name for this {0}	أدخل اسمًا لـ {0}	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Error in Client Script	خطأ في السكربت العميل	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Error in Client Script.	خطأ في السكربت العميل.	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Events	الأحداث	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Experimental	تجريبي	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Feedback	التغذية الراجعة	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Field Orientation (Left-Right)	اتجاه الحقل (يسار-يمين)	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Field Orientation (Top-Down)	اتجاه الحقل (أعلى-أسفل)	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Filters:	عوامل التصفية:	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Fit	ملاءمة	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Following fields have missing values	الحقول التالية بها قيم مفقودة	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Generate Random Password	توليد كلمة مرور عشوائية	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Greater Than Or Equal To	أكبر من أو يساوي	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Green	أخضر	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Include hidden columns	تضمين الأعمدة المخفية	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Instagram	إنستغرام	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Invalid values for fields:	قيم غير صالحة للحقول:	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Less Than Or Equal To	أصغر من أو يساوي	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Let us continue with the onboarding	لنكمل الإعداد التمهيدي	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Library	المكتبة	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
LinkedIn	لينكدإن	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Lists	القوائم	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Login Failed please try again	فشل تسجيل الدخول، يرجى المحاولة مرة أخرى	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
Mandatory fields required:	الحقول الإلزامية المطلوبة:	quorum-confirmed (release payload row)	stage6-W6-0b batch-2 owner-approved 2026-09-22
