source_text,translated_text,quorum_decision,disposition_rationale,decision_ref,scope_sha256,proposal_sha256
Post Route Key List,قائمة مفاتيح مسار المنشور,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Potential Sales Deal,صفقة مبيعات محتملة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Probability,الاحتمال,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Probability (%),الاحتمال (%),"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Prospect,فرصة بيع,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Prospect Lead,عميل محتمل لفرصة بيع,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Prospect Opportunity,فرصة لفرصة بيع,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Prospect Owner,مالك فرصة البيع,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Prospect {0} already exists,,DEFERRED-source-defect,CRM Prospect entity terminology is unresolved; defer until the canonical Prospect term is approved.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Purposes Required,الأغراض مطلوبة,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Qualification Status,حالة التأهيل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Qualified,مؤهل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Qualified By,تم التأهيل بواسطة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Qualified on,تم التأهيل في,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Quot/Lead %,نسبة عروض الأسعار/العملاء المحتملين %,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Raised By,مرفوع بواسطة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Resolution Date,تاريخ الحل,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Resolution Details,تفاصيل الحل,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Resolution Due,استحقاق الحل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Resolved By,تم الحل بواسطة,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Response and Resolution,الاستجابة والحل,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
"Row {0}: To set {1} periodicity, difference between from and to date must be greater than or equal to {2}",الصف {0}: لتعيين دورية {1}، يجب أن يكون الفرق بين تاريخ البدء وتاريخ الانتهاء أكبر من أو يساوي {2},quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
SLA Fulfilled On,تم استيفاء اتفاقية مستوى الخدمة عند,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
SLA Fulfilled On Status,حالة استيفاء اتفاقية مستوى الخدمة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
SLA Paused On,تم إيقاف اتفاقية مستوى الخدمة عند,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
SLA will be applied if {1} is set as {2}{3},سيتم تطبيق اتفاقية مستوى الخدمة إذا تم تعيين {1} كـ {2}{3},quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
SLA will be applied on every {0},سيتم تطبيق اتفاقية مستوى الخدمة على كل {0},quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Sales Pipeline Analytics,تحليلات مسار المبيعات,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Service Level Agreement for {0} {1} already exists.,اتفاقية مستوى الخدمة لـ {0} {1} موجودة بالفعل.,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Service Level Name,اسم مستوى الخدمة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Set Response Time for Priority {0} in row {1}.,,DEFERRED-source-defect,Vendor source defect: the same message is used when resolution time is missing; defer until the source key is split or corrected upstream.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Settings for Selling Module,إعدادات وحدة البيع,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Signee,الموقع,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
"Simple Python Expression, Example: doc.status == 'Open' and doc.issue_type == 'Bug'",تعبير بايثون بسيط، مثال: doc.status == 'Open' and doc.issue_type == 'Bug',quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Stage,المرحلة,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Start Time can't be greater than or equal to End Time for {0}.,لا يمكن أن يكون وقت البدء أكبر من أو مساويًا لوقت الانتهاء لـ {0}.,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Status Details,تفاصيل الحالة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Territory Wise Sales,المبيعات حسب المنطقة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
The Document Type {0} must have a Status field to configure Service Level Agreement,يجب أن يحتوي نوع المستند {0} على حقل الحالة لتهيئة اتفاقية مستوى الخدمة,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Time slot is not available,الفترة الزمنية غير متاحة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
To Date is mandatory,تاريخ إلى إلزامي,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Total Issues,إجمالي البلاغات,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Unqualified,غير مؤهل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Update the modified timestamp on new communications received in Lead & Opportunity.,تحديث الطابع الزمني للتعديل عند تلقي اتصالات جديدة في العميل المحتمل والفرصة.,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Update timestamp on new communication,تحديث الطابع الزمني عند اتصال جديد,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
Visits,الزيارات,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
fieldname,,"EXCEPTION-technical (empty, vendor rendering retained)",code identifier / technical defect token in sales_pipeline_analytics (keep vendor rendering; no translation),content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
or its descendants,أو توابعه,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
{} Open,{} مفتوح,quorum-confirmed-payload,Corrected AI draft; requires renewed independent A1/A2/A3 quorum before release.,content:docs/translation/stage6_w606_crm_support_maintenance_content_evidence_2026-09-24.txt,a77b43a908859c0aea3e2c58525ec3765772c09af8617f1f17fb8c8bf12833f9,d8a2a8df2c040434b82d4d813f96e510e454b0f11114a31cf709db62bf60f266
