source_text,translated_text,quorum_decision,disposition_rationale,decision_ref,proposal_sha256
Inactive Status,حالة غير نشطة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Include Safety Stock in Required Qty Calculation,تضمين مخزون الأمان في حساب الكمية المطلوبة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Instruction,تعليمات,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Invalid Process Loss Configuration,تهيئة فاقد التصنيع غير صالحة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Is Additional Item,صنف إضافي,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Is Corrective Job Card,بطاقة عمل تصحيحية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Is Corrective Operation,عملية تصحيحية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Is Expandable,قابل للتوسيع,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Is Final Finished Good,منتج نهائي أخير,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Is Paused,متوقف مؤقتا,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Is Phantom BOM,قائمة مواد وهمية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Is Phantom Item,صنف وهمي,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Is Stock Item,صنف مخزني,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Is Sub Assembly Item,صنف تجميع فرعي,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Item Code (Final Product),كود الصنف (المنتج النهائي),"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Item Lead Time,مدة توريد الصنف,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Item and Warehouse,الصنف والمستودع,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Item to Manufacture,الصنف المطلوب تصنيعه,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Item {0} cannot be added as a sub-assembly of itself,لا يمكن إضافة الصنف {0} كتجميع فرعي لنفسه,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Item {0} cannot be ordered more than {1} against Blanket Order {2}.,لا يمكن طلب الصنف {0} بأكثر من {1} مقابل الأمر الشامل {2}.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Item {0} is not a subcontracted item,الصنف {0} ليس صنفاً من الباطن,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Job Capacity,سعة العمل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Job Card Operation,عملية بطاقة العمل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Job Card Scheduled Time,وقت بطاقة العمل المجدول,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Job Card Scrap Item,صنف هالك بطاقة العمل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Job Card and Capacity Planning,بطاقة العمل وتخطيط السعة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Job Card {0} has been completed,تم إكمال بطاقة العمل {0},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Job Cards,بطاقات العمل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Kindly cancel the Manufacturing Entries first against the work order {0}.,يرجى إلغاء قيود التصنيع أولاً مقابل أمر العمل {0}.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Learn Manufacturing,تعلم التصنيع,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Level (BOM),المستوى (قائمة المواد),"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
MPS Generated,تم إنشاء خطة الإنتاج الرئيسية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
MRP Log documents are being created in the background.,يتم إنشاء مستندات سجل تخطيط متطلبات المواد في الخلفية.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Main Item Code,كود الصنف الرئيسي,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Make Purchase / Work Order,إنشاء أمر شراء/عمل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Make Serial No / Batch from Work Order,إنشاء رقم تسلسلي/دفعة من أمر العمل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Make Subcontracting PO,إنشاء أمر شراء مقاول باطن,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Make Transfer Entry,إنشاء قيد نقل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Manufactured Items Value,قيمة الأصناف المصنعة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Manufacturing BOM,قائمة مواد التصنيع,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Manufacturing Type,نوع التصنيع,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Master Production Schedule,خطة الإنتاج الرئيسية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Master Production Schedule Item,عنصر خطة الإنتاج الرئيسية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Material Requirements Planning,تخطيط متطلبات المواد,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Material Requirements Planning Report,تقرير تخطيط متطلبات المواد,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Materials needs to be transferred to the work in progress warehouse for the job card {0},يجب نقل المواد إلى مستودع الأعمال قيد التنفيذ لبطاقة العمل {0},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Max Producible Qty,أقصى كمية قابلة للإنتاج,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Missing value,قيمة مفقودة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Move Stock,نقل المخزون,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Multi-level BOM Creator,منشئ قائمة مواد متعددة المستويات,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
New Version,إصدار جديد,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
No Purchase Orders were created,لم يتم إنشاء أوامر شراء,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
No Work Orders were created,لم يتم إنشاء أوامر عمل,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
No items are available in sales orders {0} for production,لا توجد أصناف متوفرة في أوامر البيع {0} للإنتاج,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
No items are available in the sales order {0} for production,لا توجد أصناف متوفرة في أمر البيع {0} للإنتاج,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
No open Material Requests found for the given criteria.,لم يتم العثور على طلبات مواد مفتوحة للمعايير المحددة.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
No sales data found for the selected items.,لم يتم العثور على بيانات مبيعات للأصناف المحددة.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Not permitted to make Purchase Orders,غير مسموح بإنشاء أوامر شراء,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Number of Weeks / Months,عدد الأسابيع/الأشهر,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
On Hand,متاح,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Once the Work Order is Closed. It can't be resumed.,بمجرد إغلاق أمر العمل، لا يمكن استئنافه.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Open BOM {0},فتح قائمة المواد {0},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Open Item {0},فتح الصنف {0},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Open Orders,الأوامر المفتوحة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Open Work Order {0},فتح أمر العمل {0},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Operating Component,مكوّن التشغيل,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Operating Components Cost,تكلفة مكونات التشغيل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Operating Cost Per BOM Quantity,تكلفة التشغيل لكل كمية قائمة مواد,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Operating Costs (Per Hour),تكاليف التشغيل (لكل ساعة),"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Operation & Materials,العملية والمواد,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Operation Row ID,معرف صف العملية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Operation Row Id,معرف صف العملية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
Operation time does not depend on quantity to produce,وقت العملية لا يعتمد على الكمية المراد إنتاجها,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Manufacturing Batch 01 owner-approved 2026-09-24,d64adaa6f9d6d201623dfbd4156dd414c000abd389d3864643994aba3bbfdfb9
