source_text	translated_text	quorum_decision	decision_ref
Enable Cut-Off Date on Bulk Delivery Note Creation	تفعيل تاريخ القطع عند إنشاء أذونات التسليم الجماعية	quorum-confirmed (release payload row)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Enable Discount Accounting for Selling	تمكين محاسبة الخصم للبيع	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Fetched only {0} available serial numbers.	تم جلب {0} من أرقام تسلسلية متاحة فقط.	quorum-confirmed (release payload row)	stage6-W6-2 batch-01 owner-approved 2026-09-22
First Delivery Date	تاريخ أول تسليم	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
From Due Date	من تاريخ الاستحقاق	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
From Opportunity	من الفرصة	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
From Prospect	من فرصة البيع	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Get Customer Group Details	جلب تفاصيل مجموعة العملاء	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Get Delivery Schedule	جلب جدول التسليم	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Has Alternative Item	له صنف بديل	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Hide Recent Orders	إخفاء الطلبات الأخيرة	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
If enabled, additional ledger entries will be made for discounts in a separate Discount Account	عند التفعيل، ستُنشأ قيود دفتر إضافية للخصومات في حساب خصم منفصل	quorum-confirmed (release payload row)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Ignore Pricing Rule is enabled. Cannot apply coupon code.	تم تمكين تجاهل قاعدة التسعير. لا يمكن تطبيق كود القسيمة.	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Inter Company Purchase Order	أمر شراء بين الشركات	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Inter Transfer Reference	مرجع النقل الداخلي	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Internal Customer	عميل داخلي	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Internal Customer for company {0} already exists	يوجد عميل داخلي بالفعل للشركة {0}	quorum-confirmed (release payload row)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Internal Purchase Order	أمر شراء داخلي	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Invalid Delivery Date	تاريخ تسليم غير صالح	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Invalid Discount	خصم غير صالح	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Invalid Group By	تجميع حسب غير صالح	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Invalid Return	مرتجع غير صالح	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Is Alternative	بديل	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Item Cart	سلة الأصناف	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Item is removed since no serial / batch no selected.	تمت إزالة الصنف لعدم اختيار رقم تسلسلي / دفعة.	quorum-confirmed (release payload row)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Item {0} has no Serial No. Only serialized items can have delivery based on Serial No	الصنف {0} ليس له رقم تسلسلي. الأصناف المسلسلة فقط يمكن تسليمها برقم تسلسلي	quorum-confirmed (release payload row)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Last transacted	آخر تعامل	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Learn Sales Management	تعرّف على إدارة المبيعات	quorum-confirmed (release payload row)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Link with Supplier	ربط مع مورد	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Linking to Supplier Failed. Please try again.	فشل الربط بالمورد. يرجى المحاولة مرة أخرى.	quorum-confirmed (release payload row)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Lost Quotations	عروض الأسعار المفقودة	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Lost Quotations %	نسبة عروض الأسعار المفقودة	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Lost Value	القيمة المفقودة	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Lost Value %	نسبة القيمة المفقودة	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Mention if non-standard Receivable account	اذكر إذا كان حساب المدينون غير قياسي	quorum-confirmed (release payload row)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Multiple Loyalty Programs found for Customer {}. Please select manually.	تم العثور على برامج ولاء متعددة للعميل {}. يرجى الاختيار يدويًا.	quorum-confirmed (release payload row)	stage6-W6-2 batch-01 owner-approved 2026-09-22
New Invoice	فاتورة جديدة	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
No items in cart	لا توجد أصناف في السلة	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
No of Deliveries	عدد التسليمات	quorum-confirmed (release payload row)	stage6-W6-2 batch-01 owner-approved 2026-09-22
No recent transactions found	لم يتم العثور على معاملات حديثة	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Non-Zeros	غير الأصفار	quorum-confirmed (release payload row)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Not Requested	غير مطلوب	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Only Value available for Payment Entry	القيمة المتاحة فقط لقيد الدفع	quorum-confirmed (release payload row)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Opportunities by Campaign	الفرص حسب الحملة	quorum-confirmed (release payload row)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Opportunities by Medium	الفرص حسب الوسيط	quorum-confirmed (release payload row)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Opportunities by Source	الفرص حسب المصدر	quorum-confirmed (release payload row)	stage6-W6-2 batch-01 owner-approved 2026-09-22
POS Closed	تم إغلاق نقطة البيع	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
POS Opening Entry Cancelled	تم إلغاء قيد فتح نقطة البيع	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
POS Opening Entry has been cancelled. Please refresh the page.	تم إلغاء قيد فتح نقطة البيع. يرجى تحديث الصفحة.	quorum-confirmed (release payload row)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Party Specific Item	صنف خاص بالجهة	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Payment Terms Status for Sales Order	حالة شروط الدفع لأمر البيع	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Picked Qty (in Stock UOM)	الكمية المنتقاة (بوحدة قياس المخزون)	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Please enter a valid quantity	يرجى إدخال كمية صالحة	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Price is not set for the item.	لم يتم تعيين سعر للصنف.	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Production Plan Qty	كمية خطة الإنتاج	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Quoted Amount	المبلغ المعروض	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Recent Orders	الطلبات الحديثة	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Recent Transactions	المعاملات الحديثة	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Remaining Amount	المبلغ المتبقي	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Returned	مرتجع	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
SO Total Qty	إجمالي كمية أمر البيع	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Sales Order Schedule	جدول أمر البيع	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Sales Update Frequency in Company and Project	تكرار تحديث المبيعات في الشركة والمشروع	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Sales Value	قيمة المبيعات	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Search by item code, serial number or barcode	البحث بكود الصنف أو الرقم التسلسلي أو الباركود	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Select Alternative Items for Sales Order	تحديد أصناف بديلة لأمر البيع	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Select Items up to Delivery Date	تحديد الأصناف حتى تاريخ التسليم	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Select a Payment Method.	تحديد طريقة دفع.	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Select an invoice to load summary data	حدد فاتورة لتحميل بيانات الملخص	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Set Supplier	تعيين المورد	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Set Warehouse	تعيين المستودع	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Show only the Immediate Upcoming Term	إظهار الشرط القادم مباشرة فقط	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Stock Reserved Qty (in Stock UOM)	كمية المخزون المحجوزة (بوحدة قياس المخزون)	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Subcontracting Inward	استلام مقاولات الباطن	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Subcontracting Inward Settings	إعدادات استلام مقاولات باطن	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Supplier Number	رقم المورد	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Supplier Number At Customer	رقم المورد لدى العميل	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Supplier Numbers	أرقام الموردين	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Supplier Required	المورد مطلوب	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Time Taken to Deliver	الوقت المستغرق للتسليم	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
To Due Date	إلى تاريخ الاستحقاق	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Total Items	إجمالي الأصناف	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Total Sales Amount	إجمالي مبلغ المبيعات	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Update Additional Information	تحديث المعلومات الإضافية	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
Use Prices from Default Price List as Fallback	استخدام أسعار قائمة الأسعار الافتراضية كاحتياط	preserved-site-override (not imported, plan §12)	stage6-W6-2 batch-01 owner-approved 2026-09-22
