source_text	translated_text	quorum_decision	decision_ref
SQL	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-1 owner-approved 2026-09-22
Section must have at least one column	يجب أن يحتوي القسم على عمود واحد على الأقل	quorum-confirmed (release payload row)	stage6-W6-0b batch-1 owner-approved 2026-09-22
Unknown	غير معروف	quorum-confirmed (release payload row)	stage6-W6-0b batch-1 owner-approved 2026-09-22
chrome	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-1 owner-approved 2026-09-22
Loading Filters...	جارٍ تحميل عوامل التصفية...	quorum-confirmed (release payload row)	stage6-W6-0b batch-1 owner-approved 2026-09-22
Banker's Rounding	تقريب البنوك	quorum-confirmed (release payload row)	stage6-W6-0b batch-1 owner-approved 2026-09-22
COLOR PICKER	منتقي الألوان	quorum-confirmed (release payload row)	stage6-W6-0b batch-1 owner-approved 2026-09-22
Column Width	عرض العمود	quorum-confirmed (release payload row)	stage6-W6-0b batch-1 owner-approved 2026-09-22
Commercial Rounding	تقريب تجاري	quorum-confirmed (release payload row)	stage6-W6-0b batch-1 owner-approved 2026-09-22
Ctrl + Down	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-1 owner-approved 2026-09-22
Ctrl + Up	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-1 owner-approved 2026-09-22
Data Clipped	البيانات مقصوصة	quorum-confirmed (release payload row)	stage6-W6-0b batch-1 owner-approved 2026-09-22
Deleting {0}...	جارٍ حذف {0}...	quorum-confirmed (release payload row)	stage6-W6-0b batch-1 owner-approved 2026-09-22
Editing Row	تحرير صف	quorum-confirmed (release payload row)	stage6-W6-0b batch-1 owner-approved 2026-09-22
Executing Code	تنفيذ الشيفرة	quorum-confirmed (release payload row)	stage6-W6-0b batch-1 owner-approved 2026-09-22
Insert Above	إدراج أعلى	quorum-confirmed (release payload row)	stage6-W6-0b batch-1 owner-approved 2026-09-22
No rows	لا توجد صفوف	quorum-confirmed (release payload row)	stage6-W6-0b batch-1 owner-approved 2026-09-22
Please specify	يرجى التحديد	quorum-confirmed (release payload row)	stage6-W6-0b batch-1 owner-approved 2026-09-22
Read Only Mode	وضع القراءة فقط	quorum-confirmed (release payload row)	stage6-W6-0b batch-1 owner-approved 2026-09-22
Reload File	إعادة تحميل الملف	quorum-confirmed (release payload row)	stage6-W6-0b batch-1 owner-approved 2026-09-22
Reset to default	إعادة تعيين للافتراضي	quorum-confirmed (release payload row)	stage6-W6-0b batch-1 owner-approved 2026-09-22
Show All	إظهار الكل	quorum-confirmed (release payload row)	stage6-W6-0b batch-1 owner-approved 2026-09-22
Use HTML	استخدام HTML	quorum-confirmed (release payload row)	stage6-W6-0b batch-1 owner-approved 2026-09-22
Web Page URL	رابط صفحة الويب	quorum-confirmed (release payload row)	stage6-W6-0b batch-1 owner-approved 2026-09-22
1 = True & 0 = False	1 = صحيح و 0 = خطأ	quorum-confirmed (release payload row)	stage6-W6-0b batch-1 owner-approved 2026-09-22
A0	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-1 owner-approved 2026-09-22
A1	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-1 owner-approved 2026-09-22
A2	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-1 owner-approved 2026-09-22
A3	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-1 owner-approved 2026-09-22
A5	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-1 owner-approved 2026-09-22
A6	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-1 owner-approved 2026-09-22
