source_text,translated_text,quorum_decision,disposition_rationale,decision_ref,proposal_sha256
Is Composite Asset,أصل مركب,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Is Composite Component,مكون مركب,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Is Fully Depreciated,مهلك بالكامل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Maintain Asset,صيانة الأصل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Maintenance Details,تفاصيل الصيانة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Make Asset Movement,إنشاء حركة أصل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Manage,إدارة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Missing Finance Book,دفتر مالي مفقود,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Missing Serial No Bundle,حزمة الأرقام التسلسلية مفقودة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Movement,الحركة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Net Purchase Amount,صافي مبلغ الشراء,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Net Purchase Amount is mandatory,صافي مبلغ الشراء إلزامي,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Net Purchase Amount {0} cannot be depreciated over {1} cycles.,لا يمكن إهلاك صافي مبلغ الشراء {0} على مدار {1} دورات.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
No.,رقم,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Non Depreciable Category,فئة غير قابلة للإهلاك,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Only existing assets,الأصول الحالية فقط,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Opening Number of Booked Depreciations,عدد الإهلاكات المسجلة افتتاحيا,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Other Info,معلومات أخرى,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Pick Serial / Batch,انتقاء تسلسل/دفعة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Please capitalize this asset before submitting.,يرجى رسملة هذا الأصل قبل الترحيل.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Please disable workflow temporarily for Journal Entry {0},يرجى تعطيل مسار سير العمل مؤقتاً لقيد اليومية {0},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Please do not book expense of multiple assets against one single Asset.,يرجى عدم تسجيل مصروفات عدة أصول مقابل أصل واحد.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Please select an item code before setting the warehouse.,يرجى تحديد كود الصنف قبل تحديد المستودع.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Please set Fixed Asset Account in Asset Category {0},يرجى تعيين حساب الأصول الثابتة في فئة الأصل {0},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Please set a Cost Center for the Asset or set an Asset Depreciation Cost Center for the Company {},يرجى تعيين مركز تكلفة للأصل أو تعيين مركز تكلفة إهلاك الأصول للشركة {},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Please set default Expense Account in Company {0},يرجى تعيين حساب المصروف الافتراضي في الشركة {0},"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Please set opening number of booked depreciations,يرجى تعيين العدد الافتتاحي للإهلاكات المسجلة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Please share this email with your support team so that they can find and fix the issue.,يرجى مشاركة هذا البريد الإلكتروني مع فريق الدعم الفني لديك ليتمكنوا من تشخيص المشكلة وحلها.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Please update Repair Status.,يرجى تحديث حالة الإصلاح.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Qty and Rate,الكمية والسعر,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Repair,إصلاح,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Repair Asset,إصلاح الأصل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Repair Purchase Invoices,فواتير شراء الإصلاح,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Restore Asset,استعادة الأصل,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Row #{0}: Amount must be a positive number,سطر #{0}: يجب أن يكون المبلغ رقماً موجباً,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Row #{0}: Consumed Asset {1} cannot be Draft,سطر #{0}: لا يمكن أن يكون الأصل المستهلك {1} مسودة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Row #{0}: Consumed Asset {1} cannot be cancelled,سطر #{0}: لا يمكن أن يكون الأصل المستهلك {1} ملغى,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Row #{0}: Consumed Asset {1} cannot be the same as the Target Asset,سطر #{0}: لا يمكن أن يكون الأصل المستهلك {1} هو نفسه الأصل المستهدف,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Row #{0}: Consumed Asset {1} cannot be {2},سطر #{0}: لا يمكن أن يكون الأصل المستهلك {1} في حالة {2},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Row #{0}: Consumed Asset {1} does not belong to company {2},سطر #{0}: الأصل المستهلك {1} لا ينتمي إلى الشركة {2},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Row #{0}: Item {1} is not a service item,سطر #{0}: الصنف {1} ليس صنف خدمة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Row #{0}: Item {1} is not a stock item,سطر #{0}: الصنف {1} ليس صنفاً مخزنياً,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Row #{0}: Next Depreciation Date cannot be before Available-for-use Date,سطر #{0}: لا يمكن أن يكون تاريخ الإهلاك التالي قبل تاريخ الإتاحة للاستخدام,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Row #{0}: Next Depreciation Date cannot be before Purchase Date,سطر #{0}: لا يمكن أن يكون تاريخ الإهلاك التالي قبل تاريخ الشراء,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Row #{0}: Opening Accumulated Depreciation must be less than or equal to {1},سطر #{0}: يجب أن يكون مجمع الإهلاك الافتتاحي أقل من أو يساوي {1},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Row #{0}: Qty must be a positive number,سطر #{0}: يجب أن تكون الكمية رقماً موجباً,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Row #{0}: Repair cost {1} exceeds available amount {2} for Purchase Invoice {3} and Account {4},سطر #{0}: تكلفة الإصلاح {1} تتجاوز المبلغ المتاح {2} لفاتورة الشراء {3} والحساب {4},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Row #{0}: Total Number of Depreciations cannot be less than or equal to Opening Number of Booked Depreciations,سطر #{0}: لا يمكن أن يكون إجمالي عدد الإهلاكات أقل من أو يساوي العدد الافتتاحي للإهلاكات المسجلة,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Row #{0}: {1} of {2} should be {3}. Please update the {1} or select a different account.,سطر #{0}: يجب أن يكون {1} لـ {2} هو {3}. يرجى تحديث {1} أو اختيار حساب آخر.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Row #{}: Finance Book should not be empty since you're using multiple.,سطر #{}: يجب ألا يكون دفتر التمويل فارغاً نظراً لأنك تستخدم دفاتر متعددة.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Row #{}: Please assign task to a member.,سطر #{}: يرجى إسناد المهمة إلى عضو.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Row #{}: Please use a different Finance Book.,سطر #{}: يرجى استخدام دفتر تمويل مختلف.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Row {0}: Expected Value After Useful Life must be less than Net Purchase Amount,سطر {0}: يجب أن تكون القيمة المتوقعة بعد العمر الإنتاجي أقل من صافي مبلغ الشراء,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Row {0}: Shift cannot be changed since the depreciation has already been processed,سطر {0}: لا يمكن تغيير الوردية نظراً لأنه قد تمت معالجة الإهلاك بالفعل,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Row {0}: The entire expense amount for account {1} in {2} has already been allocated.,سطر {0}: تم تخصيص كامل مبلغ المصروف للحساب {1} في {2} بالفعل.,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Salvage Value,قيمة الخردة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Salvage Value Percentage,نسبة قيمة الخردة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Scrap Asset,تخريد الأصل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Scrap date cannot be before purchase date,لا يمكن أن يكون تاريخ التخريد قبل تاريخ الشراء,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Select Batch No,تحديد رقم الدفعة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Select Serial No,تحديد الرقم التسلسلي,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Select Serial and Batch,تحديد التسلسل والدفعة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Select the date,حدد التاريخ,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Sell Asset,بيع الأصل,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Service Expense Total Amount,إجمالي مبلغ مصروف الخدمة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Service Expenses,مصروفات الخدمة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Set {0} in asset category {1} for company {2},تعيين {0} في فئة الأصل {1} للشركة {2},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Shift,الوردية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Shift Factor,معامل الوردية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Shift Name,اسم الوردية,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Split Asset,تقسيم الأصل,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Split From,تقسيم من,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Split Qty,كمية التقسيم,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Split Quantity must be less than Asset Quantity,يجب أن تكون كمية التقسيم أقل من كمية الأصل,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Target Asset,الأصل الهدف,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Target Asset {0} cannot be cancelled,لا يمكن إلغاء الأصل المستهدف {0},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Target Asset {0} cannot be submitted,لا يمكن ترحيل الأصل المستهدف {0},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Target Asset {0} cannot be {1},لا يمكن أن يكون الأصل المستهدف {0} في حالة {1},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Target Asset {0} does not belong to company {1},الأصل المستهدف {0} لا ينتمي إلى الشركة {1},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Target Asset {0} needs to be composite asset,الأصل المستهدف {0} يجب أن يكون أصلاً مركباً,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Target Batch No,رقم الدفعة الهدف,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Target Fixed Asset Account,حساب الأصل الثابت الهدف,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Target Has Batch No,الهدف له رقم دفعة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Target Has Serial No,الهدف له رقم تسلسلي,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Target Incoming Rate,السعر الوارد الهدف,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Target Is Fixed Asset,الهدف أصل ثابت,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Target Item Code,كود الصنف الهدف,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Target Item {0} must be a Fixed Asset item,الصنف المستهدف {0} يجب أن يكون صنف أصل ثابت,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Target Location is required for transferring Asset {0},موقع الوجهة مطلوب لنقل الأصل {0},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Target Location is required while receiving Asset {0},موقع الوجهة مطلوب عند استلام الأصل {0},quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Target Qty must be a positive number,يجب أن تكون الكمية الهدف رقما موجبا,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Target Serial No,الرقم التسلسلي الهدف,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Task Assignee Email,بريد المكلف بالمهمة,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
Team,الفريق,"preserved-site-override (not imported, plan §12)",Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
The following Purchase Invoices are not submitted:,فواتير الشراء التالية غير مرحلة:,quorum-confirmed-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-6 Assets owner-approved 2026-09-24,521f1eb620b6c403f3cce91fd4ec280f86ad46f427ae6c1e194199c0242762ab
