source_text,proposed_ar,proposed_disposition,disposition_rationale,decision_ref,locations
Raw Materials Actions,إجراءات المواد الخام,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.json:None
Raw Materials Required,المواد الخام المطلوبة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json:None
Raw Materials to Customer,مواد خام إلى العميل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.js:136
Reset Raw Materials Table,إعادة تعيين جدول المواد الخام,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.json:None
Return Against Subcontracting Receipt,مرتجع مقابل إيصال مقاولات باطن,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.json:None
Row #{0}: Accepted Warehouse is mandatory for the accepted Item {1},الصف رقم {0}: مستودع الأصناف المقبولة إلزامي للصنف {1}.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.py:527
Row #{0}: Finished Good reference is mandatory for Scrap Item {1}.,الصف رقم {0}: مرجع الصنف النهائي إلزامي لصنف الخردة {1}.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.py:515
Row #{0}: Rejected Qty cannot be set for Scrap Item {1}.,الصف رقم {0}: لا يمكن تحديد كمية مرفوضة لصنف الخردة {1}.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.py:508
Row #{0}: Scrap Item Qty cannot be zero,الصف رقم {0}: لا يمكن أن تكون كمية صنف الخردة صفرًا.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.py:503
Row {0}: Accepted Qty and Rejected Qty can't be zero at the same time.,الصف {0}: لا يمكن أن تكون الكمية المقبولة والكمية المرفوضة صفرًا في الوقت نفسه.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.py:273
Scrap Cost Per Qty,تكلفة الهالك لكل كمية,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_receipt_item/subcontracting_receipt_item.json:None
Scrap Items Generated,أصناف الهالك المنشأة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json:None
Select Job Worker Address,تحديد عنوان منفذ العمل,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.json:None
Serial and Batch Details,تفاصيل التسلسل والدفعة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_receipt_item/subcontracting_receipt_item.json:None
Service Cost Per Qty,تكلفة الخدمة لكل كمية,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_order_item/subcontracting_order_item.json:None; erpnext/subcontracting/doctype/subcontracting_receipt_item/subcontracting_receipt_item.json:None
Service Item,عنصر الخدمة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_bom/subcontracting_bom.json:None
Service Item Qty,كمية عنصر الخدمة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_bom/subcontracting_bom.json:None
Service Item Qty / Finished Good Qty,كمية عنصر الخدمة / كمية المنتج النهائي,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_bom/subcontracting_bom.json:None
Service Item UOM,وحدة قياس عنصر الخدمة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_bom/subcontracting_bom.json:None
Service Item {0} is disabled.,الصنف الخدمي {0} معطّل.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_bom/subcontracting_bom.py:64
Service Item {0} must be a non-stock item.,يجب أن يكون الصنف الخدمي {0} غير مخزني.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_bom/subcontracting_bom.py:67; erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.py:175
Service Items,عناصر الخدمة,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json:None; erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.json:None
Set Delivery Warehouse,تعيين مستودع التسليم,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json:None
Sets 'Accepted Warehouse' in each row of the Items table.,يحدد مستودع الأصناف المقبولة في كل صف من جدول الأصناف.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.json:None
Sets 'Rejected Warehouse' in each row of the Items table.,يحدد مستودع الأصناف المرفوضة في كل صف من جدول الأصناف.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.json:None
Sets 'Reserve Warehouse' in each row of the Supplied Items table.,يحدد مستودع الحجز في كل صف من جدول الأصناف الموردة.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.json:None
Stock Reservation Entries created,تم إنشاء قيود حجز المخزون.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.py:445
Subcontract Return,مرتجع مقاولات باطن,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.js:83
Subcontracting Conversion Factor,معامل تحويل مقاولات الباطن,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_inward_order_item/subcontracting_inward_order_item.json:None; erpnext/subcontracting/doctype/subcontracting_order_item/subcontracting_order_item.json:None
Subcontracting Inward Order Count,عدد أوامر استلام مقاولات باطن,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/workspace/subcontracting/subcontracting.json:None
Subcontracting Inward Order Received Item,بند مستلم لأمر استلام مقاولات باطن,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_inward_order_received_item/subcontracting_inward_order_received_item.json:None
Subcontracting Inward Order Scrap Item,بند هالك لأمر استلام مقاولات باطن,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_inward_order_scrap_item/subcontracting_inward_order_scrap_item.json:None
Subcontracting Inward Order Service Item,بند خدمة لأمر استلام مقاولات باطن,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_inward_order_service_item/subcontracting_inward_order_service_item.json:None
Subcontracting Order Item,بند أمر مقاولات باطن,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_order_item/subcontracting_order_item.json:None; erpnext/subcontracting/doctype/subcontracting_receipt_item/subcontracting_receipt_item.json:None
Subcontracting Order Service Item,بند خدمة أمر مقاولات باطن,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_order_service_item/subcontracting_order_service_item.json:None
Subcontracting Order Supplied Item,بند مورد لأمر مقاولات باطن,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.js:235; erpnext/subcontracting/doctype/subcontracting_order_supplied_item/subcontracting_order_supplied_item.json:None
Subcontracting Outward Order,أمر إرسال مقاولات باطن,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/workspace/subcontracting/subcontracting.json:None
Subcontracting Outward Order Count,عدد أوامر إرسال مقاولات باطن,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/workspace/subcontracting/subcontracting.json:None
Subcontracting Purchase Order,أمر شراء مقاول باطن,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_order/subcontracting_order.json:None
Subcontracting Receipt Supplied Item,بند مورد لإيصال مقاولات باطن,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_receipt_supplied_item/subcontracting_receipt_supplied_item.json:None
Subcontracting Sales Order,أمر بيع مقاول باطن,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_inward_order/subcontracting_inward_order.json:None
There is already an active Subcontracting BOM {0} for the Finished Good {1}.,توجد بالفعل قائمة مواد مقاول الباطن {0} للصنف النهائي {1}.,PROPOSED-payload,AI draft; requires independent A1/A2/A3 quorum before release.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_bom/subcontracting_bom.py:77
Warehouse Details,تفاصيل المستودع,preserved-site-override,Preserve the exact live v16.localhost Site Override; do not import or replace.,stage6-W6-4 Projects + BOQ owner-approved 2026-09-24,erpnext/subcontracting/doctype/subcontracting_order_item/subcontracting_order_item.json:None
