source_text,proposed_ar,proposed_disposition,disposition_rationale,decision_ref,locations
Pickup To time should be greater than Pickup From time,يجب أن يكون وقت انتهاء الاستلام بعد وقت بدايته,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/shipment/shipment.py:106
Pickup Type,نوع الاستلام,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/shipment/shipment.json:None
Pickup from,وقت بدء الاستلام,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/shipment/shipment.json:None
Pickup to,وقت انتهاء الاستلام,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/shipment/shipment.json:None
Please attach CSV file,يرجى إرفاق ملف CSV,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.js:128
Please check the error message and take necessary actions to fix the error and then restart the reposting again.,يُرجى مراجعة رسالة الخطأ واتخاذ الإجراءات اللازمة لإصلاحه، ثم إعادة بدء الترحيل.,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.py:524
Please contact any of the following users to {} this transaction.,يُرجى التواصل مع أحد المستخدمين التاليين لإجراء {} لهذه المعاملة.,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.py:342
Please create Landed Cost Vouchers against Invoices that have 'Update Stock' enabled.,يُرجى إنشاء سندات تكاليف الوصول للفواتير التي فُعّل فيها خيار 'تحديث المخزون'.,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.py:132
"Please delete Product Bundle {0}, before merging {1} into {2}",يُرجى حذف حزمة المنتج {0} قبل دمج {1} في {2},PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/item/item.py:654
Please enable Use Old Serial / Batch Fields to make_bundle,يُرجى تفعيل «استخدام حقول الرقم التسلسلي/الدفعة القديمة» لإنشاء الحزمة.,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/pick_list/pick_list.py:282
Please enable {0} in the {1}.,يُرجى تفعيل {0} في {1}.,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:673
Please enter Shipment Parcel information,يُرجى إدخال بيانات طرد الشحنة,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/shipment/shipment.py:85
Please enter serial nos,يرجى إدخال الأرقام التسلسلية,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.js:132
"Please first set Last Name, Email and Phone for the user",يُرجى إدخال اسم العائلة والبريد الإلكتروني والهاتف للمستخدم أولًا,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/shipment/shipment.js:277
Please mention 'Weight UOM' along with Weight.,يُرجى تحديد 'وحدة قياس الوزن' مع الوزن.,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/item/item.js:597
Please rectify and try again.,يُرجى التصحيح والمحاولة مجددًا.,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/shipment/shipment.js:444
Please select Serial/Batch Nos to reserve or change Reservation Based On to Qty.,يُرجى تحديد الأرقام التسلسلية/الدفعات لحجزها، أو تغيير أساس الحجز إلى الكمية.,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:451
Please select Subcontracting Order instead of Purchase Order {0},يُرجى اختيار أمر مقاولات الباطن بدلًا من أمر الشراء {0},PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_entry/stock_entry.py:1528
"Please select at least one filter: Item Code, Batch, or Serial No.",يُرجى تحديد عامل تصفية واحد على الأقل: رمز الصنف أو الدفعة أو الرقم التسلسلي.,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/report/serial_no_and_batch_traceability/serial_no_and_batch_traceability.py:43
Please select at least one row to fix,يرجى تحديد صف واحد على الأقل للإصلاح,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/report/incorrect_serial_and_batch_bundle/incorrect_serial_and_batch_bundle.js:33
Please select at least one row with difference value,يُرجى تحديد صف واحد على الأقل يتضمن قيمة الفرق,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/report/stock_qty_vs_batch_qty/stock_qty_vs_batch_qty.js:50
Please select either the Item or Warehouse or Warehouse Type filter to generate the report.,يُرجى تحديد عامل تصفية الصنف أو المستودع أو نوع المستودع لإنشاء التقرير.,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/report/batch_wise_balance_history/batch_wise_balance_history.py:30
Please select only one row to create a Reposting Entry,يُرجى تحديد صف واحد فقط لإنشاء قيد إعادة الترحيل,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.js:75
Please select rows to create Reposting Entries,يُرجى تحديد الصفوف لإنشاء قيود إعادة الترحيل,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/report/stock_and_account_value_comparison/stock_and_account_value_comparison.js:59; erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.js:107
Please select the Warehouse first,يرجى تحديد المستودع أولا,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/item/item.js:316
Please select the required filters,يُرجى تحديد عوامل التصفية المطلوبة,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/report/batch_item_expiry_status/batch_item_expiry_status.py:21
Please set Email/Phone for the contact,يُرجى إدخال البريد الإلكتروني/الهاتف لجهة الاتصال,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/shipment/shipment.js:176
Please try again in an hour.,يرجى المحاولة مرة أخرى بعد ساعة.,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.py:247
Posting Datetime,تاريخ ووقت الترحيل,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.json:None; erpnext/stock/doctype/serial_and_batch_entry/serial_and_batch_entry.json:None; erpnext/stock/doctype/stock_closing_balance/stock_closing_balance.json:None; erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.json:None
Price List Defaults,إعدادات قائمة الأسعار الافتراضية,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_settings/stock_settings.json:None
Printing Details,تفاصيل الطباعة,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/material_request/material_request.json:None
Priority cannot be lesser than 1.,لا يمكن أن تكون الأولوية أقل من 1.,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/putaway_rule/putaway_rule.py:61
Projected On Hand,المتوفر المتوقع,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/material_request_item/material_request_item.json:None
Prompt Qty,طلب الكمية,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/pick_list/pick_list.json:None
Provisional Expense Account,حساب مصروف مؤقت,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json:None
Purchase Time,وقت الشراء,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/item_lead_time/item_lead_time.json:None
Purchase Voucher No,رقم سند الشراء,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/report/landed_cost_report/landed_cost_report.py:35
Purchase Voucher Type,نوع سند الشراء,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/report/landed_cost_report/landed_cost_report.py:29
Putaway Rule,قاعدة التخزين,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json:None; erpnext/stock/doctype/putaway_rule/putaway_rule.json:None; erpnext/stock/doctype/stock_entry_detail/stock_entry_detail.json:None
Putaway Rule already exists for Item {0} in Warehouse {1}.,توجد بالفعل قاعدة تخزين للصنف {0} في المستودع {1}.,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/putaway_rule/putaway_rule.py:53
Qty (in Stock UOM),الكمية (بوحدة قياس المخزون),preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/pick_list_item/pick_list_item.json:None
Qty After Transaction,الكمية بعد المعاملة,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.json:None
Qty Change,تغير الكمية,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_closing_balance/stock_closing_balance.json:None; erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.json:None; erpnext/stock/report/fifo_queue_vs_qty_after_transaction_comparison/fifo_queue_vs_qty_after_transaction_comparison.py:169; erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.py:188; erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.py:91
Qty To Produce,الكمية المطلوب إنتاجها,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/batch/batch.json:None
Qty as Per Stock UOM,الكمية حسب وحدة قياس المخزون,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json:None
Qty of Finished Goods Item should be greater than 0.,يجب أن تكون كمية الصنف النهائي أكبر من 0.,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/pick_list/pick_list.py:624
Quality Inspection Parameter,معيار فحص الجودة,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/quality_inspection_parameter/quality_inspection_parameter.json:None
Quality Inspection Parameter Group,مجموعة معايير فحص الجودة,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/quality_inspection_parameter_group/quality_inspection_parameter_group.json:None
Quality Inspection Settings,إعدادات فحص الجودة,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_settings/stock_settings.json:None
Quantity (A - B),الكمية (أ - ب),preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.js:53
Quantity cannot be greater than {0} for Item {1},لا يمكن أن تتجاوز كمية الصنف {1} القيمة {0},PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/material_request/material_request.py:202
"Quantity must be greater than zero, and less or equal to {0}",يجب أن تكون الكمية أكبر من صفر وأقل من أو مساوية لـ {0},PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/dashboard/item_dashboard.js:285
Rate Section,قسم السعر,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/serial_and_batch_entry/serial_and_batch_entry.json:None
Raw Material Voucher No,رقم سند المادة الخام,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/report/landed_cost_report/landed_cost_report.js:36
Raw Material Voucher Type,نوع سند المادة الخام,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/report/landed_cost_report/landed_cost_report.js:30
Reading Value,قيمة القراءة,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/quality_inspection_reading/quality_inspection_reading.json:None
Recalculate Batch Qty,إعادة حساب كمية الدفعة,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/batch/batch.js:26
Recalculate Bin Qty,إعادة حساب كمية الحاوية,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/bin/bin.js:10
Recalculate Incoming/Outgoing Rate,إعادة حساب سعر الوارد/الصادر,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_ledger_entry/stock_ledger_entry.json:None
Receipt Items,أصناف الإيصال,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.json:None
Received Qty in Stock UOM,الكمية المستلمة بوحدة قياس المخزون,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json:None
Reconcile All Serial Nos / Batches,تسوية كل الأرقام التسلسلية/الدفعات,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_reconciliation_item/stock_reconciliation_item.json:None
Recreate Stock Ledgers,إعادة إنشاء دفاتر أستاذ المخزون,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.json:None
Reference for Reservation,مرجع الحجز,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/serial_and_batch_entry/serial_and_batch_entry.json:None
References to Sales Invoices are Incomplete,مراجع فواتير المبيعات غير مكتملة,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/delivery_note/delivery_note.py:391
References to Sales Orders are Incomplete,مراجع أوامر البيع غير مكتملة,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/delivery_note/delivery_note.py:386
Regenerate Stock Closing Entry,إعادة إنشاء قيد إغلاق المخزون,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_closing_entry/stock_closing_entry.js:27
Remove item if charges is not applicable to that item,أزل الصنف إذا لم تنطبق عليه الرسوم,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.js:9
Repost Item Valuation,إعادة تقييم عنصر المخزون,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.json:None
Repost Item Valuation restarted for selected failed records.,أُعيد بدء ترحيل تقييم الأصناف للسجلات المحددة التي فشلت.,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.py:337
Repost Only Accounting Ledgers,إعادة ترحيل دفاتر الأستاذ المحاسبية فقط,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.json:None
Reposting Completed {0}%,اكتملت إعادة الترحيل بنسبة {0}%,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.js:119
Reposting Data File,ملف بيانات إعادة الترحيل,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.json:None
Reposting Info,معلومات إعادة الترحيل,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.json:None
Reposting Progress,تقدم إعادة الترحيل,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.js:127
Reposting Reference,مرجع إعادة الترحيل,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.json:None
Reposting entries created: {0},عدد قيود إعادة الترحيل المنشأة: {0},PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/report/stock_and_account_value_comparison/stock_and_account_value_comparison.py:182; erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.py:327
Reposting has been started in the background.,بدأت إعادة الترحيل في الخلفية.,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.js:103
Reservation Based On,الحجز بناء على,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.json:None; erpnext/stock/report/reserved_stock/reserved_stock.js:118
"Reserved Qty ({0}) cannot be a fraction. To allow this, disable '{1}' in UOM {3}.",,DEFERRED-source-defect,"Source requests {3}, but the inspected formatter does not provide that positional argument; vendor source fix is outside this batch.",stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:263
Reserved Qty for Production Plan,الكمية المحجوزة لخطة الإنتاج,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/bin/bin.json:None
Reserved Qty for Subcontract,الكمية المحجوزة لمقاول الباطن,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/bin/bin.json:None
Reserved Qty should be greater than Delivered Qty.,يجب أن تكون الكمية المحجوزة أكبر من الكمية المسلّمة.,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:649
Reserved Serial No.,رقم تسلسلي محجوز,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/stock_ledger.py:2317
Reserved Stock for Batch,مخزون محجوز للدفعة,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/stock_ledger.py:2346
Reserved for POS Transactions,محجوز لمعاملات نقطة البيع,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/report/stock_projected_qty/stock_projected_qty.py:197
Reserved for Production,محجوز للإنتاج,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/report/stock_projected_qty/stock_projected_qty.py:176
Reserved for Production Plan,محجوز لخطة الإنتاج,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/report/stock_projected_qty/stock_projected_qty.py:183
Reserved for Sub Contracting,محجوز للتصنيع بالعقد,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/report/stock_projected_qty/stock_projected_qty.py:190
Restart,إعادة التشغيل,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.js:84
Restart Failed Entries,إعادة تشغيل القيود الفاشلة,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation_list.js:23
Return Issued,تم إصدار المرتجع,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/delivery_note/delivery_note.json:None; erpnext/stock/doctype/delivery_note/delivery_note_list.js:20; erpnext/stock/doctype/purchase_receipt/purchase_receipt.json:None; erpnext/stock/doctype/purchase_receipt/purchase_receipt_list.js:19; erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.json:None
Return Qty,كمية المرتجع,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/purchase_receipt/purchase_receipt.js:326; erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.js:126
Return Qty from Rejected Warehouse,كمية المرتجع من مستودع المرفوضات,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/purchase_receipt/purchase_receipt.js:302; erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json:None; erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.js:102
Returned Against,مرتجع مقابل,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.json:None
Returned Qty in Stock UOM,الكمية المرتجعة بوحدة قياس المخزون,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/delivery_note_item/delivery_note_item.json:None; erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json:None
Role Allowed to Create/Edit Back-dated Transactions,الدور المسموح له بإنشاء/تعديل معاملات بتاريخ سابق,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_settings/stock_settings.json:None
Role Allowed to Over Deliver/Receive,الدور المسموح له بزيادة التسليم/الاستلام,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_settings/stock_settings.json:None
Row # {0}:,الصف رقم {0}:,preserved-site-override,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py:577
Row # {0}: Please add Serial and Batch Bundle for Item {1},الصف رقم {0}: يُرجى إضافة حزمة الأرقام التسلسلية والدفعات للصنف {1},PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py:186
Row # {0}: Please enter quantity for Item {1} as it is not zero.,,DEFERRED-source-defect,Source raises this while current_qty is zero; source condition/message conflict requires vendor-side correction.,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py:205
Row #{0}: A reorder entry already exists for warehouse {1} with reorder type {2}.,الصف رقم {0}: يوجد بالفعل قيد إعادة طلب للمستودع {1} من النوع {2}.,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/item/item.py:513
Row #{0}: Acceptance Criteria Formula is incorrect.,الصف رقم {0}: صيغة معايير القبول غير صحيحة.,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/quality_inspection/quality_inspection.py:323
Row #{0}: Acceptance Criteria Formula is required.,الصف رقم {0}: صيغة معايير القبول مطلوبة.,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/quality_inspection/quality_inspection.py:303
Row #{0}: Batch No {1} is already selected.,الصف رقم {0}: تم تحديد رقم الدفعة {1} بالفعل.,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:441
Row #{0}: Finished Good must be {1},الصف رقم {0}: يجب أن يكون المنتج النهائي {1},PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_entry/stock_entry.py:434
"Row #{0}: Item {1} has been picked, please reserve stock from the Pick List.",الصف رقم {0}: تم انتقاء الصنف {1}، يُرجى حجز المخزون من قائمة الانتقاء.,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1627
Row #{0}: Only {1} available to reserve for the Item {2},الصف رقم {0}: المتاح لحجزه للصنف {2} هو {1} فقط,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1710
Row #{0}: Quantity to reserve for the Item {1} should be greater than 0.,الصف رقم {0}: يجب أن تكون كمية الصنف {1} المراد حجزها أكبر من 0.,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1695
Row #{0}: Serial No {1} for Item {2} is not available in {3} {4} or might be reserved in another {5}.,الصف رقم {0}: الرقم التسلسلي {1} للصنف {2} غير متاح في {3} {4} أو ربما يكون محجوزًا في {5} آخر.,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:378
Row #{0}: Serial No {1} is already selected.,الصف رقم {0}: تم تحديد الرقم التسلسلي {1} بالفعل.,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:394
Row #{0}: Source and Target Warehouse cannot be the same for Material Transfer,الصف رقم {0}: لا يمكن أن يكون مستودع المصدر والوجهة واحدًا عند تحويل المواد,PROPOSED-payload,,stage6-W6-3 batch-02 owner-approved 2026-09-23,erpnext/stock/doctype/stock_entry/stock_entry.py:966
