source_text,suggested_ar,locations,area,has_pre_filled
FIFO/LIFO Queue,طابور FIFO/LIFO,erpnext/stock/report/fifo_queue_vs_qty_after_transaction_comparison/fifo_queue_vs_qty_after_transaction_comparison.py:179; erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.py:218; erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.py:121,stock,1
Fetch Value From,جلب القيمة من,erpnext/stock/doctype/inventory_dimension/inventory_dimension.json:None,stock,1
Finished Good Quantity ,كمية المنتج النهائي,erpnext/stock/doctype/stock_entry/stock_entry.json:None,stock,1
Finished Item {0} does not match with Work Order {1},,erpnext/stock/doctype/stock_entry/stock_entry.py:1594,stock,0
Fix SABB Entry,,erpnext/stock/report/incorrect_serial_and_batch_bundle/incorrect_serial_and_batch_bundle.js:28,stock,0
For quantity {0} should not be greater than allowed quantity {1},,erpnext/stock/doctype/stock_entry/stock_entry.py:1626,stock,0
"For the convenience of customers, these codes can be used in print formats like Invoices and Delivery Notes",,erpnext/stock/doctype/item_customer_detail/item_customer_detail.json:None,stock,0
"For the item {0}, the quantity should be {1} according to the BOM {2}.",,erpnext/stock/doctype/stock_entry/stock_entry.py:930,stock,0
Formula Based Criteria,معيار مبني على صيغة,erpnext/stock/doctype/item_quality_inspection_parameter/item_quality_inspection_parameter.json:None; erpnext/stock/doctype/quality_inspection_reading/quality_inspection_reading.json:None,stock,1
From Voucher Detail No,من رقم تفاصيل السند,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.json:None,stock,1
From Voucher No,من رقم السند,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.json:None; erpnext/stock/report/reserved_stock/reserved_stock.js:103; erpnext/stock/report/reserved_stock/reserved_stock.py:164,stock,1
From Voucher Type,من نوع السند,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.json:None; erpnext/stock/report/reserved_stock/reserved_stock.js:92; erpnext/stock/report/reserved_stock/reserved_stock.py:158,stock,1
From and To dates are required,,erpnext/stock/report/itemwise_recommended_reorder_level/itemwise_recommended_reorder_level.py:166,stock,0
G - D,,erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.py:258; erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.py:161,stock,0
GL reposting index,فهرس إعادة ترحيل دفتر الأستاذ العام,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.json:None,stock,1
GS1,,erpnext/stock/doctype/item_barcode/item_barcode.json:None,stock,0
GTIN,,erpnext/stock/doctype/item_barcode/item_barcode.json:None,stock,0
Generate Stock Closing Entry,إنشاء قيد إغلاق المخزون,erpnext/stock/doctype/stock_closing_entry/stock_closing_entry.js:12,stock,1
"Generate packing slips for packages to be delivered. Used to notify package number, package contents and its weight.",,erpnext/stock/doctype/packing_slip/packing_slip.json:None,stock,0
Get stops from,,erpnext/stock/doctype/delivery_trip/delivery_trip.js:69,stock,0
Goods,بضائع,erpnext/stock/doctype/shipment/shipment.json:None,stock,1
H - F,,erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.py:268; erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.py:171,stock,0
Has Corrective Cost,له تكلفة تصحيحية,erpnext/stock/doctype/landed_cost_taxes_and_charges/landed_cost_taxes_and_charges.json:None,stock,1
Has Operating Cost,له تكلفة تشغيل,erpnext/stock/doctype/landed_cost_taxes_and_charges/landed_cost_taxes_and_charges.json:None,stock,1
Have Default Naming Series for Batch ID?,,erpnext/stock/doctype/stock_settings/stock_settings.json:None,stock,0
Height (cm),الارتفاع (سم),erpnext/stock/doctype/shipment_parcel/shipment_parcel.json:None; erpnext/stock/doctype/shipment_parcel_template/shipment_parcel_template.json:None,stock,1
Here are the options to proceed:,,erpnext/stock/stock_ledger.py:2030,stock,0
"Hi,",,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.py:518,stock,0
I - J,,erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.py:283; erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.py:186,stock,0
I - K,,erpnext/stock/report/stock_ledger_invariant_check/stock_ledger_invariant_check.py:293; erpnext/stock/report/stock_ledger_variance/stock_ledger_variance.py:196,stock,0
ISBN,,erpnext/stock/doctype/item_barcode/item_barcode.json:None,stock,0
ISBN-10,,erpnext/stock/doctype/item_barcode/item_barcode.json:None,stock,0
ISBN-13,,erpnext/stock/doctype/item_barcode/item_barcode.json:None,stock,0
ISSN,,erpnext/stock/doctype/item_barcode/item_barcode.json:None,stock,0
"If checked, picked qty won't automatically be fulfilled on submit of pick list.",,erpnext/stock/doctype/pick_list/pick_list.json:None,stock,0
If enabled then system won't apply the pricing rule on the delivery note which will be create from the pick list,,erpnext/stock/doctype/pick_list/pick_list.json:None,stock,0
If enabled then system won't override the picked qty / batches / serial numbers / warehouse.,,erpnext/stock/doctype/pick_list/pick_list.json:None,stock,0
"If not, you can Cancel / Submit this entry",,erpnext/stock/stock_ledger.py:2040,stock,0
"If yes, then this warehouse will be used to store rejected materials",,erpnext/stock/doctype/warehouse/warehouse.json:None,stock,0
Ignore Closing Balance,تجاهل الرصيد الختامي,erpnext/stock/report/stock_balance/stock_balance.js:125,stock,1
Ignore Empty Stock,تجاهل المخزون الفارغ,erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.js:143,stock,1
In Transit Transfer,نقل قيد العبور,erpnext/stock/doctype/material_request/material_request.js:487,stock,1
In Transit Warehouse,,erpnext/stock/doctype/material_request/material_request.js:456,stock,0
Include Expired Batches,تضمين الدفعات المنتهية,erpnext/stock/report/available_batch_report/available_batch_report.js:80,stock,1
Include Zero Stock Items,تضمين أصناف المخزون الصفري,erpnext/stock/report/stock_balance/stock_balance.js:131,stock,1
