source_text,suggested_ar,locations,area,has_pre_filled
Return Issued,تم إصدار المرتجع,erpnext/stock/doctype/delivery_note/delivery_note.json:None; erpnext/stock/doctype/delivery_note/delivery_note_list.js:20; erpnext/stock/doctype/purchase_receipt/purchase_receipt.json:None; erpnext/stock/doctype/purchase_receipt/purchase_receipt_list.js:19; erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.json:None,stock,1
Return Qty,كمية المرتجع,erpnext/stock/doctype/purchase_receipt/purchase_receipt.js:326; erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.js:126,stock,1
Return Qty from Rejected Warehouse,كمية المرتجع من مستودع المرفوضات,erpnext/stock/doctype/purchase_receipt/purchase_receipt.js:302; erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json:None; erpnext/subcontracting/doctype/subcontracting_receipt/subcontracting_receipt.js:102,stock,1
Returned Against,مرتجع مقابل,erpnext/stock/doctype/serial_and_batch_bundle/serial_and_batch_bundle.json:None,stock,1
Returned Qty in Stock UOM,الكمية المرتجعة بوحدة قياس المخزون,erpnext/stock/doctype/delivery_note_item/delivery_note_item.json:None; erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json:None,stock,1
Role Allowed to Create/Edit Back-dated Transactions,الدور المسموح له بإنشاء/تعديل معاملات بتاريخ سابق,erpnext/stock/doctype/stock_settings/stock_settings.json:None,stock,1
Role Allowed to Over Deliver/Receive,الدور المسموح له بزيادة التسليم/الاستلام,erpnext/stock/doctype/stock_settings/stock_settings.json:None,stock,1
Row # {0}:,الصف رقم {0}:,erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py:577,stock,1
Row # {0}: Please add Serial and Batch Bundle for Item {1},,erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py:186,stock,0
Row # {0}: Please enter quantity for Item {1} as it is not zero.,,erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py:205,stock,0
Row #{0}: A reorder entry already exists for warehouse {1} with reorder type {2}.,,erpnext/stock/doctype/item/item.py:513,stock,0
Row #{0}: Acceptance Criteria Formula is incorrect.,,erpnext/stock/doctype/quality_inspection/quality_inspection.py:323,stock,0
Row #{0}: Acceptance Criteria Formula is required.,,erpnext/stock/doctype/quality_inspection/quality_inspection.py:303,stock,0
Row #{0}: Batch No {1} is already selected.,,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:441,stock,0
Row #{0}: Finished Good must be {1},,erpnext/stock/doctype/stock_entry/stock_entry.py:434,stock,0
"Row #{0}: Item {1} has been picked, please reserve stock from the Pick List.",,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1627,stock,0
Row #{0}: Only {1} available to reserve for the Item {2},,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1710,stock,0
Row #{0}: Quantity to reserve for the Item {1} should be greater than 0.,,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:1695,stock,0
Row #{0}: Serial No {1} for Item {2} is not available in {3} {4} or might be reserved in another {5}.,,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:378,stock,0
Row #{0}: Serial No {1} is already selected.,,erpnext/stock/doctype/stock_reservation_entry/stock_reservation_entry.py:394,stock,0
Row #{0}: Source and Target Warehouse cannot be the same for Material Transfer,,erpnext/stock/doctype/stock_entry/stock_entry.py:966,stock,0
