source_text	translated_text	quorum_decision	decision_ref
User Details	تفاصيل المستخدم	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
User Id Field	حقل معرف المستخدم	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
User Invitation	دعوة المستخدم	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
User Role	دور المستخدم	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
User Role Profile	ملف تعريف دور المستخدم	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
User Session Display	عرض جلسة المستخدم	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
User Type Module	وحدة نوع المستخدم	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
User does not exist.	المستخدم غير موجود.	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
User is disabled	المستخدم معطّل	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
User {0} is disabled	المستخدم {0} معطّل	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Userinfo URI	EXCEPTION-technical	EXCEPTION-technical (keep vendor rendering; no translation)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Utilization %	نسبة الاستغلال %	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Value Change	تغيّر القيمة	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Values Changed	القيم المتغيّرة	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Visit Desktop	زيارة سطح المكتب	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Visitor ID	معرف الزائر	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Webhook Request Log	سجل طلبات Webhook	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Webhook Secret	سر Webhook	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Webhook Trigger	مشغّل Webhook	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Webhook URL	رابط Webhook	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Website Manager	مدير الموقع	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Website Script	سكربت الموقع	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Website Theme	سمة الموقع	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Website Visits	زيارات الموقع	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Welcome URL	رابط الترحيب	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Welcome to {0}	مرحبًا بك في {0}	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Worker Information	معلومات العامل	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Worker Name	اسم العامل	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Workflow Builder ID	معرف منشئ مسار العمل	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Workflow Data	بيانات مسار العمل	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Workflow Task	مهمة مسار العمل	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
Wrapping up	جارٍ الإنهاء	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
'{0}' is not a valid IBAN	'{0}' ليس رقم IBAN صالحًا	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
'{0}' is not a valid URL	'{0}' ليس رابط URL صالحًا	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
1 day ago	منذ يوم واحد	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
1 second ago	منذ ثانية واحدة	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
2 hours ago	منذ ساعتين	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
2 months ago	منذ شهرين	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
2 weeks ago	منذ أسبوعين	quorum-confirmed (release payload row)	stage6-W6-0b batch-5 owner-approved 2026-09-22
