app,msgid,msgstr,context,locations,comments,skip,review_notes
erpnext,Aggregate a group of Items into another Item. This is useful if you are maintaining the stock of the packed items and not the bundled item,,,erpnext/selling/doctype/product_bundle/product_bundle.json:None,Description of a DocType,,
erpnext,Agriculture,الزراعة,,erpnext/setup/setup_wizard/data/industry_type.txt:4,,,reviewed_glossary
erpnext,Airline,,,erpnext/setup/setup_wizard/data/industry_type.txt:5,,,
erpnext,Algorithm,الخوارزمية,,erpnext/accounts/doctype/bisect_accounting_statements/bisect_accounting_statements.json:None,Label of the algorithm (Select) field in DocType 'Bisect Accounting | Statements',,reviewed_glossary
erpnext,All Activities,كل الأنشطة,,erpnext/crm/doctype/lead/lead.json:None; erpnext/crm/doctype/opportunity/opportunity.json:None; erpnext/crm/doctype/prospect/prospect.json:None,Label of the all_activities_section (Section Break) field in DocType 'Lead' | Label of the all_activities_section (Section Break) field in DocType | 'Opportunity' | 'Prospect',,reviewed_glossary
erpnext,All Activities HTML,HTML لكل الأنشطة,,erpnext/crm/doctype/lead/lead.json:None; erpnext/crm/doctype/opportunity/opportunity.json:None; erpnext/crm/doctype/prospect/prospect.json:None,Label of the all_activities_html (HTML) field in DocType 'Lead' | Label of the all_activities_html (HTML) field in DocType 'Opportunity' | Label of the all_activities_html (HTML) field in DocType 'Prospect',,reviewed_glossary
erpnext,All Items,كل الأصناف,,erpnext/selling/page/point_of_sale/pos_item_selector.js:25,,,reviewed_glossary
erpnext,All Parties ,كل الجهات,,erpnext/accounts/report/general_ledger/general_ledger.html:68,,,reviewed_glossary
erpnext,All Sales Transactions can be tagged against multiple Sales Persons so that you can set and monitor targets.,,,erpnext/setup/doctype/sales_person/sales_person.json:None,Description of a DocType,,
erpnext,All allocations have been successfully reconciled,,,erpnext/accounts/doctype/process_payment_reconciliation_log/process_payment_reconciliation_log.json:None,Description of the 'Reconciled' (Check) field in DocType 'Process Payment | Reconciliation Log',,
erpnext,All items are already requested,,,erpnext/manufacturing/doctype/production_plan/production_plan.py:946,,,
erpnext,All items have already been received,,,erpnext/stock/doctype/delivery_note/delivery_note.py:1208,,,
erpnext,All items in this document already have a linked Quality Inspection.,,,erpnext/public/js/controllers/transaction.js:2903,,,
erpnext,All items must be linked to a Sales Order or Subcontracting Inward Order for this Sales Invoice.,,,erpnext/accounts/doctype/sales_invoice/sales_invoice.py:1215,,,
erpnext,All linked Sales Orders must be subcontracted.,,,erpnext/accounts/doctype/sales_invoice/sales_invoice.py:1226,,,
erpnext,All the Comments and Emails will be copied from one document to another newly created document(Lead -> Opportunity -> Quotation) throughout the CRM documents.,,,erpnext/crm/doctype/crm_settings/crm_settings.json:None,Description of the 'Carry Forward Communication and Comments' (Check) field | in DocType 'CRM Settings',,
erpnext,All the items have been already returned.,,,erpnext/selling/page/point_of_sale/pos_past_order_summary.js:200,,,
erpnext,"All the required items (raw materials) will be fetched from BOM and populated in this table. Here you can also change the Source Warehouse for any item. And during the production, you can track transferred raw materials from this table.",,,erpnext/manufacturing/doctype/work_order/work_order.js:1171,,,
erpnext,Allocate Payment Request,تخصيص طلب الدفع,,erpnext/accounts/doctype/payment_entry/payment_entry.js:1711,,,reviewed_glossary
erpnext,Allocated Entries,القيود المخصصة,,erpnext/accounts/doctype/payment_reconciliation/payment_reconciliation.json:None,Label of the sec_break2 (Section Break) field in DocType 'Payment | Reconciliation',,reviewed_glossary
erpnext,Allocated To:,مخصص إلى:,,erpnext/public/js/templates/crm_activities.html:49,,,reviewed_glossary
erpnext,Allocations,التخصيصات,,erpnext/accounts/doctype/process_payment_reconciliation_log/process_payment_reconciliation_log.json:None; erpnext/accounts/doctype/unreconcile_payment/unreconcile_payment.json:None; erpnext/public/js/utils/unreconcile.js:104,Label of the allocations (Table) field in DocType 'Process Payment | Reconciliation Log' | Label of the allocations_section (Section Break) field in DocType 'Process | Payment Reconciliation Log' | Label of the allocations (Table) field in DocType 'Unreconcile Payment',,reviewed_glossary
erpnext,Allow Alternative Item must be checked on Item {},,,erpnext/stock/doctype/item_alternative/item_alternative.py:65,,,
erpnext,Allow Continuous Material Consumption,السماح بالاستهلاك المستمر للمواد,,erpnext/manufacturing/doctype/manufacturing_settings/manufacturing_settings.json:None,Label of the material_consumption (Check) field in DocType 'Manufacturing | Settings',,reviewed_glossary
erpnext,Allow Delivery of Overproduced Qty,السماح بتسليم الكمية المنتجة الزائدة,,erpnext/selling/doctype/selling_settings/selling_settings.json:None,Label of the allow_delivery_of_overproduced_qty (Check) field in DocType | 'Selling Settings',,reviewed_glossary
erpnext,Allow Editing of Items and Quantities in Work Order,,,erpnext/manufacturing/doctype/manufacturing_settings/manufacturing_settings.json:None,Label of the allow_editing_of_items_and_quantities_in_work_order (Check) | field in DocType 'Manufacturing Settings',,
erpnext,Allow Excess Material Transfer,السماح بنقل مواد زائدة,,erpnext/manufacturing/doctype/manufacturing_settings/manufacturing_settings.json:None,Label of the job_card_excess_transfer (Check) field in DocType | 'Manufacturing Settings',,reviewed_glossary
erpnext,Allow Implicit Pegged Currency Conversion,,,erpnext/accounts/doctype/accounts_settings/accounts_settings.json:None,Label of the allow_pegged_currencies_exchange_rates (Check) field in DocType | 'Accounts Settings',,
erpnext,Allow Internal Transfers at Arm's Length Price,السماح بالتحويلات الداخلية بسعر مستقل,,erpnext/stock/doctype/stock_settings/stock_settings.json:None,Label of the allow_internal_transfer_at_arms_length_price (Check) field in | DocType 'Stock Settings',,reviewed_glossary
erpnext,Allow Item to Be Added Multiple Times in a Transaction,,,erpnext/controllers/selling_controller.py:838,,,
erpnext,Allow Item to be Added Multiple Times in a Transaction,,,erpnext/selling/doctype/selling_settings/selling_settings.json:None,Label of the allow_multiple_items (Check) field in DocType 'Selling | Settings',,
erpnext,Allow Lead Duplication based on Emails,,,erpnext/crm/doctype/crm_settings/crm_settings.json:None,Label of the allow_lead_duplication_based_on_emails (Check) field in DocType | 'CRM Settings',,
erpnext,Allow Negative rates for Items,السماح بأسعار سالبة للأصناف,,erpnext/selling/doctype/selling_settings/selling_settings.json:None,Label of the allow_negative_rates_for_items (Check) field in DocType | 'Selling Settings',,reviewed_glossary
erpnext,Allow Or Restrict Dimension,السماح بالبُعد أو تقييده,,erpnext/accounts/doctype/accounting_dimension_filter/accounting_dimension_filter.json:None,Label of the allow_or_restrict (Select) field in DocType 'Accounting | Dimension Filter',,reviewed_glossary
erpnext,Allow Partial Payment,السماح بالدفع الجزئي,,erpnext/accounts/doctype/pos_profile/pos_profile.json:None,Label of the allow_partial_payment (Check) field in DocType 'POS Profile',,reviewed_glossary
erpnext,Allow Partial Reservation,السماح بالحجز الجزئي,,erpnext/stock/doctype/stock_settings/stock_settings.json:None,Label of the allow_partial_reservation (Check) field in DocType 'Stock | Settings',,reviewed_glossary
erpnext,Allow Purchase,السماح بالشراء,,erpnext/stock/doctype/item/item.json:None,Label of the is_purchase_item (Check) field in DocType 'Item',,reviewed_glossary
erpnext,Allow Purchase Order with Zero Quantity,,,erpnext/buying/doctype/buying_settings/buying_settings.json:None,Label of the allow_zero_qty_in_purchase_order (Check) field in DocType | 'Buying Settings',,
erpnext,Allow Quotation with Zero Quantity,,,erpnext/selling/doctype/selling_settings/selling_settings.json:None,Label of the allow_zero_qty_in_quotation (Check) field in DocType 'Selling | Settings',,
erpnext,Allow Request for Quotation with Zero Quantity,,,erpnext/buying/doctype/buying_settings/buying_settings.json:None,Label of the allow_zero_qty_in_request_for_quotation (Check) field in | DocType 'Buying Settings',,
erpnext,Allow Sales,السماح بالبيع,,erpnext/stock/doctype/item/item.json:None,Label of the is_sales_item (Check) field in DocType 'Item',,reviewed_glossary
erpnext,Allow Sales Order Creation For Expired Quotation,,,erpnext/selling/doctype/selling_settings/selling_settings.json:None,Label of the allow_sales_order_creation_for_expired_quotation (Check) field | in DocType 'Selling Settings',,
erpnext,Allow Sales Order with Zero Quantity,,,erpnext/selling/doctype/selling_settings/selling_settings.json:None,Label of the allow_zero_qty_in_sales_order (Check) field in DocType 'Selling | Settings',,
erpnext,Allow Supplier Quotation with Zero Quantity,,,erpnext/buying/doctype/buying_settings/buying_settings.json:None,Label of the allow_zero_qty_in_supplier_quotation (Check) field in DocType | 'Buying Settings',,
erpnext,Allow UOM with Conversion Rate Defined in Item,,,erpnext/stock/doctype/stock_settings/stock_settings.json:None,Label of the allow_uom_with_conversion_rate_defined_in_item (Check) field in | DocType 'Stock Settings',,
erpnext,Allow User to Edit Discount,السماح للمستخدم بتعديل الخصم,,erpnext/accounts/doctype/pos_profile/pos_profile.json:None,Label of the allow_discount_change (Check) field in DocType 'POS Profile',,reviewed_glossary
erpnext,Allow User to Edit Rate,السماح للمستخدم بتعديل السعر,,erpnext/accounts/doctype/pos_profile/pos_profile.json:None,Label of the allow_rate_change (Check) field in DocType 'POS Profile',,reviewed_glossary
erpnext,Allow Variant UOM to be different from Template UOM,,,erpnext/stock/doctype/item_variant_settings/item_variant_settings.json:None,Label of the allow_different_uom (Check) field in DocType 'Item Variant | Settings',,
erpnext,Allow Zero Rate,السماح بسعر صفري,,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.json:None,Label of the allow_zero_rate (Check) field in DocType 'Repost Item | Valuation',,reviewed_glossary
erpnext,Allow existing Serial No to be Manufactured/Received again,,,erpnext/stock/doctype/stock_settings/stock_settings.json:None,Label of the allow_existing_serial_no (Check) field in DocType 'Stock | Settings',,
erpnext,Allow material consumptions without immediately manufacturing finished goods against a Work Order,,,erpnext/manufacturing/doctype/manufacturing_settings/manufacturing_settings.json:None,Description of the 'Allow Continuous Material Consumption' (Check) field in | DocType 'Manufacturing Settings',,
erpnext,Allow multi-currency invoices against single party account ,,,erpnext/accounts/doctype/accounts_settings/accounts_settings.json:None,Label of the allow_multi_currency_invoices_against_single_party_account | (Check) field in DocType 'Accounts Settings',,
erpnext,Allow to Edit Stock UOM Qty for Purchase Documents,,,erpnext/stock/doctype/stock_settings/stock_settings.json:None,Label of the allow_to_edit_stock_uom_qty_for_purchase (Check) field in | DocType 'Stock Settings',,
erpnext,Allow to Edit Stock UOM Qty for Sales Documents,,,erpnext/stock/doctype/stock_settings/stock_settings.json:None,Label of the allow_to_edit_stock_uom_qty_for_sales (Check) field in DocType | 'Stock Settings',,
erpnext,Allow to Make Quality Inspection after Purchase / Delivery,,,erpnext/stock/doctype/stock_settings/stock_settings.json:None,Label of the allow_to_make_quality_inspection_after_purchase_or_delivery | (Check) field in DocType 'Stock Settings',,
erpnext,Allow transferring raw materials even after the Required Quantity is fulfilled,,,erpnext/manufacturing/doctype/manufacturing_settings/manufacturing_settings.json:None,Description of the 'Allow Excess Material Transfer' (Check) field in DocType | 'Manufacturing Settings',,
erpnext,Allowed Dimension,البُعد المسموح,,erpnext/accounts/doctype/allowed_dimension/allowed_dimension.json:None,Name of a DocType,,reviewed_glossary
erpnext,Allowed Doctypes,أنواع المستندات المسموحة,,erpnext/accounts/doctype/repost_accounting_ledger_settings/repost_accounting_ledger_settings.json:None,Label of the allowed_types (Table) field in DocType 'Repost Accounting | Ledger Settings',,reviewed_glossary
erpnext,Allowed Items,الأصناف المسموحة,,erpnext/buying/doctype/supplier/supplier.json:None; erpnext/selling/doctype/customer/customer.json:None,Group in Supplier's connections | Group in Customer's connections,,reviewed_glossary
erpnext,Allowed primary roles are 'Customer' and 'Supplier'. Please select one of these roles only.,,,erpnext/accounts/doctype/party_link/party_link.py:27,,,
erpnext,Allows to keep aside a specific quantity of inventory for a particular order.,,,erpnext/stock/doctype/stock_settings/stock_settings.json:None,Description of the 'Enable Stock Reservation' (Check) field in DocType | 'Stock Settings',,
erpnext,Allows users to submit Purchase Orders with zero quantity. Useful when rates are fixed but the quantities are not. Eg. Rate Contracts.,,,erpnext/buying/doctype/buying_settings/buying_settings.json:None,Description of the 'Allow Purchase Order with Zero Quantity' (Check) field | in DocType 'Buying Settings',,
erpnext,Allows users to submit Quotations with zero quantity. Useful when rates are fixed but the quantities are not. Eg. Rate Contracts.,,,erpnext/selling/doctype/selling_settings/selling_settings.json:None,Description of the 'Allow Quotation with Zero Quantity' (Check) field in | DocType 'Selling Settings',,
erpnext,Allows users to submit Request for Quotations with zero quantity. Useful when rates are fixed but the quantities are not. Eg. Rate Contracts.,,,erpnext/buying/doctype/buying_settings/buying_settings.json:None,Description of the 'Allow Request for Quotation with Zero Quantity' (Check) | field in DocType 'Buying Settings',,
erpnext,Allows users to submit Sales Orders with zero quantity. Useful when rates are fixed but the quantities are not. Eg. Rate Contracts.,,,erpnext/selling/doctype/selling_settings/selling_settings.json:None,Description of the 'Allow Sales Order with Zero Quantity' (Check) field in | DocType 'Selling Settings',,
erpnext,Allows users to submit Supplier Quotations with zero quantity. Useful when rates are fixed but the quantities are not. Eg. Rate Contracts.,,,erpnext/buying/doctype/buying_settings/buying_settings.json:None,Description of the 'Allow Supplier Quotation with Zero Quantity' (Check) | field in DocType 'Buying Settings',,
erpnext,Already Picked,تم انتقاؤه بالفعل,,erpnext/stock/doctype/pick_list/pick_list.py:1024,,,reviewed_glossary
erpnext,Also you can't switch back to FIFO after setting the valuation method to Moving Average for this item.,,,erpnext/stock/doctype/item/item.js:20,,,
erpnext,Alternative Items,الأصناف البديلة,,erpnext/selling/doctype/quotation/quotation.js:369,,,reviewed_glossary
erpnext,"Alternatively, you can download the template and fill your data in.",,,erpnext/accounts/doctype/chart_of_accounts_importer/chart_of_accounts_importer.py:378,,,
erpnext,Always Ask,اسأل دائما,,erpnext/accounts/doctype/pos_profile/pos_profile.json:None,Option for the 'Action on New Invoice' (Select) field in DocType 'POS | Profile',,reviewed_glossary
erpnext,Amount (AED),,,erpnext/regional/report/uae_vat_201/uae_vat_201.py:22,,,
erpnext,Amount Difference with Purchase Invoice,فرق المبلغ مع فاتورة الشراء,,erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json:None,Label of the amount_difference_with_purchase_invoice (Currency) field in | DocType 'Purchase Receipt Item',,reviewed_glossary
erpnext,Amount Eligible for Commission,المبلغ المؤهل للعمولة,,erpnext/accounts/doctype/pos_invoice/pos_invoice.json:None; erpnext/accounts/doctype/sales_invoice/sales_invoice.json:None; erpnext/selling/doctype/sales_order/sales_order.json:None; erpnext/stock/doctype/delivery_note/delivery_note.json:None,Label of the amount_eligible_for_commission (Currency) field in DocType 'POS | Invoice' | Label of the amount_eligible_for_commission (Currency) field in DocType | 'Sales Invoice' | 'Sales Order' | 'Delivery Note',,reviewed_glossary
erpnext,Amount in Account Currency,المبلغ بعملة الحساب,,erpnext/accounts/doctype/payment_ledger_entry/payment_ledger_entry.json:None; erpnext/accounts/report/payment_ledger/payment_ledger.py:212,Label of the amount_in_account_currency (Currency) field in DocType 'Payment | Ledger Entry',,reviewed_glossary
erpnext,Amount in Words,المبلغ كتابة,,erpnext/accounts/print_format/sales_invoice_print/sales_invoice_print.html:119,,,reviewed_glossary
erpnext,Amount in party's bank account currency,,,erpnext/accounts/doctype/payment_request/payment_request.json:None,Description of the 'Outstanding Amount' (Currency) field in DocType 'Payment | Request',,
erpnext,Amount in transaction currency,,,erpnext/accounts/doctype/payment_request/payment_request.json:None,Description of the 'Amount' (Currency) field in DocType 'Payment Request',,
erpnext,Amount in {0},,,erpnext/accounts/doctype/process_statement_of_accounts/process_statement_of_accounts_accounts_receivable.html:74,,,
erpnext,Amount to Bill,المبلغ المطلوب فوترته,,erpnext/buying/report/purchase_order_analysis/purchase_order_analysis.py:189; erpnext/selling/report/sales_order_analysis/sales_order_analysis.py:209,,,reviewed_glossary
erpnext,Amounts,المبالغ,,erpnext/accounts/doctype/gl_entry/gl_entry.json:None,Label of the amounts_section (Section Break) field in DocType 'GL Entry',,reviewed_glossary
erpnext,Ampere,,,erpnext/setup/setup_wizard/data/uom_data.json:None,Name of a UOM,,
erpnext,Ampere-Hour,,,erpnext/setup/setup_wizard/data/uom_data.json:None,Name of a UOM,,
erpnext,Ampere-Minute,,,erpnext/setup/setup_wizard/data/uom_data.json:None,Name of a UOM,,
erpnext,Ampere-Second,,,erpnext/setup/setup_wizard/data/uom_data.json:None,Name of a UOM,,
erpnext,An Item Group is a way to classify items based on types.,,,erpnext/setup/doctype/item_group/item_group.json:None,Description of a DocType,,
erpnext,An error has been appeared while reposting item valuation via {0},,,erpnext/stock/doctype/repost_item_valuation/repost_item_valuation.py:520,,,
erpnext,An error occurred for certain Items while creating Material Requests based on Re-order level. Please rectify these issues :,,,erpnext/stock/reorder_item.py:386,,,
erpnext,Analysis Chart,,,erpnext/buying/report/supplier_quotation_comparison/supplier_quotation_comparison.html:124,,,
erpnext,Analyst,محلل,,erpnext/setup/setup_wizard/data/designation.txt:4,,,reviewed_glossary
erpnext,Annual Budget for Account {0} against {1} {2} is {3}. It will be collectively ({4}) exceeded by {5},,,erpnext/controllers/budget_controller.py:449,,,
erpnext,Annual Budget for Account {0} against {1}: {2} is {3}. It will be exceeded by {4},,,erpnext/controllers/budget_controller.py:314,,,
erpnext,Annual Revenue,الإيراد السنوي,,erpnext/crm/doctype/lead/lead.json:None; erpnext/crm/doctype/opportunity/opportunity.json:None; erpnext/crm/doctype/prospect/prospect.json:None,Label of the annual_revenue (Currency) field in DocType 'Lead' | Label of the annual_revenue (Currency) field in DocType 'Opportunity' | Label of the annual_revenue (Currency) field in DocType 'Prospect',,reviewed_glossary
erpnext,Another Budget record '{0}' already exists against {1} '{2}' and account '{3}' with overlapping fiscal years.,,,erpnext/accounts/doctype/budget/budget.py:142,,,
erpnext,"Another Cost Center Allocation record {0} applicable from {1}, hence this allocation will be applicable upto {2}",,,erpnext/accounts/doctype/cost_center_allocation/cost_center_allocation.py:107,,,
erpnext,Another Payment Request is already processed,,,erpnext/accounts/doctype/payment_request/payment_request.py:752,,,
erpnext,"Any one of following filters required: warehouse, Item Code, Item Group",,,erpnext/stock/report/fifo_queue_vs_qty_after_transaction_comparison/fifo_queue_vs_qty_after_transaction_comparison.py:37,,,
erpnext,Apparel & Accessories,,,erpnext/setup/setup_wizard/data/industry_type.txt:6,,,
erpnext,Applicable Dimension,البُعد المطبق,,erpnext/accounts/doctype/accounting_dimension_filter/accounting_dimension_filter.json:None,Label of the dimensions (Table) field in DocType 'Accounting Dimension | Filter',,reviewed_glossary
erpnext,Applicable On Account,المطبق على الحساب,,erpnext/accounts/doctype/accounting_dimension_filter/accounting_dimension_filter.json:None; erpnext/accounts/doctype/applicable_on_account/applicable_on_account.json:None,Label of the accounts (Table) field in DocType 'Accounting Dimension Filter' | Name of a DocType,,reviewed_glossary
erpnext,Applicable on Cumulative Expense,ينطبق على المصروف التراكمي,,erpnext/accounts/doctype/budget/budget.json:None,Label of the applicable_on_cumulative_expense (Check) field in DocType | 'Budget',,reviewed_glossary
erpnext,Applied on each reading.,,,erpnext/stock/doctype/quality_inspection_reading/quality_inspection_reading.json:None,Description of the 'Minimum Value' (Float) field in DocType 'Quality | Inspection Reading' | Description of the 'Maximum Value' (Float) field in DocType 'Quality,,
erpnext,Applied putaway rules.,,,erpnext/stock/doctype/putaway_rule/putaway_rule.py:197,,,
erpnext,Applies To,ينطبق على,,erpnext/edi/doctype/common_code/common_code.json:None,Label of the applies_to (Table) field in DocType 'Common Code',,reviewed_glossary
erpnext,Apply Putaway Rule,تطبيق قاعدة التخزين,,erpnext/stock/doctype/purchase_receipt/purchase_receipt.json:None; erpnext/stock/doctype/stock_entry/stock_entry.json:None,Label of the apply_putaway_rule (Check) field in DocType 'Purchase Receipt' | Label of the apply_putaway_rule (Check) field in DocType 'Stock Entry',,reviewed_glossary
erpnext,Apply Recursion Over (As Per Transaction UOM),,,erpnext/accounts/doctype/pricing_rule/pricing_rule.json:None; erpnext/accounts/doctype/promotional_scheme_product_discount/promotional_scheme_product_discount.json:None,Label of the apply_recursion_over (Float) field in DocType 'Pricing Rule' | Label of the apply_recursion_over (Float) field in DocType 'Promotional | Scheme Product Discount',,
erpnext,Apply SLA for Resolution Time,تطبيق اتفاقية مستوى الخدمة على وقت الحل,,erpnext/support/doctype/service_level_agreement/service_level_agreement.json:None,Label of the apply_sla_for_resolution (Check) field in DocType 'Service | Level Agreement',,reviewed_glossary
erpnext,Apply TDS,تطبيق ضريبة الخصم,,erpnext/accounts/doctype/purchase_invoice_item/purchase_invoice_item.json:None; erpnext/buying/doctype/purchase_order_item/purchase_order_item.json:None; erpnext/stock/doctype/purchase_receipt_item/purchase_receipt_item.json:None,Label of the apply_tds (Check) field in DocType 'Purchase Invoice Item' | Label of the apply_tds (Check) field in DocType 'Purchase Order Item' | Label of the apply_tds (Check) field in DocType 'Purchase Receipt Item',,reviewed_glossary
erpnext,Apply Tax Withholding Amount ,تطبيق مبلغ ضريبة الخصم,,erpnext/accounts/doctype/journal_entry/journal_entry.json:None,Label of the apply_tds (Check) field in DocType 'Journal Entry',,reviewed_glossary
erpnext,Apply restriction on dimension values,تطبيق قيد على قيم البُعد,,erpnext/accounts/doctype/accounting_dimension_filter/accounting_dimension_filter.json:None,Label of the apply_restriction_on_values (Check) field in DocType | 'Accounting Dimension Filter',,reviewed_glossary
erpnext,Apply to All Inventory Documents,تطبيق على كل مستندات المخزون,,erpnext/stock/doctype/inventory_dimension/inventory_dimension.json:None,Label of the apply_to_all_doctypes (Check) field in DocType 'Inventory | Dimension',,reviewed_glossary
erpnext,Apply to Document,تطبيق على المستند,,erpnext/stock/doctype/inventory_dimension/inventory_dimension.json:None,Label of the document_type (Link) field in DocType 'Inventory Dimension',,reviewed_glossary
erpnext,Appointment Created Successfully,تم إنشاء الموعد بنجاح,,erpnext/www/book_appointment/index.js:237,,,reviewed_glossary
erpnext,Appointment Scheduling Disabled,تم تعطيل جدولة المواعيد,,erpnext/www/book_appointment/index.py:20,,,reviewed_glossary
erpnext,Appointment Scheduling has been disabled for this site,,,erpnext/www/book_appointment/index.py:21,,,
erpnext,Appointment was created. But no lead was found. Please check the email to confirm,,,erpnext/crm/doctype/appointment/appointment.py:101,,,
erpnext,Approximately match the description/party name against parties,,,erpnext/accounts/doctype/accounts_settings/accounts_settings.json:None,Description of the 'Enable Fuzzy Matching' (Check) field in DocType | 'Accounts Settings',,
erpnext,Are,,,erpnext/setup/setup_wizard/data/uom_data.json:None,Name of a UOM,,
erpnext,Are you sure you want to clear all demo data?,هل أنت متأكد من مسح كل بيانات العرض؟,,erpnext/public/js/utils/demo.js:20,,,reviewed_glossary
erpnext,Are you sure you want to delete this Item?,هل أنت متأكد من حذف هذا الصنف؟,,erpnext/public/js/bom_configurator/bom_configurator.bundle.js:480,,,reviewed_glossary
erpnext,Are you sure you want to delete {0}?<p>This action will also delete all associated Common Code documents.</p>,,,erpnext/edi/doctype/code_list/code_list.js:18,,,
erpnext,Are you sure you want to restart this subscription?,,,erpnext/accounts/doctype/subscription/subscription.js:75,,,
erpnext,Are you sure you want to revise this budget? The current budget will be cancelled and a new draft will be created.,,,erpnext/accounts/doctype/budget/budget.js:82,,,
erpnext,Arshin,,,erpnext/setup/setup_wizard/data/uom_data.json:None,Name of a UOM,,
erpnext,As on Date,كما في تاريخ,,erpnext/accounts/report/billed_items_to_be_received/billed_items_to_be_received.js:15; erpnext/accounts/report/delivered_items_to_be_billed/delivered_items_to_be_billed.js:15; erpnext/accounts/report/received_items_to_be_billed/received_items_to_be_billed.js:15,,,reviewed_glossary
erpnext,"As there are existing submitted transactions against item {0}, you can not change the value of {1}.",,,erpnext/stock/doctype/item/item.py:987,,,
erpnext,"As there are reserved stock, you cannot disable {0}.",,,erpnext/stock/doctype/stock_settings/stock_settings.py:203,,,
erpnext,"As there are sufficient Sub Assembly Items, Work Order is not required for Warehouse {0}.",,,erpnext/manufacturing/doctype/production_plan/production_plan.py:1066,,,
erpnext,"As {0} is enabled, you can not enable {1}.",,,erpnext/stock/doctype/stock_settings/stock_settings.py:177; erpnext/stock/doctype/stock_settings/stock_settings.py:189,,,
erpnext,Assembly Items,أصناف التجميع,,erpnext/manufacturing/doctype/production_plan/production_plan.json:None,Label of the po_items (Table) field in DocType 'Production Plan',,reviewed_glossary
erpnext,Asset Activity,نشاط الأصل,,erpnext/assets/doctype/asset_activity/asset_activity.json:None; erpnext/assets/report/asset_activity/asset_activity.json:None; erpnext/assets/workspace/assets/assets.json:None,Name of a DocType | Name of a report | Label of a Link in the Assets Workspace,,reviewed_glossary
erpnext,Asset Capitalization,رسملة الأصل,,erpnext/assets/doctype/asset/asset.json:None; erpnext/assets/doctype/asset_capitalization/asset_capitalization.json:None; erpnext/assets/workspace/assets/assets.json:None,Group in Asset's connections | Name of a DocType | Label of a Link in the Assets Workspace,,reviewed_glossary
erpnext,Asset Capitalization Asset Item,عنصر أصل رسملة الأصل,,erpnext/assets/doctype/asset_capitalization_asset_item/asset_capitalization_asset_item.json:None,Name of a DocType,,reviewed_glossary
erpnext,Asset Capitalization Service Item,عنصر خدمة رسملة الأصل,,erpnext/assets/doctype/asset_capitalization_service_item/asset_capitalization_service_item.json:None,Name of a DocType,,reviewed_glossary
erpnext,Asset Capitalization Stock Item,عنصر مخزون رسملة الأصل,,erpnext/assets/doctype/asset_capitalization_stock_item/asset_capitalization_stock_item.json:None,Name of a DocType,,reviewed_glossary
erpnext,Asset Depreciation Schedule,جدول إهلاك الأصل,,erpnext/assets/doctype/asset_depreciation_schedule/asset_depreciation_schedule.json:None,Name of a DocType,,reviewed_glossary
erpnext,Asset Depreciation Schedule for Asset {0} and Finance Book {1} is not using shift based depreciation,,,erpnext/assets/doctype/asset_shift_allocation/asset_shift_allocation.py:179,,,
erpnext,Asset Depreciation Schedule not found for Asset {0} and Finance Book {1},,,erpnext/assets/doctype/asset_depreciation_schedule/asset_depreciation_schedule.py:247; erpnext/assets/doctype/asset_shift_allocation/asset_shift_allocation.py:185,,,
erpnext,Asset Depreciation Schedule {0} for Asset {1} already exists.,,,erpnext/assets/doctype/asset_depreciation_schedule/asset_depreciation_schedule.py:83,,,
erpnext,Asset Depreciation Schedule {0} for Asset {1} and Finance Book {2} already exists.,,,erpnext/assets/doctype/asset_depreciation_schedule/asset_depreciation_schedule.py:77,,,
erpnext,"Asset Depreciation Schedules created/updated:<br>{0}<br><br>Please check, edit if needed, and submit the Asset.",,,erpnext/assets/doctype/asset/asset.py:236,,,
erpnext,Asset Disposal,استبعاد الأصل,,erpnext/accounts/doctype/journal_entry/journal_entry.json:None,Option for the 'Entry Type' (Select) field in DocType 'Journal Entry',,reviewed_glossary
erpnext,Asset ID,معرف الأصل,,erpnext/assets/report/fixed_asset_register/fixed_asset_register.py:477,,,reviewed_glossary
erpnext,Asset Quantity,كمية الأصل,,erpnext/assets/doctype/asset/asset.json:None,Label of the asset_quantity (Int) field in DocType 'Asset',,reviewed_glossary
erpnext,Asset Repair Consumed Item,عنصر مستهلك لإصلاح الأصل,,erpnext/assets/doctype/asset_repair_consumed_item/asset_repair_consumed_item.json:None,Name of a DocType,,reviewed_glossary
erpnext,Asset Repair Purchase Invoice,فاتورة شراء إصلاح الأصل,,erpnext/assets/doctype/asset_repair_purchase_invoice/asset_repair_purchase_invoice.json:None,Name of a DocType,,reviewed_glossary
erpnext,Asset Settings,إعدادات الأصول,,erpnext/accounts/doctype/accounts_settings/accounts_settings.json:None,Label of the asset_settings_section (Section Break) field in DocType | 'Accounts Settings',,reviewed_glossary
erpnext,Asset Shift Allocation,تخصيص وردية الأصل,,erpnext/assets/doctype/asset_shift_allocation/asset_shift_allocation.json:None,Name of a DocType,,reviewed_glossary
erpnext,Asset Shift Factor,معامل وردية الأصل,,erpnext/assets/doctype/asset_shift_factor/asset_shift_factor.json:None,Name of a DocType,,reviewed_glossary
erpnext,Asset Shift Factor {0} is set as default currently. Please change it first.,,,erpnext/assets/doctype/asset_shift_factor/asset_shift_factor.py:32,,,
